,Unnamed: 0,Label,Unnamed: 0.1,cosine,req1,req1Id,req1Priority,req1Product,req1Release,req1Severity,req1Type,req1Ver,req2,req2Id,req2Priority,req2Product,req2Release,req2Severity,req2Type,req2Ver
90,1070,1,1070.0,0.2886751345948129,let window launcher process ride train,1481546,P3,Firefox,---,normal,enhancement,Trunk,add ability for firefox exe to use launcher process by default,1477790,P1,Firefox,Firefox 63,normal,enhancement,Trunk
4253,,0,,,new ui for private browsing with search,1508364,,Firefox,,,,,private browsing with search,1501747,,Firefox,,,,
488,2438,1,2438.0,0.0,quantumbar implement page up/down behavior and enable browser autocomplete autoselect j,1526815,P2,Firefox,Firefox 67,normal,enhancement,unspecified,integrate one off button into keyboard navigation,1527260,P1,Firefox,Firefox 67,normal,enhancement,Trunk
1156,9947,0,,0.0,finalize option sorting and default selected index for payment method picker,1455789,--,Firefox,---,normal,enhancement,Trunk,add tour set for firefox,1367698,P2,Firefox,Firefox 57,normal,enhancement,unspecified
1766,4257,0,,0.1543033499620919,add google icon to top site json,1481571,P1,Firefox,Firefox 63,normal,enhancement,unspecified,add ability to select multiple tab using shift,1458013,P2,Firefox,Firefox 62,normal,enhancement,Trunk
3102,,0,,,extend moz favicons with lastmodified column to support sync,706347,,Firefox,,,,,synced tab bookmark and history entry don have favicon until user re visit that page again,428378,,Firefox,,,,
292,7284,0,,0.0,add automated test for searching for bookmark from bookmark sidebar work properly,1419390,P3,Firefox,Firefox 59,normal,enhancement,unspecified,implement preselected heuristic match,1512657,P2,Firefox,---,normal,enhancement,unspecified
436,,0,,,allow collapsing of top site and rest of discovery stream content,1535773,,Firefox,,,,,export add discovery preference optimized image and bug fix to activity stream,1543756,,Firefox,,,,
3132,2482,1,2482.0,0.1414213562373095,export add discovery preference optimized image and bug fix to activity stream,1543756,P2,Firefox,Firefox 68,enhancement,enhancement,unspecified,optimize image size lazy load,1531933,P1,Firefox,Firefox 68,normal,enhancement,unspecified
1080,,0,,,investigate impact of applycustomizations on startup perf/jank,1381594,,Firefox,,,,,photon make firefox start more quickly,1355956,,Firefox,,,,
4377,,0,,,add help tip with search operator to awesomebar footer,1458201,,Firefox,,,,,improve restriction character in location bar,1386548,,Firefox,,,,
883,430,1,430.0,0.18257418583505536,stuff we can remove now that xul extension are no longer supported,1387013,P5,Firefox,---,normal,enhancement,Trunk,remove deprecated tabbrowser method and property,1387009,--,Firefox,Firefox 57,normal,enhancement,Trunk
4662,,0,,,add button for toggling fxa message,1543121,,Firefox,,,,,cfr fxa bookmark panel message fx,1541914,,Firefox,,,,
4048,2158,1,2158.0,0.1543033499620919,create endpoint for delivery of layout config and feed,1514880,P2,Firefox,Firefox 66,normal,enhancement,unspecified,activity stream layout configuration for rapid experiment creation,1513253,P2,Firefox,Firefox 66,normal,enhancement,unspecified
693,9594,0,,0.0,convert docshellcapabilities jsm and scrollposition jsm to,1497144,P1,Firefox,Firefox 65,normal,enhancement,unspecified,new security enhancement idea would work with window and mac,478510,--,Firefox,---,normal,enhancement,unspecified
2289,12377,0,,0.0,clean up urlbarinput getters and setter,1497814,P1,Firefox,Firefox 64,normal,enhancement,Trunk,enhancement mute sound on specific page,556969,--,Firefox,---,normal,enhancement,unspecified
4442,2012,1,2012.0,0.22360679774997896,trailhead desktop first run,1545802,P1,Firefox,Firefox 67,major,enhancement,unspecified,send telemetry trailhead enrollment ping,1549784,P1,Firefox,Firefox 68,normal,enhancement,unspecified
844,,0,,,remove fxaccounts internal/external/object freeze / weirdness,1574048,,Firefox,,,,,consolidate user account data and user profile data,1574052,,Firefox,,,,
3418,1539,1,1539.0,0.0,properly display and support selecting search match,1512654,P2,Firefox,Firefox 66,normal,enhancement,Trunk,browsersearch recordoneoffsearchintelemetry ha unused parameter where,1520336,P1,Firefox,Firefox 66,normal,enhancement,unspecified
3775,1897,1,1897.0,0.10540925533894598,quantumbar pressing down key should first go to end of line then open result,1525910,P2,Firefox,Firefox 67,normal,enhancement,unspecified,quantumbar implement page up/down behavior and enable browser autocomplete autoselect j,1526815,P2,Firefox,Firefox 67,normal,enhancement,unspecified
1276,9237,0,,0.0,preference should contain customize,1418017,P5,Firefox,---,normal,enhancement,57 Branch,show triplet for extended period of time with telemetry,1568909,P1,Firefox,Firefox 70,normal,enhancement,unspecified
1598,,0,,,pre aggregate telemetry data to expose to uitour without impacting performance,1361713,,Firefox,,,,,photon improvement to first run experience,1349422,,Firefox,,,,
2888,484,1,484.0,0.40824829046386296,add automated test for activity stream functionality,1410333,--,Firefox,---,normal,enhancement,unspecified,add automated test for top site edit menu dismiss item,1410373,P3,Firefox,---,normal,enhancement,unspecified
3244,5349,0,,0.0,add preference pane checkbox to control cfr notification,1499080,P3,Firefox,---,normal,enhancement,63 Branch,switch report breakage dialog to use firefox telemetry custom ping,1484247,P2,Firefox,Firefox 64,normal,enhancement,unspecified
162,11752,0,,0.0,add keyword for this search should use search plugins,461985,--,Firefox,---,normal,enhancement,3.5 Branch,avoid layout flush and invalidation loop in positionpinnedtabs,1354782,--,Firefox,Firefox 55,normal,enhancement,Trunk
1657,754,1,754.0,0.1543033499620919,tracking sessionstore development related to session manager,1482682,P3,Firefox,---,normal,enhancement,unspecified,introduce session group to allow to manage multiple session at same time,1524948,--,Firefox,---,normal,enhancement,unspecified
412,7727,0,,0.0,use fluent for paymentrequest dialog,1473772,P3,Firefox,---,normal,enhancement,Trunk,prototype new tab opening/closing animation,1355588,P4,Firefox,Firefox 67,normal,enhancement,55 Branch
1544,1465,1,1465.0,0.0,reduce/clarify urlbarcontroller dependency on browser window,1500483,P1,Firefox,Firefox 65,normal,enhancement,Trunk,move addtourlbarhistory getshortcutoruriandpostdata and getpostdatastream to urlbarutils,1502039,P1,Firefox,Firefox 65,normal,enhancement,Trunk
4260,2392,0,,0.0,digitally signed binary certificate verification hit network,1467731,P1,Firefox,Firefox 62,normal,enhancement,unspecified,firefox lack option to disable iframes support,303250,--,Firefox,---,normal,enhancement,unspecified
3196,195,1,195.0,0.24618298195866545,update navigation toolbar overflow panel for photon,1352692,--,Firefox,---,normal,enhancement,53 Branch,overflow panel subview miss anchor styling cut off subviews need minimum width,1370986,P1,Firefox,Firefox 55,normal,enhancement,53 Branch
2993,,0,,,create ui element for what new button and panel,1561345,,Firefox,,,,,enable what new ui when pref is enabled,1563319,,Firefox,,,,
308,,0,,,add context menu to about sessionrestore item,590448,,Firefox,,,,,allow restoring tabs/windows one by one to solve various issue crash overload portal login,684548,,Firefox,,,,
3566,5757,0,,0.0,tab context menu should be available from all tab menu,356980,P3,Firefox,---,normal,enhancement,unspecified,website must not be allowed to prevent text selection copying,363162,--,Firefox,---,normal,enhancement,unspecified
4044,5715,0,,0.0,lazily load contentwebrtc jsm,1352522,--,Firefox,Firefox 55,normal,enhancement,unspecified,back out new tab animation,1539255,P1,Firefox,Firefox 68,normal,enhancement,Trunk
3003,,0,,,expose search count information in uitour getconfiguration for snippet on about home,1357439,,Firefox,,,,,photon improvement to first run experience,1349422,,Firefox,,,,
3029,2076,1,2076.0,0.125,debug noscripts version of new tab page fail to load,1504754,P2,Firefox,Firefox 65,normal,enhancement,unspecified,set browser tab remote separateprivilegedcontentprocess to true by default in nightly,1472212,P1,Firefox,Firefox 65,normal,enhancement,unspecified
1676,791,1,791.0,0.2886751345948129,fission for front end,1505898,P3,Firefox,---,normal,enhancement,unspecified,rename browser fission simulate to fission,1533467,P3,Firefox,Firefox 67,normal,enhancement,Trunk
1560,2174,1,2174.0,0.43301270189221935,switch cfr message pref to remote setting,1517306,P1,Firefox,Firefox 68,normal,enhancement,unspecified,add telemetry to record undesired event for cfr remote message,1542792,P1,Firefox,Firefox 68,normal,enhancement,unspecified
642,,0,,,uninitializing uitour is expensive,1357710,,Firefox,,,,,investigate uitour performance impact during window opening and closing,1349742,,Firefox,,,,
3882,1889,1,1889.0,0.31622776601683794,fix search alias in quantumbar,1524125,P1,Firefox,---,normal,enhancement,unspecified,clicking search alias offer result should fill alias in input not visit engine site,1525487,P1,Firefox,Firefox 67,normal,enhancement,unspecified
717,516,1,516.0,0.7302967433402214,add automated test for bookmark functionality,1419383,P5,Firefox,---,normal,enhancement,unspecified,add automated test for location of bookmark can be changed,1433900,P2,Firefox,Firefox 60,normal,enhancement,unspecified
4770,1392,1,1392.0,0.0,don create about blank for initial browser,1362774,P1,Firefox,Firefox 65,normal,enhancement,unspecified,make browsertestutils opennewbrowserwindow delegate to window openbrowserwindow,1486824,P1,Firefox,Firefox 63,normal,enhancement,Trunk
2964,,0,,,use fluent for paymentrequest dialog,1473772,,Firefox,,,,,localize comma separator in select dropdown option label,1473767,,Firefox,,,,
2038,,0,,,update synced tab menu and sidebar to reflect decoupling of fxa and sync,1570569,,Firefox,,,,,decouple signing in to firefox from enabling firefox sync,1570565,,Firefox,,,,
779,,0,,,activity stream layout pref and layout data for rapid experimentation,1514337,,Firefox,,,,,export add pocket layout code snippet and perf bug fix to activity stream,1515206,,Firefox,,,,
2532,1037,1,1037.0,0.0,update tracking protection preference for content blocking,1476217,P1,Firefox,Firefox 63,normal,enhancement,unspecified,add telemetry probe for browser contentblocking enabled,1482285,P3,Firefox,---,normal,enhancement,unspecified
826,2362,1,2362.0,0.0,use task jsm more inside gmpinstallmanager,1039839,--,Firefox,---,normal,enhancement,unspecified,firefox desktop update check download install,1009816,--,Firefox,Firefox 33,normal,enhancement,unspecified
4053,,0,,,full screen navigation bar should have auto hide,240859,,Firefox,,,,,use frame scheduling for animated fullscreen toolbar hiding,589114,,Firefox,,,,
3338,1334,1,1334.0,0.2581988897471611,user story tour notification a firefox team we want to send tour notification of product feature that we believe matter to user,1357008,P1,Firefox,---,normal,enhancement,unspecified,ux ux spec for onboarding tour notification,1357668,P1,Firefox,Firefox 55,normal,enhancement,unspecified
543,,0,,,add marionette test coverage for new private browsing ui with search,1521754,,Firefox,,,,,private browsing with search,1501747,,Firefox,,,,
614,2008,1,2008.0,0.4082482904638631,trailhead desktop first run,1545802,P1,Firefox,Firefox 67,major,enhancement,unspecified,support localized sync first run variant,1548504,P1,Firefox,Firefox 68,normal,enhancement,unspecified
212,2126,1,2126.0,0.20412414523193154,enable new preference for firefox,1381953,P2,Firefox,Firefox 56,normal,enhancement,unspecified,updated preference re org according to proposal from may,1365133,P1,Firefox,Firefox 56,normal,enhancement,Trunk
3271,865,0,,0.0,qa tracker for preference roll out,1456785,--,Firefox,---,normal,enhancement,unspecified,implement ability to add new engine that disabled by default for existing user but enabled by default for new user,1364000,P1,Firefox,---,normal,enhancement,unspecified
4771,1222,1,1222.0,0.0,add dark theme thumbnail debounce and bug fix to activity stream,1449792,--,Firefox,Firefox 61,normal,enhancement,Trunk,update story preference description and link,1446195,P2,Firefox,Firefox 61,normal,enhancement,Trunk
4518,,0,,,refactor extensioncontrolled preference code to use fluent,1438375,,Firefox,,,,,tracking migrate general section of preference to new localization api,1424681,,Firefox,,,,
4263,421,1,421.0,0.4472135954999579,consider removing preference jsm,1385954,P3,Firefox,---,normal,enhancement,unspecified,remove preference jsm usage from sync,1406475,P3,Firefox,---,normal,enhancement,unspecified
4104,2135,1,2135.0,0.5039526306789696,activity stream component implementation for rapid experiment creation,1513353,P1,Firefox,---,normal,enhancement,unspecified,create topic header section component for activity stream experiment functionality,1514027,P1,Firefox,Firefox 66,normal,enhancement,unspecified
1830,11871,0,,0.0,convert many window to tab in one window,277161,--,Firefox,---,normal,enhancement,unspecified,dump url to file on crash,283706,--,Firefox,---,normal,enhancement,unspecified
3190,2491,1,2491.0,0.3333333333333333,special fxa snippet on new tab for firefox,1548042,P1,Firefox,Firefox 67,normal,enhancement,unspecified,add schema for below search box fxa snippet,1539823,P1,Firefox,Firefox 68,normal,enhancement,unspecified
2360,9909,0,,0.0,help user restore privacy trackingprotection pbmode enabled after we remove toggle on about privatebrowsing,1502374,P2,Firefox,---,normal,enhancement,unspecified,stop using not target selector for download toolbar icon,1394609,P3,Firefox,---,normal,enhancement,unspecified
3588,321,0,,0.0,extending audio symbol in tab to show also video playing,1221002,--,Firefox,---,normal,enhancement,unspecified,ux new user tour overlay ux spec,1354707,P1,Firefox,Firefox 55,normal,enhancement,54 Branch
1907,2518,1,2518.0,0.5,improve accessibility of autofocused email,1550642,P1,Firefox,Firefox 68,normal,enhancement,unspecified,improve accessibility of trailhead flow,1548268,P1,Firefox,Firefox 68,normal,enhancement,unspecified
2358,5676,0,,0.0,avoid getcharpref in browser sync j,1425690,P1,Firefox,Firefox 59,normal,enhancement,unspecified,localize comma separator in select dropdown option label,1473767,P3,Firefox,---,normal,enhancement,unspecified
223,1042,1,1042.0,0.0,address add/edit page error handling fix,1476345,P1,Firefox,Firefox 63,normal,enhancement,Trunk,form field shouldn be marked invalid immediately for add form only edit form,1483425,P1,Firefox,Firefox 63,normal,enhancement,unspecified
641,391,0,,0.0,add binary version checking to testnativent,1481958,P1,Firefox,Firefox 63,normal,enhancement,Trunk,create preview icon for downloaded image,71656,--,Firefox,---,normal,enhancement,unspecified
4276,1490,1,1490.0,0.0,add content blocking notification for indicating when top level page is using cookies/site data,1504728,P1,Firefox,Firefox 65,normal,enhancement,unspecified,convert access to security insecure connection icon prefs into lazy getters,1507353,--,Firefox,Firefox 65,normal,enhancement,unspecified
4179,2385,1,2385.0,0.4743416490252569,async tab switcher bug and improvement,1436359,--,Firefox,---,normal,enhancement,unspecified,investigate whether async tab switcher need re entrancy guard,1441955,P3,Firefox,---,normal,enhancement,Trunk
988,6319,0,,0.0,activity stream layout configuration for rapid experiment creation,1513253,P2,Firefox,Firefox 66,normal,enhancement,unspecified,cfr recommend send tab on popular recipe site,1569696,P2,Firefox,---,normal,enhancement,unspecified
1514,584,1,584.0,0.5698028822981898,accessibility review of payment request tab overlay widget,1435884,P3,Firefox,---,normal,enhancement,Trunk,handle keyboard shortcut g esc focus in payment request tab overlay widget,1435882,P3,Firefox,---,normal,enhancement,Trunk
115,9944,0,,0.0,add automated test for location of bookmark can be changed,1433900,P2,Firefox,Firefox 60,normal,enhancement,unspecified,update overflow panel height when removing item from it,1367097,--,Firefox,---,normal,enhancement,53 Branch
261,2410,0,,0.16666666666666666,default to selected shipping address if applicable on add basic card screen,1428472,P1,Firefox,Firefox 61,normal,enhancement,Trunk,stand up basic list component,1519766,P1,Firefox,Firefox 66,normal,enhancement,unspecified
2102,1240,1,1240.0,0.5892556509887896,add download highlight highlight option and bug fix to activity stream,1455216,--,Firefox,Firefox 61,normal,enhancement,unspecified,add default only dark sponsored story and bug fix to activity stream,1454780,--,Firefox,Firefox 61,normal,enhancement,unspecified
4234,2450,1,2450.0,0.1690308509457033,optimize image size lazy load,1531933,P1,Firefox,Firefox 68,normal,enhancement,unspecified,add non resized raw image url to feed,1538019,P1,Firefox,---,normal,enhancement,unspecified
743,633,1,633.0,0.20412414523193154,onboarding / first run,1457565,P3,Firefox,---,normal,enhancement,unspecified,make photon onboarding something other than bootstrapped extension,1450809,P2,Firefox,---,normal,enhancement,unspecified
4187,274,1,274.0,0.5477225575051661,desktop onboarding experience tour overlay funnelcake,1354686,P5,Firefox,---,normal,enhancement,54 Branch,google analytics for tour overlay funnelcake,1354709,--,Firefox,---,normal,enhancement,54 Branch
2770,3526,0,,0.0,cfr experiment promote creating firefox account using cfr,1510634,P3,Firefox,---,normal,enhancement,unspecified,discoverystream should check cache on system tick,1518860,--,Firefox,---,normal,enhancement,unspecified
2736,1799,1,1799.0,0.0,add snippet targeting pocket tagging and bug fix to activity stream,1489962,P1,Firefox,Firefox 64,normal,enhancement,unspecified,cfr doorhanger allow for localized and string override on button,1490241,P3,Firefox,Firefox 64,normal,enhancement,unspecified
747,2310,1,2310.0,0.11952286093343935,get security info from windowglobalparent and send certificate chain to about certificate,1560414,P2,Firefox,---,normal,enhancement,unspecified,add api for parent process j to fetch certificate information per browser,1555963,P1,Firefox,Firefox 69,normal,enhancement,unspecified
1115,,0,,,urlbarinput blur handling should respect ui popup disable autohide preference,1533366,,Firefox,,,,,modular re implementation of awesomebar result list,1477942,,Firefox,,,,
4622,281,1,281.0,0.0,photon make firefox start more quickly,1355956,--,Firefox,---,normal,enhancement,unspecified,pdf j shouldn load anything before opening and painting first browser window,1371340,P3,Firefox,---,normal,enhancement,unspecified
3310,,0,,,provide ui to manage installed dictionary,1493705,,Firefox,,,,,tracking add ui language selection preference,1425941,,Firefox,,,,
4228,8904,0,,0.125,add user interface for hpkp http public key pinning,1310959,P3,Firefox,---,normal,enhancement,unspecified,add automated test for top story context menu dismiss all story,1410402,P3,Firefox,---,normal,enhancement,unspecified
3346,1506,0,,0.11952286093343935,rfe need ability to identify tab with audio playing,551124,--,Firefox,---,normal,enhancement,unspecified,lazy browser tab add flag in ` linkbrowsertotab` to indicate browser ha been linked,1287456,P2,Firefox,Firefox 50,normal,enhancement,unspecified
1266,1476,1,1476.0,0.0,update content blocking section in about preference,1501985,P2,Firefox,Firefox 65,normal,enhancement,unspecified,new string for tracker dropdown menulist,1508712,P2,Firefox,Firefox 65,normal,enhancement,65 Branch
3200,11951,0,,0.0,add move to new window option to browser tab context menu,443302,--,Firefox,---,normal,enhancement,unspecified,photon update product messaging with appropriate tone,1351268,--,Firefox,---,normal,enhancement,Trunk
2789,,0,,,activity stream layout pref and layout data for rapid experimentation,1514337,,Firefox,,,,,activity stream layout configuration for rapid experiment creation,1513253,,Firefox,,,,
1973,,0,,,deprecate recent bookmark and pocket list from bookmark menu,1401238,,Firefox,,,,,remove simulated place node reference other item missed in removal of recent bookmark list in bookmark menu,1437651,,Firefox,,,,
3586,1824,1,1824.0,0.3636363636363637,export add locale targeting asr onboarding/user pref fix test fix to activity stream,1494427,P1,Firefox,Firefox 64,normal,enhancement,unspecified,export add new search only ui onboarding localization string and bugfixes to activity stream,1493794,--,Firefox,Firefox 64,normal,enhancement,unspecified
616,368,1,368.0,0.17677669529663687,photon tab interaction should be immediate,1363755,P3,Firefox,---,normal,enhancement,unspecified,more aggressively switch to next tab when closing tab even with beforeunload handler,1388387,P3,Firefox,---,normal,enhancement,unspecified
2271,1378,0,,0.0,synced tab bookmark and history entry don have favicon until user re visit that page again,428378,P3,Firefox,---,normal,enhancement,unspecified,photon toolbar button icon drop,1355455,P1,Firefox,Firefox 57,normal,enhancement,Trunk
1937,603,1,603.0,0.3535533905932737,improve cert error page,1442203,P3,Firefox,---,normal,enhancement,unspecified,add new error page for mozilla pkix error mitm detected,1450784,P1,Firefox,Firefox 66,normal,enhancement,unspecified
1312,11327,0,,0.0,sort cookie manager in order of site domain,291184,--,Firefox,---,normal,enhancement,unspecified,convert browser/skin/tabbrowser/tab audio svg to use context paint and avoid filtering to improve performance,1368428,--,Firefox,Firefox 55,normal,enhancement,unspecified
4509,2082,0,,0.0,consider using status panel for indicating container,1357399,P3,Firefox,---,normal,enhancement,55 Branch,ux about addons appearance content and design update,1356550,P1,Firefox,Firefox 57,normal,enhancement,unspecified
2338,,0,,,add take screenshot button to page action menu,1366041,,Firefox,,,,,should highlight screenshots page action button on for onboarding screenshots tour,1393668,,Firefox,,,,
1343,5214,0,,0.0,need rtl version of wix dialog,572207,--,Firefox,---,normal,enhancement,unspecified,add close button to overflow tab menu,1550578,--,Firefox,---,normal,enhancement,66 Branch
508,1621,1,1621.0,0.0,pocket new tab mvp,1512725,P1,Firefox,---,normal,enhancement,unspecified,add devtools for resetting and picking layout variant,1527980,P1,Firefox,Firefox 67,normal,enhancement,unspecified
3898,2466,1,2466.0,0.298142396999972,load new tab pocket article image closer to when they might be shown,1535749,P1,Firefox,---,normal,enhancement,unspecified,optimize image size lazy load,1531933,P1,Firefox,Firefox 68,normal,enhancement,unspecified
3937,407,1,407.0,0.0,photon photon performance bug that can be taken individually,1363777,--,Firefox,---,normal,enhancement,unspecified,stop using not target selector in svg for firefox ui,1358998,P3,Firefox,---,normal,enhancement,unspecified
2827,12409,0,,0.0,add automated test for bookmark can be loaded inside bookmark sidebar,1437476,P2,Firefox,Firefox 60,normal,enhancement,unspecified,only load pageinfolistener content code when needed,1461444,--,Firefox,Firefox 62,normal,enhancement,Trunk
676,16,1,16.0,0.16666666666666666,synced tab bookmark and history entry don have favicon until user re visit that page again,428378,P3,Firefox,---,normal,enhancement,unspecified,preliminary implementation of favicon sync,675299,--,Firefox,---,normal,enhancement,unspecified
4335,10124,0,,0.0,add test to prevent flickering regression on window opening,1421456,--,Firefox,Firefox 59,normal,enhancement,Trunk,pressing on autofilled domain should directly move to editing port number,1345133,P5,Firefox,---,normal,enhancement,Trunk
502,3422,0,,0.3380617018914066,add ability to select multiple tab using shift,1458013,P2,Firefox,Firefox 62,normal,enhancement,Trunk,implement ability to reload selection of tab,1458061,P3,Firefox,Firefox 63,normal,enhancement,Trunk
2808,,0,,,want way to hand url to helper apps without downloading whole document first for streaming,137339,,Firefox,,,,,support in mailcap helper,115041,,Firefox,,,,
98,2499,1,2499.0,0.0,implement multi line paymentrequest shipping address picker,1427950,P1,Firefox,Firefox 60,normal,enhancement,Trunk,create rich select custom element,1422164,P1,Firefox,Firefox 59,normal,enhancement,Trunk
1467,2157,1,2157.0,0.11785113019775792,create list section component for activity stream experiment functionality,1514020,P2,Firefox,---,normal,enhancement,unspecified,add padding between d list item text and image to right a per spec,1521888,P1,Firefox,Firefox 66,normal,enhancement,unspecified
670,2476,1,2476.0,0.22360679774997896,add button for toggling fxa message,1543121,P1,Firefox,Firefox 68,normal,enhancement,unspecified,match message style with spec,1543123,P1,Firefox,---,normal,enhancement,unspecified
3766,704,1,704.0,0.4082482904638631,top site search shortcut,1479806,--,Firefox,---,normal,enhancement,unspecified,yandex search shortcut displayed in russian for turkish,1502975,P1,Firefox,---,normal,enhancement,unspecified
690,2197,0,,0.0,capstone project convert more part of browser to use fluent,1486917,P1,Firefox,---,normal,enhancement,Trunk,add test for background device request,1433202,P3,Firefox,---,normal,enhancement,50 Branch
1841,,0,,,avoid flickering while moving tab across window,1391704,,Firefox,,,,,photon tab interaction should be immediate,1363755,,Firefox,,,,
578,,0,,,port bug to quantumbar authentication required dialogue being application modal produce vector for attack,1530395,,Firefox,,,,,modular re implementation of awesomebar result list,1477942,,Firefox,,,,
2952,1200,1,1200.0,0.0,hide openinprivatebrowsing option in a if privatebrowsingutils enabled is false,1441984,P1,Firefox,Firefox 60,normal,enhancement,unspecified,add automated test for hover over top site tile,1410818,P3,Firefox,Firefox 60,normal,enhancement,unspecified
4199,662,1,662.0,0.0,restrict access of third party tracker to their cookie jar,1473978,P3,Firefox,---,normal,enhancement,unspecified,add test for triggering principal fallback case,1488636,P3,Firefox,---,normal,enhancement,unspecified
1470,,0,,,shipping address selector for when profile exist in autofill storage,1387221,,Firefox,,,,,implement multi line paymentrequest shipping address picker,1427950,,Firefox,,,,
4877,469,1,469.0,0.40824829046386296,add automated test for activity stream functionality,1410333,--,Firefox,---,normal,enhancement,unspecified,add automated test for new tab preference top story enable,1410435,P3,Firefox,---,normal,enhancement,unspecified
3513,2277,1,2277.0,0.2519763153394848,investigate reducing xpconnect overhead based on frontend usage,1425466,--,Firefox,---,normal,enhancement,Trunk,make j usage of appid nsixulappinfo id not pas through xpconnect all time,1425586,P3,Firefox,---,normal,enhancement,Trunk
2440,,0,,,direct to new tab first run variant,1548052,,Firefox,,,,,trailhead desktop first run,1545802,,Firefox,,,,
1825,840,1,840.0,0.0,badging / feature callouts,1560987,P1,Firefox,---,normal,enhancement,unspecified,use messaging system to badge what new toolbar button,1563733,P1,Firefox,Firefox 70,normal,enhancement,unspecified
1964,1632,0,,0.0,update screenshots to version,1390985,--,Firefox,---,normal,enhancement,unspecified,enable av mitm certificate error page by default on all channel,1521756,P1,Firefox,Firefox 66,normal,enhancement,unspecified
2087,6647,0,,0.0,port remaining urlbar test to quantumbar,1522489,P1,Firefox,---,normal,enhancement,unspecified,export add devtool documentation devdep update and bug fix to activity stream,1510040,P2,Firefox,Firefox 65,normal,enhancement,unspecified
376,1662,1,1662.0,0.7453559924999299,add marionette test coverage for new private browsing ui with search,1521754,P2,Firefox,Firefox 67,normal,enhancement,unspecified,new ui for private browsing with search,1508364,P1,Firefox,Firefox 66,normal,enhancement,57 Branch
3017,,0,,,new action show appmenu,1478569,,Firefox,,,,,add router targeting router action and bug fix to activity stream,1484328,,Firefox,,,,
4363,10221,0,,0.0,update design for top site search shortcut tile,1481605,P1,Firefox,Firefox 63,normal,enhancement,unspecified,add ability to copy url of to be restored page in restore session,591957,--,Firefox,---,normal,enhancement,unspecified
4200,,0,,,block storage access for third party on tracking protection list,1461921,,Firefox,,,,,restrict access of third party tracker to their cookie jar,1473978,,Firefox,,,,
564,251,1,251.0,0.25,implement sidebar update for photon,1353421,--,Firefox,---,normal,enhancement,53 Branch,create sidebar header switcher,1355324,P1,Firefox,Firefox 55,normal,enhancement,unspecified
2998,202,1,202.0,0.18257418583505536,re work customize mode overflow panel and hamburger panel,1352693,--,Firefox,---,normal,enhancement,53 Branch,remove or update customization mode infopanel,1373016,P1,Firefox,Firefox 56,normal,enhancement,Trunk
3372,1330,1,1330.0,0.0,save to pocket should have associated animation,1355922,P1,Firefox,Firefox 56,normal,enhancement,55 Branch,remove redundant element closest call in pocketpaneldidhide browser/extensions/pocket/content/main j,1383886,P1,Firefox,Firefox 56,normal,enhancement,unspecified
4774,6868,0,,0.0,ensure we re set up to include activity stream secret dsn in public a source code,1446142,P1,Firefox,Firefox 61,normal,enhancement,unspecified,list change list item font weight to,1522864,--,Firefox,---,normal,enhancement,66 Branch
3403,6765,0,,0.0,implement pressed and hover state for list item,1519772,P1,Firefox,Firefox 66,normal,enhancement,unspecified,add more reflow test for some tab case,1424377,P3,Firefox,---,normal,enhancement,unspecified
2297,2564,1,2564.0,0.3779644730092272,payment request management/preference change,1432953,--,Firefox,---,normal,enhancement,Trunk,change autofill/preferences string to accommodate payment card which aren credit card,1432945,P4,Firefox,---,normal,enhancement,Trunk
1989,1851,1,1851.0,0.6735753140545634,export add send to device snippet right to left robustness and bug fix to activity stream,1499886,P2,Firefox,Firefox 64,normal,enhancement,unspecified,export add personalization richtext snippet and bug fix to activity stream,1498462,P2,Firefox,Firefox 64,normal,enhancement,unspecified
3062,75,1,75.0,0.0,photon structural change to menus/toolbars/panels,1349210,--,Firefox,---,normal,enhancement,53 Branch,add url bar based page action menu,1352697,P5,Firefox,---,normal,enhancement,53 Branch
403,12347,0,,0.0,remove unused panelui popup code,1410666,P1,Firefox,Firefox 58,normal,enhancement,unspecified,ux photon first time experience ux spec,1357665,P3,Firefox,Firefox 55,normal,enhancement,unspecified
3686,9597,0,,0.0,enhancement to spell checking,357973,--,Firefox,---,normal,enhancement,unspecified,onboarding / first run,1457565,P3,Firefox,---,normal,enhancement,unspecified
2956,2694,0,,0.0,unblock site that are added,1458658,P3,Firefox,Firefox 63,normal,enhancement,unspecified,multi selection not cleared after double click on tab unmute icon with no medium playing,1472911,P3,Firefox,---,normal,enhancement,Trunk
4828,1404,0,,0.0,show all bookmark should be somewhere else in hamburger/library bookmark dropdown/panel/doorhanger/popup/menu,1440875,P5,Firefox,---,normal,enhancement,59 Branch,restrict access of third party tracker to their cookie jar,1473978,P3,Firefox,---,normal,enhancement,unspecified
3733,7401,0,,0.0,define rdf datasource interface,106075,P3,Firefox,---,normal,enhancement,unspecified,recommended extension icon doesn have hovering tooltip,1572551,P1,Firefox,Firefox 70,normal,enhancement,Trunk
1738,1207,1,1207.0,0.6324555320336759,add section reordering snippet indexeddb string bug fix to activity stream,1443928,P1,Firefox,Firefox 60,normal,enhancement,57 Branch,add snippet data lazy menu and bug fix to activity stream,1441018,--,Firefox,Firefox 60,normal,enhancement,Trunk
611,,0,,,create first run template and content for return to amo experience,1475354,,Firefox,,,,,export add amo firstrun fxa default and bug fix to activity stream,1510766,,Firefox,,,,
