,id1,Description1,id2,Description2,Type of dependency,label
4699,25562,hirnrnby restricting number fi,18556,currently hard limit att,duplicates,0
4700,2897,want implement tagging functionality,1448,many issue span multiple category,relates,2
4701,13029,there request redmine java api submitt,6727,currently seem way,duplicates,0
4702,16102,would nice able set default,7360,would nice able create defaul,duplicates,0
4703,8559,would nice redmine could operate,1561,constantly juggling task try assi,relates,2
4704,10973,think nice feature add aut,8119,way implement easy web gui,duplicates,0
4705,12240,everyone make effort search befo,5840,would good benefit duplicate issue e,duplicates,0
4706,973,heyrnrncurrently seems status,5991,currently youre able set different def,relates,2
4707,10363,hi allrnrni search issue various com,2199,go bulk edit bunch issue,duplicates,0
4708,17660,way increase column size,20481,would useful right left panel,relates,2
4709,7142,installed take look,2161,imagine common requirement l,relates,2
4710,27831,repository currently offer view revi,5417,break project version there,independent,1
4711,24766,sometimes lot custom field wil,18909,problem accessing timelog date w,independent,1
4712,8841,sometimes issue assigned,2964,would nice feature add since,duplicates,0
4713,30808,custom queryrnchild task select singl,30482,custom queryrnparent issue select sin,relates,2
4714,5840,would good benefit duplicate issue e,9180,project many ticket bot,relates,2
4715,3174,would nice project category tr,3224,project manager going project l,duplicates,0
4716,4521,seems logic defect ho,20161,would nice possibility,independent,1
4717,10459,sorry posted forum real,34496,moment assign ticket group,independent,1
4718,28595,publicstylesheetsapplicationcssrnrnbody,7588,current ldap implementation redmine onl,independent,1
4719,7873,think good feature option redmine,5765,suggestion would add issue number,duplicates,0
4720,27234,internationalization custom field,3972,would nice value field,duplicates,0
4721,1233,would like get preference set homepa,6464,wed like request ability set la,relates,2
4722,3814,viewing issue project,1245,would great chance close,duplicates,0
4723,27644,change issue based,6687,normal issue changed subt,relates,2
4724,10459,sorry posted forum real,7909,hi etienne massiprnrni made total credi,independent,1
4725,5765,suggestion would add issue number,282,within project setting would use,relates,2
4726,973,heyrnrncurrently seems status,5991,currently youre able set different def,relates,2
4727,18935,add status roadmap issue,4291,currently cant tell issue,duplicates,0
4728,14869,allow movement document one proje,5457,like issue cool switch documen,duplicates,0
4729,13985,patch give list role issue,14858,hellornmy team get trouble,independent,1
4730,6225,provide autocomplete feature custom field,7520,create new custom field possib,independent,1
4731,1352,since plugins vital building grea,14054,would useful there way hide,independent,1
4732,499,allow non use version thus disable ro,6644,im writing script check various inconsist,independent,1
4733,10350,would like able change target v,8428,make user able input fraction time unit,independent,1
4734,19882,started clean plugin directory,17689,keep getting complaint mail easyre,duplicates,0
4735,15107,sharing redmine customersrni,3088,adding option hide field r,duplicates,0
4736,8991,would nice could also nested,374,version could consist one many iterati,relates,2
4737,12457,add unit parameter custom field u,12825,hirnrnsince last change activi,independent,1
4738,5242,issue associated revision,13715,multiple scm per project possibl,relates,2
4739,9256,managing list tracker would,442,hirnrnin project testersr,duplicates,0
4740,3988,revision browser would good ha,7139,see image show,duplicates,0
4741,14639,hellornrnhow give name em,5913,rnin mail notification created redmine f,relates,2
4742,6118,doesnt seem option use par,6116,colleague starting rearranging,relates,2
4743,2877,would nice ability includ,29426,would like able add administrat,independent,1
4744,8577,private issue quite useful however one,7414,change consists adding private flag,relates,2
4745,4462,would wonderful able set emi,1853,tracker issue status workflow custom fie,relates,2
4746,489,modification easy enhances,8001,ticket ticket reference wa,independent,1
4747,6708,thought possibility changing,3517,way assign issue pe,duplicates,0
4748,6228,hi idea case ofrnrnprojec,1803,would useful able show custom f,independent,1
4749,6501,would great able customize,22959,look detail version ther,relates,2
4750,1082,think new project link,2957,following feature would helpful rnr,independent,1
4751,33762,load doc around exportin,286,would nice postcommit script,independent,1
4752,5055,downl,2209,didnt like image didnt load,relates,2
4753,21483,currently plugin provides page,6815,sometimes write form issue whe,independent,1
4754,2083,idea allow user input value,13708,using redmine moment private,relates,2
4755,6167,calculation parent percentage depends,3719,seems done could calculated using two,relates,2
4756,5451,would nice issue start date,7626,adding issue version expected,relates,2
4757,8005,property visible editable required,2500,would like able configure custom fi,duplicates,0
4758,24511,list report added,29654,environmentrn redmine version,independent,1
4759,3870,add ability insert html element def,12167,introduce new bultin macro let insert,duplicates,0
4760,14711,appmodelsqueryrbrnrnit would usef,10165,patched mail handlerrb put issue,independent,1
4761,8050,problem bigger workflow som,3521,would nice possibly,relates,2
4762,7758,hirni know roadmap came issue,11829,would like create user se,relates,2
4763,8050,problem bigger workflow som,703,hirni think would nice able,relates,2
4764,12083,let u use functionrni,16434,dear allrnrni would need following,independent,1
4765,20931,admin controller cant delete acc,5050,issue explained,independent,1
4766,22790,wondering possible define rel,8991,would nice could also nested,duplicates,0
4767,4138,hellornrnwe using log time fun,3082,would useful search cont,relates,2
4768,2355,hellornrnwould possible please,941,bugzilla support xmlrpc api,independent,1
4769,23747,redmine issue category let organize issu,9306,would useful defining categori,duplicates,0
4770,23434,please add hook appviewsissues action,3568,proposed forumthread,duplicates,0
4771,28461,hellornrni feature request,5729,currently seems show child issue,independent,1
4772,4932,prern,465,would really nice issue subpro,relates,2
4773,24039,way integrate redmine rem,6641,hirnrni couple project one,independent,1
4774,6886,user different right access cv,11312,rnrnnow issue assigned every u,independent,1
4775,12010,hirnrni question subscri,32672,added feature filter role perm,independent,1
4776,6239,would great attachment wiki,12183,wiki page contains lot attachment,relates,2
4777,13556,adding option search form make,992,think two improvement help lotrn,relates,2
4778,21234,small project current notification sy,5713,new idearnrncustomizable notific,relates,2
4779,1853,tracker issue status workflow custom fie,1086,permission appliable perforum per,relates,2
4780,32944,really nice thing one thing,31355,patch aim make project jump box,relates,2
4781,2298,think request following p,1018,believe group company feat,relates,2
4782,6937,similar shutting window server,384,svn integration really cool wo,independent,1
4783,6984,using plugins,15880,currently redmine least three differen,relates,2
4784,7935,right kind difficult see op,11940,requires two click project view al,relates,2
4785,18717,team everyones usally use fil,22958,word macro call executes,independent,1
4786,14579,hirnrnwe working greatly redmine,25719,redmine inherit permission parent pr,independent,1
4787,11405,usually user leave comment pro,4347,user reply issue heshe de,duplicates,0
4788,25140,currently api accepts two way au,483,dont autofill last name duplicate fir,independent,1
4789,4442,rnabou,1018,believe group company feat,duplicates,0
4790,10475,wiki suggests install required gem usi,19066,setting email notification email foot,independent,1
4791,19112,problemrnin redmine lot,8095,would good let text formatting,duplicates,0
4792,4231,hirnrnin one project u,26791,patch series introducing,duplicates,0
4793,29615,would handy filter criter,28170,issue view would helpful fil,duplicates,0
4794,1710,would helpful change query ha,1565,nice add page folder save,duplicates,0
4795,14465,hellornrnwe use redmine development,1739,sometimes submit issue roa,duplicates,0
4796,7312,configure email diferent language,8147,adjustable header footer mad,duplicates,0
4797,7558,requesting builtin data backup functionalit,12966,moment module like document file,independent,1
4798,959,navigation button parti,652,way cs used style list,independent,1
4799,7693,sometimes report user issue,421,really like impersonation feature p,duplicates,0
4800,3216,add wiki page issue another wi,3346,may sometimes useful able refer,duplicates,0
4801,19564,hi everyone rnrni would like know,270,ability addremove module,independent,1
4802,23997,issue custom field one already selec,31859,based work made jens krämer,relates,2
4803,19720,requirement message create issue,31291,need send formula use comp,independent,1
4804,6979,nice option setting,5275,since subtasks would bett,duplicates,0
4805,12182,currently rule minimum password leng,3155,hirnrnit would nice higher authenti,duplicates,0
4806,30207,tab crossproject menu always disp,5920,recently started using redmine many pro,relates,2
4807,4423,currently use master project many sub,18571,use umbrella project associated,duplicates,0
4808,25773,currently boolean list custom field,1766,like subject state timelogcustom field c,relates,2
4809,16849,would fine render md reposotory,29752,currently textile markdown file trea,relates,2
4810,25053,restrict file type upload redmin,9604,linked redmine project name,independent,1
4811,10300,would handy apply assignee filt,31472,document module addeditremove attachmen,independent,1
4812,7007,noticed database design redmine,19869,currently mysql havent tested data,duplicates,0
4813,33612,redmine client interacting different,5901,reading alexey skors forum post,duplicates,0
4814,22578,hi allrnrnthe spent time estimated,2687,product planning project management,duplicates,0
4815,30975,updated filter added redmine,17792,two really difficult config via,independent,1
4816,7057,using rnrnif remove ticke,1005,cant find trace someone add r,relates,2
4817,22147,helper added group filter tree,6118,doesnt seem option use par,relates,2
4818,26385,something come several,6497,patch attached would great global p,relates,2
4819,7892,press trashbin icon related,12587,would nice email notification would,duplicates,0
4820,7545,possible add option calculate,11999,current implementationrnrncurrentl,relates,2
4821,13947,dont know difficult implemen,26826,hirnrnheres patch add filter f,duplicates,0
4822,8176,issue txt file attached,4774,current hyperlink file attachment caus,duplicates,0
4823,22146,rnhello need activate state,20482,make super admin control right ac,independent,1
4824,6851,default exporting issue anything,8387,hi therernrni would like know,independent,1
4825,24513,hello developersrnrni would like imple,22607,search seems dont work word either,relates,2
4826,544,issue summary page get summar,25703,hellornim trying filter issue f,independent,1
4827,3883,would useful individual user,1935,currently weakest form email notificati,duplicates,0
4828,7412,new option allow role see al,337,hirni think would great implem,relates,2
4829,11647,would like function redmine would,6715,hellornrni think issue template,relates,2
4830,14786,target version field filter locked,10953,im looking create project function,duplicates,0
4831,8078,would useful able attach f,1972,creating news item would really,duplicates,0
4832,1380,would fantastic deleting issue,18027,currently issue deleted deleted r,relates,2
4833,15273,searching google also forum,6227,looking way send reminder th,independent,1
4834,17006,wouldnt like see issue page fro,662,every user different priority ti,duplicates,0
4835,17932,thank author use redmine project,3001,nice implement possibility,duplicates,0
4836,21060,introduce new custom field format store,21149,hirni hope feature com,relates,2
4837,16324,nice markdown redmi,22923,attached may find patch add wiki,duplicates,0
4838,8084,example redmineorg issue,20489,redmine send emailnotification tim,independent,1
4839,7797,administrar la red en el desarrollo del proyec,26222,order calculate timing stat,independent,1
4840,9734,would help use redmine issue referenc,22026,like old topic id like req,relates,2
4841,13844,using redmine project management,16962,currently htmlonly email handled,relates,2
4842,488,planning meeting look roadma,1936,would nice one could move task betwe,duplicates,0
4843,10729,embedding wiki page neat feature al,26737,checked redmine administration wind,independent,1
4844,13029,there request redmine java api submitt,6727,currently seem way,duplicates,0
4845,5742,possible add ldap based auth,1113,would great feature corporate wide,relates,2
4846,6543,would nice user preference,7812,beneficial feature forum modul,independent,1
4847,26192,two type referen,21848,current business case rn,independent,1
4848,8680,would like button check,10264,getting search result item che,relates,2
4849,25625,problem issue numberingrnrnit see,2885,using redmine internal project,relates,2
4850,20718,simple workflow new progr,5816,possible set initial status,duplicates,0
4851,14888,would great possible,13593,accidentally deleted userwish r,independent,1
4852,4462,would wonderful able set emi,1853,tracker issue status workflow custom fie,relates,2
4853,10708,hirnrni need way add two user email,4244,anyway store multiple em,duplicates,0
4854,12886,would useful thing display column,2783,would handy filter issue,relates,2
4855,7391,currently add custom field,5794,custom field also used store url,duplicates,0
4856,10953,im looking create project function,11049,possible custom field,relates,2
4857,5963,redmine reload scm commit commentsr,9939,hi allrnrnsorryfor ignorance,independent,1
4858,4427,current role permission concept based,6670,would nice possibility b,relates,2
4859,2081,example rn allow define customfield,2096,want add custom field named,duplicates,0
4860,21863,create filter blocked ge,16621,wrote patch feature add r,duplicates,0
4861,6424,let say important feature invoice,20482,make super admin control right ac,independent,1
4862,3711,think extending inlineimage tag incl,1006,would nice display thumbnail ima,duplicates,0
4863,16324,nice markdown redmi,22923,attached may find patch add wiki,duplicates,0
4864,6281,saw ticket explanation migratin,22771,email notification disabled csv,independent,1
4865,21955,add please link repository see redmin,322,document removed wiki u,independent,1
4866,5840,would good benefit duplicate issue e,9180,project many ticket bot,relates,2
4867,1994,latex support could included especially,15786,hellornrnim new redmine right,independent,1
4868,2618,updating ticket user presented wi,12005,ability hide fieldrnrnrelated,relates,2
4869,10353,big number value li,1566,using wiki syntax sufficiently efficient,independent,1
4870,8105,sometimes useful attach file bu,2205,hellornrncurrently redmine allows u,duplicates,0
4871,3760,send attachment via email via,2770,would like include attached image,relates,2
4872,3976,would great feature showhide custo,3088,adding option hide field r,relates,2
4873,15362,rnit would great wrap serach panel htm,27705,want install redmine plugins adding ge,independent,1
4874,5026,hope description field statusroletr,442,hirnrnin project testersr,relates,2
4875,25688,hello rnrnrni think interest,29889,configured today project,independent,1
4876,24585,hey guysrnrnit possible hide,7224,would nice permission option,duplicates,0
4877,5951,im currently browsing around redmine layo,3079,using automatic repository creation via r,independent,1
4878,12295,hi therernrnit would great som,3972,would nice value field,duplicates,0
4879,296,subject touched,1214,part main rest api issue,relates,2
4880,23579,hello redmine developerrnrni using red,3816,jira one terrific feature c,relates,2
4881,11039,function setting,24577,attached patch add following change,duplicates,0
4882,7526,configured forge redmine creates,1366,initial submission seem,independent,1
4883,3900,possible inherit setting,1878,would nice could creating,duplicates,0
4884,14505,redmine support linksrnrnprern,34583,export list includes pare,independent,1
4885,28551,problemrni group,23073,hirnrnis possible change export,independent,1
4886,18668,using issue reference like issue,2892,using ff extension called briefrna,independent,1
4887,1083,got interesting bit feedback one,444,dont think handled yet,duplicates,0
4888,5061,viewing issue update shown b,3058,issue many st,relates,2
4889,13911,wikis issue would like relativ,10962,este banner eu preciso colocar lado esquerd,independent,1
4890,8578,repository page source code,3382,currently use prernprecode class,duplicates,0
4891,7103,would quite interesting import,950,agree thread would use,duplicates,0
4892,26531,moment create custom field f,3671,manager saw forum feature redmine h,independent,1
4893,4383,frequently download file kn,4238,would nice central point,relates,2
4894,7817,thank taking opportunity discu,5772,noticed currently rather di,independent,1
4895,25512,please add new release redmine n,5973,would convenient see individual,duplicates,0
4896,22358,make custom target version sortable ordera,1440,editing wiki one often come across,independent,1
4897,5849,hirni wanted know best way,20891,would like add option ldap configur,independent,1
4898,5882,itd nice way user get,18249,wanted change element default pag,independent,1
4899,9850,like subject already implies id suggest,19965,step reproducern create project hier,relates,2
4900,10016,would nice able configure e,29426,would like able add administrat,independent,1
4901,6432,extensive subjectrnrnallow roadmap v,2972,unfortunately changelog currently,relates,2
4902,31294,gravatar offer robohash default image ple,8423,reason redirecting action,independent,1
4903,6153,eric added gantt chart,32086,multiple project need gen,independent,1
4904,16626,preview first page pdf file jpg filerni,22481,ghostscript installed imagemagick ab,duplicates,0
4905,3626,hirnrni made kindda plugins,32978,hello updating redmine version,independent,1
4906,12492,moment issue summary view,2529,view issue parent project,duplicates,0
4907,6337,idearn go filesrn go new,3957,ajax file upload module progress bar f,relates,2
4908,3988,revision browser would good ha,7139,see image show,duplicates,0
4909,20197,hirnrnin filter issue add option fi,23215,currently possibility filter,duplicates,0
4910,9207,redmine installation single redm,3224,project manager going project l,relates,2
4911,4015,allow application setting eg theme,4049,currently impossible set permission,relates,2
4912,6976,though need use done field redm,6975,though need use done field redm,duplicates,0
4913,6923,want use redmine helpdeskstyle tick,337,hirni think would great implem,duplicates,0
4914,4455,current mercurial support redmine,6515,ive write little patch mercurial scm th,relates,2
4915,23266,im aware create role allow,21391,im playing around inbound emai,independent,1
4916,27192,creating filter exclude one particular na,20603,would allow redmine compatible,independent,1
4917,4211,id like able assign issue,408,would great possible assign,duplicates,0
4918,18037,default status really defined par,5816,possible set initial status,duplicates,0
4919,976,add button prev next open task good idea,2850,opening issue issue list,duplicates,0
4920,9807,someone send link diff w,26576,beforernwidth,duplicates,0
4921,9919,issue related would,8161,created custom project field compan,duplicates,0
4922,5386,development team us branch pretty thor,13715,multiple scm per project possibl,relates,2
4923,4116,redmine great idea mak,952,right completely arbitrary value en,duplicates,0
4924,8888,opened log time screen record time,23555,discussed cancel button c,relates,2
4925,11425,request featured real problem,32706,hellornrnwhen send email containing,independent,1
4926,6595,всем привет ребята посмотрите размер оплаты,19311,hellornrnthere way add html li,independent,1
4927,18129,manage project often enter,3126,project manager im often add spent,duplicates,0
4928,21954,link specific commitrncomm,15686,using git common slash br,duplicates,0
4929,4985,would nice possible filter,3265,itd nice redmines issue filter includ,duplicates,0
4930,5029,would useful discussion,25067,disable autocomplete feature red,independent,1
4931,14423,currently time tracker show clock,29306,easier understand involve,independent,1
4932,30068,purpose issue implement,26791,patch series introducing,relates,2
4933,1981,im sure one easy mercurial tag,7246,mercurial concept branch inside,relates,2
4934,15394,think nice custom field,505,appviewslayoutsbaserhtmlrnrni got som,independent,1
4935,16024,think good option administra,16469,currently possible select two rev,independent,1
4936,33216,organization policy requires user,3369,using redmine internal company situa,relates,2
4937,8675,helpful notify user,8241,notification function redmine,relates,2
4938,4032,interesting missing feature would,9441,comment history reliable data,independent,1
4939,26077,hirnrnplease create new project page v,13466,would like ask custom field,independent,1
4940,23216,biggest problem cause u,10999,found workaround,duplicates,0
4941,32342,possible export list uploaded,1696,would great project could assign,independent,1
4942,9609,upgrade latest rail release,7199,attached bgymlrn,independent,1
4943,1959,would fine receive email notification,413,add option email notification wiki,duplicates,0
4944,13839,project tracker important numb,11361,suggestion butrnrnit would,relates,2
4945,25010,origin question propose,18552,redmine feature receiving email,independent,1
4946,28683,think would nice easy thing,28011,maximum number issue displayed,duplicates,0
4947,3819,anyways here problem issue tr,5095,patch allows plugin add action,independent,1
4948,7634,need report custom field proje,1766,like subject state timelogcustom field c,duplicates,0
4949,3655,kimenni és megjavitani nyomatatt,23066,current situationrnwe kind,independent,1
4950,2887,dfgdfgdfgdfgdfg,14273,tracker many optional custom,independent,1
4951,4833,hirnrnsince many mobile phone support mo,19097,number attempt make r,relates,2
4952,4455,current mercurial support redmine,5386,development team us branch pretty thor,relates,2
4953,14820,consider roottrunkappcontrollersaccount c,14818,diffs place include better na,relates,2
4954,11655,like described redm,1011,see lot people voting different ti,duplicates,0
4955,4455,current mercurial support redmine,3909,title saysrnrnimplement foll,relates,2
4956,19829,sometimes necessary delete,13072,hi therernrnin several ticket workmat,duplicates,0
4957,7674,helpful feature group choosed,2964,would nice feature add since,duplicates,0
4958,3122,think would good forum sub,3831,quite big game project redmine,duplicates,0
4959,9067,create private task access bloc,7414,change consists adding private flag,relates,2
4960,8129,giving client access redmine yo,393,giving client access redmine yo,duplicates,0
4961,537,look basecamp todo list,6787,think would extremely useful user,independent,1
4962,6900,hellornit possible add function merge,1624,know could add link related issue bu,duplicates,0
4963,508,instead file one directo,3119,think would give fairly decent view,independent,1
4964,2789,started using project management,9667,submitting issue attachment,independent,1
4965,13548,roadmap show attribute well f,12789,hi therernrnim trying give idea,relates,2
4966,33648,support getting definition,7797,administrar la red en el desarrollo del proyec,independent,1
4967,3872,usefull add two functionalitie,1391,create account new redmine use,relates,2
4968,25359,someone creates ticket based de,12324,plugin make use activity,independent,1
4969,8320,please add new item none user list,5115,id love able filter issue list,duplicates,0
4970,10027,redmine could interesting,1853,tracker issue status workflow custom fie,relates,2
4971,2182,showing percentage issue completion ha,2139,progress item version calc,relates,2
4972,5731,appears way make existing,1583,think action act,independent,1
4973,1443,trac offer really nice feature r,804,would nicer like trac movesrename,relates,2
4974,16362,notificationssettingspngrnrnit,1497,add ability add target version filte,independent,1
4975,3331,svn repository browser latest rev,1311,would great revision history could,duplicates,0
4976,9122,possible track adding remo,16934,make global projectbased setting,relates,2
4977,7710,current document module flat behaviorr,801,couple rubyrails gemsplugins,duplicates,0
4978,6795,see due date closed date,3946,display green similar line indicating,relates,2
4979,13737,hi austinrni cord pl,30483,would nice ability hide,independent,1
4980,33352,query filter issue related issue,6118,doesnt seem option use par,relates,2
4981,1962,redminereceivingemails process,25140,currently api accepts two way au,independent,1
4982,22280,hirnrnwhen user add note talk,15837,email received valid user,relates,2
4983,3765,trnbonus point would added wiki,7655,looking create report issue base,independent,1
4984,22107,example list ticket assigned,20081,filtering issue spent time etc pr,duplicates,0
4985,15246,shop several different departmen,18424,want feature like project,relates,2
4986,4321,reference issue svn checkin,1232,configuration referencing fixing,relates,2
4987,4015,allow application setting eg theme,2563,parameter main set,relates,2
4988,6444,aware issue concerning autom,2009,currently way add related revisi,duplicates,0
4989,14919,rubyopenid,10485,gantt view way manage,independent,1
4990,3718,could great several category f,5220,let start saying im quite impr,relates,2
4991,15578,planning stage project normally,4910,suggest allow issue reference cross proj,independent,1
4992,11100,choosing edit version list pr,28587,hirnrnwe would like remind issue autho,independent,1
4993,5213,id like getimplement application,296,subject touched,duplicates,0
4994,17499,use template project copy project ev,17500,requesting feature allowing setting visibi,relates,2
4995,18126,there useful feature jira would,8991,would nice could also nested,relates,2
4996,11342,hirni think redmine improved,10526,looking time entry page,independent,1
4997,2093,asked way prefix new issu,28097,dear teamrnrni need upgrade redmine,independent,1
4998,5250,would interesting allow administrator,1358,would nice link field th,relates,2
4999,11964,able let international customer,3972,would nice value field,duplicates,0
5000,10398,aim new field type provide,1179,would helpful text long text,relates,2
5001,4976,hey currently rake task etcaliase,30407,need reportrnrn created v c,independent,1
5002,10734,way limit issue search,3491,search check feature,relates,2
5003,15228,custom field provide link custom fieldrnr,5794,custom field also used store url,relates,2
5004,27823,want function display ticket,6300,managing many project sometimes youd j,relates,2
5005,937,acitivities defined nee,5430,first great job redmine product,independent,1
5006,1853,tracker issue status workflow custom fie,1767,would nice becomes possible con,relates,2
5007,22280,hirnrnwhen user add note talk,15837,email received valid user,relates,2
5008,12476,momment rolesrights report,12296,initial http session setup attacker,independent,1
5009,10417,looking way script project creat,13070,use init script initialize new proje,relates,2
5010,5995,currently text formatting global ba,8095,would good let text formatting,duplicates,0
5011,2027,one best practice create unsc,1828,creating issue dropdown target e,duplicates,0
5012,10792,right addingdeleting subissue,16098,would possible enable following fea,relates,2
5013,5132,spoke eric davis irc feat,4992,add printer button switch printable versi,relates,2
5014,4962,default redmine disable hide email,707,currently hide email address preference,relates,2
5015,27128,much like whats available new saved quer,7360,would nice able create defaul,relates,2
5016,4826,backgroundrnrnone feature n,1187,would useful one define wi,independent,1
5017,17776,problemrnrnoften project colle,15729,questionsrn redmine offer various cha,independent,1
5018,3982,like use news communicate,28639,bonjourrnrnest ce quelquun pour maider,independent,1
5019,1675,described forum post,1266,needed discover bug n,relates,2
5020,23459,would like ability customize list,10713,user account setting add configur,relates,2
5021,6080,using redmine workplace project,7349,possible configure email notif,duplicates,0
5022,10162,may covered relates,12005,ability hide fieldrnrnrelated,relates,2
5023,33836,demoredmineorg run old version redmin,23066,current situationrnwe kind,independent,1
5024,1083,got interesting bit feedback one,444,dont think handled yet,duplicates,0
5025,8162,good custom field could make visibl,5037,would nice define kind view p,duplicates,0
5026,12894,whenever create sub task conten,6665,would useful able copy member c,independent,1
5027,8232,clothes consistently remained pretty,34242,new column twofa scheme rep,independent,1
5028,2443,often set relationship task usi,1755,would great could mark issue,relates,2
5029,5644,dealing ticket helpful,408,would great possible assign,duplicates,0
5030,18664,add please filter,17689,keep getting complaint mail easyre,duplicates,0
5031,12221,lot wiki update normally,1307,would nice page ticket,independent,1
5032,16136,weve started using due date way deter,26908,im sure good idea,independent,1
5033,4489,currently clear end user,5418,gravatar feature working great b,duplicates,0
5034,1179,would helpful text long text,5250,would interesting allow administrator,relates,2
5035,25003,hellorni found window approval,26616,add done issue spent time fi,independent,1
5036,1771,would nice roadmap page could show,1869,would nice open issue assig,duplicates,0
5037,4443,would nice use sidebar rig,23932,redmine gemfile still specifies tinytds,independent,1
5038,28094,kotlin usage growing recently qu,24681,propose replacing coderay syntax,relates,2
5039,16962,currently htmlonly email handled,8462,receive email feature,relates,2
5040,1529,add privilege every boardrnfor,16412,redmineorg theme pretty oldfashioned,independent,1
5041,6945,lot issue generic response,24946,opened issue redmine,relates,2
5042,13448,currently easily overlooked one,8919,since redmine ruby slow start,independent,1
5043,7031,hirnrnsometimes user would like edi,6024,recently tried prerevpropchang,duplicates,0
5044,31104,useful email reminder show total,10561,power offered custom field,independent,1
5045,29354,allow configuring email notification se,658,would love see roadmap redmine jus,independent,1
5046,10067,would nice implement ntml authorizati,9545,want provide window integrated authenti,duplicates,0
5047,32278,idea rnrn display roadmap page,6432,extensive subjectrnrnallow roadmap v,relates,2
5048,5358,think possible set ca,6794,would nice category could global fo,relates,2
5049,32766,problem usecasernthe markdown module,8452,possible modify redmine change na,independent,1
5050,12553,tooltip icon activity,12458,think good idea add alternate text,duplicates,0
5051,13947,dont know difficult implemen,14384,month workflow need see,relates,2
5052,12250,think nice feature add possibility,8417,rni thought approach make,relates,2
5053,2614,may personally cant recall,5950,hirnrnis possible explain wi,independent,1
5054,21568,idea would nice configure logic de,21149,hirni hope feature com,relates,2
5055,4272,patch add context menu issue li,1191,creating custom query one able cu,relates,2
5056,5325,upgraded newest version redmi,5196,new feature subtasks trunk r,duplicates,0
5057,4273,feature request based forum topic,2799,hirnrni dont know bug,relates,2
5058,15535,add link note specific task,12912,following extending using,duplicates,0
5059,3384,would great define permission,337,hirni think would great implem,relates,2
5060,2539,possible per project setting f,8050,problem bigger workflow som,relates,2
5061,15809,hi guysrnrni assign one issue,12579,dear allrnrnkindly need make,duplicates,0
5062,14596,easily find date gantt vi,3034,day number visible gantt,relates,2
5063,13700,possible custom field isol,20967,activity section naturally understood,independent,1
5064,1248,today version may,5195,edit issue del,relates,2
5065,2964,would nice feature add since,408,would great possible assign,relates,2
5066,15154,hellornrnin workflow administration,5736,consider following linksrnrn,independent,1
5067,7644,hirnrni project busy,5300,see author dont see assignee field,independent,1
5068,2881,would great possibility addin,1565,nice add page folder save,duplicates,0
5069,5794,custom field also used store url,2792,redmine w,relates,2
5070,3481,using redmine creating new,2578,whole matter adding new tracker ov,duplicates,0
5071,15783,dear allrn currently add new b,7185,im sending requestrnprernget issue,independent,1
5072,11212,need see sender email i,21158,frequently bcc redmine send project,relates,2
5073,31340,would nice would option,14341,could add ability restrict email domain,duplicates,0
5074,18266,hellornrnwe requirement,10873,hello two user first na,independent,1
5075,14989,hirnrnive tried implement drag,26734,hi folksrnrnas im unable add ex,independent,1
5076,9612,like scm diff viewrnrnsidebysidepng,33025,year later feature,independent,1
5077,10718,using additional plugin proje,12789,hi therernrnim trying give idea,relates,2
5078,11963,hellornrnwe successfully using redmin,12005,ability hide fieldrnrnrelated,duplicates,0
5079,23997,issue custom field one already selec,5037,would nice define kind view p,relates,2
5080,18358,dear redmine teamrnrnwe wish,1767,would nice becomes possible con,duplicates,0
5081,4015,allow application setting eg theme,850,situation want registe,relates,2
5082,11724,feature caused major problem,17747,proposal changing visibility,relates,2
5083,3973,close issue commit woul,2903,thought using redmineorg fo,independent,1
5084,1480,subscribe automatic daily report spent,1481,automatic daily report manager ti,duplicates,0
5085,7046,issue related incompatibility,1236,default attachment file fo,duplicates,0
5086,3062,nice implement interactive gantt,2024,patch edit gantt chartrnyou ca,duplicates,0
5087,9115,administering wiki keeping,27163,currently state name updated day,independent,1
5088,17259,hey guysrnrni want import butte,3647,hi allrnrni think useful,relates,2
5089,7523,please change repository page uninitia,6892,would nice redmine handle reposit,relates,2
5090,22884,assignee field shall intended,25650,hi allrnrni got new request ne,independent,1
5091,7364,reference issue number src control,3640,archiving project except,relates,2
5092,2604,creating new issue preview,27758,im working patch add preview f,relates,2
5093,432,something came acrossrnwe needed,4015,allow application setting eg theme,relates,2
5094,8852,without plugin installed hitting enter wh,9962,attached csv file issue wiki,independent,1
5095,12273,think wrong see category hav,23567,filed openid although,independent,1
5096,12223,described topicrnit would grea,11709,see ordered priorityr,relates,2
5097,7344,forum capability usefull feature onl,12101,sometimes redmines pagination recogniz,independent,1
5098,3384,would great define permission,7414,change consists adding private flag,duplicates,0
5099,9850,like subject already implies id suggest,23265,pertains change applied,relates,2
5100,1484,hirnrna big missing feature redmine,1157,hi first say great tool,duplicates,0
5101,5127,think would useful change set,1767,would nice becomes possible con,relates,2
5102,9898,wiki cant use pag,9601,dear developersrnrni think one important,duplicates,0
5103,11246,would extremely useful redmine b,2812,would find useful redmine permited adm,independent,1
5104,26529,allow observer warned in,1757,hi jeanphilippe great feature,duplicates,0
5105,3464,manager redmine got,15114,promoting using redmine w,independent,1
5106,7246,mercurial concept branch inside,5386,development team us branch pretty thor,relates,2
5107,26154,quickly created new issue issue list like,9184,would helpful able edit,relates,2
5108,4432,would handy differentiate mem,346,would really great able able,independent,1
5109,6831,hellornrni think good idea writ,15578,planning stage project normally,independent,1
