,id1,Description1,id2,Description2,Type of dependency
2386,7674,"   Helpful feature, that a group can be choosed a...",2964,"   It would be a nice feature to add, since there...",duplicates
2387,7662,   As a Redmine Project Manager using our own imp...,2269,"   Currently, the start date field of new issue i...",duplicates
2388,7659,"   By the field ""last_update"" or another, which c...",7360,   It would be nice to be able to create a defaul...,relates
2389,7697,   For issues you have privileges that enable use...,7652,   Today I can only set myself as a watcher of a ...,relates
2390,7642,   it can be interesting to have a global wiki (n...,1040,   It would be very helpful to have a global wiki...,duplicates
2391,7641,"   Hello,\r\n\r\nit would be nice if the filter c...",4939,   Hello\r\n\r\nUp to now in the list of task you...,duplicates
2392,7634,   We need to report on a custom field of a proje...,1766,   Like the subject states timelog.custom_field c...,duplicates
2393,7629,   Can we add a @causes@ and @caused by@ relation...,7849,   In different projects I am using redmine with ...,relates
2394,7628,   All a custom field to choose a user from the s...,2096,"   I want to add custom field, which is named as ...",duplicates
2395,6366,   When an issue does not have an end date assign...,7626,   When adding issues to versions I expected the ...,relates
2396,5451,   It would be nice if an issues' start date and/...,7626,   When adding issues to versions I expected the ...,relates
2397,22012,  I detected this when I created some users manu...,7623,"   When creating a bunch of issues, I'd probably ...",relates
2398,4097,"   When using the ""Create and Continue"" button on...",7623,"   When creating a bunch of issues, I'd probably ...",duplicates
2399,15549,"  Hi,\r\n\r\nI'm doing weekly code reviews: Ever...",7623,"   When creating a bunch of issues, I'd probably ...",duplicates
2400,28200,  Can you add more visible element to edit the d...,7603,   Thanks very much for your great software!  I'v...,relates
2401,7601,   When you create an issue with multiple subtask...,20698,  I think it's necessary to create the task list...,duplicates
2402,7599,   I am both administrator and worker on several ...,688,   I think it would be better to permit two accou...,duplicates
2403,7590,   I guess it is usefull to make it possible that...,4911,"   Hello,\r\n\r\nit would be nice if there would ...",relates
2404,12656,"   Problem:\r\nThe tracker ""Tasks"" includes simpl...",7590,   I guess it is usefull to make it possible that...,duplicates
2405,7587,   Wouldn't it be great if Redmine had another el...,14937,"  ""Planio"":http://plan.io has developed and woul...",relates
2406,11001,   One of the possible new feature that would be ...,7575,   Sometimes the exact due date does not matter w...,relates
2407,7571,   I guess (since redmine project it self has on ...,1675,"   As described in this forum ""post"":http://www.r...",duplicates
2408,13814,   Is there a possibility to prevent users from c...,7557,"   When a project is marked as ""closed"" I think i...",relates
2409,7557,"   When a project is marked as ""closed"" I think i...",3521,   It would be nice to have (possibly in the same...,duplicates
2410,7555,   Similar functionality to #7412 (private issues...,4866,   Currently it would be nice to be able to forbi...,relates
2411,7552,   When this option (checkbox) is selected the fi...,10541,   It would be nice if the gantt chart would star...,duplicates
2412,7548,"   Hello,\r\nNow, every time 'Overall activity' i...",1605,   On www.redmine.org if you go to the activity t...,duplicates
2413,7547,   Would be nicely if i could to protect from vie...,2653,   It will be useful to use redmine for incoming ...,duplicates
2414,12347,   It would be useful to be able to configure aut...,7545,   It is possible to add an option to calculate a...,relates
2415,7545,   It is possible to add an option to calculate a...,11999,   h1. The current implementation\r\n\r\nCurrentl...,relates
2416,7523,   Please change the repository page for uninitia...,6892,   It would be nice if redmine handle the reposit...,relates
2417,7521,"   When create a new bug, redmine show as possibl...",2937,   Now a issue can be assigned to every user that...,relates
2418,7517,   There is a request.\r\n\r\nhttp://www.redmine....,4273,   This feature request is based on forum's topic...,relates
2419,7509,"   Sometimes there is a need to search project, w...",6049,"   At my company, we are maintaining quite a lot ...",duplicates
2420,7508,"   Hello,\r\n\r\nThere is a great view in ""my pag...",8761,   Sorry for my english I am from Québec native l...,duplicates
2421,7502,   Sometimes it would be convenient to see the re...,1271,   I miss this number when reporting another tick...,duplicates
2422,7502,   Sometimes it would be convenient to see the re...,5940,   Could we see the redmine somewhere on the web ...,duplicates
2423,9078,"   This is very cosmetic, but i think that it wou...",7502,   Sometimes it would be convenient to see the re...,duplicates
2424,7493,   We are just about to automate the repo creatio...,1363,   Please allow underscores and potentially other...,duplicates
2425,524,   Currently users can only edit non-custom field...,7484,   Sometimes I want to see the activity of my col...,relates
2426,242,   Allow users to edit their own custom fields an...,7484,   Sometimes I want to see the activity of my col...,relates
2427,11091,"   Hi,\r\n\r\nI tried this link http://www.redmin...",7483,   When you add a file you can add a description....,duplicates
2428,7455,   Our PM team really likes the new red/green pro...,31881," ""behind-schedule"" class, which is already avai...",relates
2429,7450,   Hello\r\n\r\nI would like to use redmine in su...,13585,   h2. Background\r\n\r\nSub-task as such is a pr...,relates
2430,5734,   Inheritance of status needs to be clear for pa...,7450,   Hello\r\n\r\nI would like to use redmine in su...,duplicates
2431,9991,   I think a good feature would be the status of ...,7450,   Hello\r\n\r\nI would like to use redmine in su...,duplicates
2432,7448,   It might be usefull to assign a ticket to a gr...,2964,"   It would be a nice feature to add, since there...",duplicates
2433,4968,"   Hi, i'm developing a redmine's desktop client,...",7420,"   There is no Rest API for add, delete und selec...",relates
2434,9834,"   As an application consuming the API, I would l...",7420,"   There is no Rest API for add, delete und selec...",relates
2435,8180,   I am creating Chrome Extension to Redmine and ...,7420,"   There is no Rest API for add, delete und selec...",duplicates
2436,9725,"   For an application we are developping, we need...",7420,"   There is no Rest API for add, delete und selec...",duplicates
2437,8424,   Allowing to force a issue private when receivi...,7414,   The change consists in adding a 'private flag'...,relates
2438,8488,"   As requested by some people (#7414#note-16, #7...",7414,   The change consists in adding a 'private flag'...,relates
2439,8577,"   Private issues are quite useful. However, one ...",7414,   The change consists in adding a 'private flag'...,relates
2440,9067,"   If i create an private task, access to it bloc...",7414,   The change consists in adding a 'private flag'...,relates
2441,9209,   The new Private issues feature is great. Havin...,7414,   The change consists in adding a 'private flag'...,relates
2442,9432,"   It would be useful to have the possibility, to...",7414,   The change consists in adding a 'private flag'...,relates
2443,337,"   Hi,\r\nI think it would be great if you implem...",7414,   The change consists in adding a 'private flag'...,duplicates
2444,3384,   It would be great if we can define permissions...,7414,   The change consists in adding a 'private flag'...,duplicates
2445,7412,   This new option will allow each role to see al...,337,"   Hi,\r\nI think it would be great if you implem...",relates
2446,7412,   This new option will allow each role to see al...,1554,"   Hi,\r\n\r\nprivate issues would be great, but ...",relates
2447,8488,"   As requested by some people (#7414#note-16, #7...",7412,   This new option will allow each role to see al...,relates
2448,4167,   ==Current behaviour==\r\nIf you want to give a...,7412,   This new option will allow each role to see al...,relates
2449,2331,"   Hi,\r\n\r\nWe plan to provide an instance of r...",7412,   This new option will allow each role to see al...,duplicates
2450,2653,   It will be useful to use redmine for incoming ...,7412,   This new option will allow each role to see al...,duplicates
2451,6331,"   Hi,\r\nCurrently in redmine I grant a role onl...",7412,   This new option will allow each role to see al...,duplicates
2452,2034,"   If I do \r\n<pre>\r\nSELECT r.login, r.passwor...",7411,   This option would rely on a cipher key stored ...,relates
2453,7410,   User passwords are stored as @SHA1(password)@ ...,6394,   The passwords in the redmine database are hash...,relates
2454,7409,"   Allow Redmine links to reference documents, ve...",4052,   In Feature #3346 (Support for cross-project re...,relates
2455,7409,"   Allow Redmine links to reference documents, ve...",7363,   At the moment inter project links like documen...,relates
2456,779,   It would be nice to have multiple scm per proj...,7409,"   Allow Redmine links to reference documents, ve...",relates
2457,3346,   It may sometimes be useful to be able to refer...,7409,"   Allow Redmine links to reference documents, ve...",duplicates
2458,9088,   I'm already using the API to retrieve Issues' ...,7403,   It would be great to have versions available v...,relates
2459,7402,   it would be great to have access to all enumer...,7180,   Now it is impossible to get the list of all av...,relates
2460,9835,"   When a project has no default priorities, the ...",7402,   it would be great to have access to all enumer...,relates
2461,11169,   Redmine REST API require priority_id when crea...,7402,   it would be great to have access to all enumer...,duplicates
2462,7401,   Hi.\r\nWe are an enterprise who develops one p...,5605,"   alternatively, the ""Roles & permissions"" secti...",duplicates
2463,7391,   Currently when you add a custom field you can ...,5794,"   Custom fields can also be used to store URLs, ...",duplicates
2464,16779,  It would be very usefull if all sort of URI wo...,7370,"   Only ""http://"" and ""email adress"" is interpret...",relates
2465,7366,"   There is no Rest API for create, update, delet...",5305,   basic XML data produced by REST API should inc...,relates
2466,7364,   We reference issue numbers in our src control ...,3640,"   The same as archiving a project, except it isn...",relates
2467,7409,"   Allow Redmine links to reference documents, ve...",7363,   At the moment inter project links like documen...,relates
2468,8479,   It would be helpful to have some way to define...,7360,   It would be nice to be able to create a defaul...,relates
2469,5515,   I would like to see a feature allowing users t...,7360,   It would be nice to be able to create a defaul...,relates
2470,7360,   It would be nice to be able to create a defaul...,4015,   Allow some application settings (eg. Theme) to...,relates
2471,7659,"   By the field ""last_update"" or another, which c...",7360,   It would be nice to be able to create a defaul...,relates
2472,7360,   It would be nice to be able to create a defaul...,3967,   It would be great if there would be possibilit...,relates
2473,27128,  Much like what's available when new saved quer...,7360,   It would be nice to be able to create a defaul...,relates
2474,7999,   It would be nice to be able to create a defaul...,7360,   It would be nice to be able to create a defaul...,duplicates
2475,12689,"   Redmine have no setting for default query, \r\...",7360,   It would be nice to be able to create a defaul...,duplicates
2476,7244,   We use a lot of subprojects in our redmine set...,7360,   It would be nice to be able to create a defaul...,duplicates
2477,16102,  It would be nice to be able and set a default ...,7360,   It would be nice to be able to create a defaul...,duplicates
2478,2829,   I'd like to propose the ability to save a Filt...,7360,   It would be nice to be able to create a defaul...,duplicates
2479,7993,   Our most important report is a Progress Report...,7360,   It would be nice to be able to create a defaul...,duplicates
2480,9279,   May be necessary option check when creating cu...,7360,   It would be nice to be able to create a defaul...,duplicates
2481,22156,"  Hi All,\r\n\r\nIs there a way to set the filte...",7360,   It would be nice to be able to create a defaul...,duplicates
2482,16249,  I think a good new feature are add the posibil...,7360,   It would be nice to be able to create a defaul...,duplicates
2483,7350,   It should be possible to specify per-project t...,5713,   i have a new idea:\r\n\r\ncustomizable notific...,duplicates
2484,7349,   It should be possible to configure email notif...,4015,   Allow some application settings (eg. Theme) to...,relates
2485,8241,   The notification function in redmine is a very...,7349,   It should be possible to configure email notif...,relates
2486,7349,   It should be possible to configure email notif...,1853,"   Trackers, Issue Statuses, Workflow, Custom Fie...",relates
2487,7349,   It should be possible to configure email notif...,13742,"   Hello,\r\n\r\nI would like to do this :\r\n\r\...",relates
2488,4462,   It would be wonderful to be able to set an emi...,7349,   It should be possible to configure email notif...,relates
2489,7349,   It should be possible to configure email notif...,23565,  We have a need for project level notification ...,relates
2490,3452,   I think it's a good feature to implement a per...,7349,   It should be possible to configure email notif...,duplicates
2491,6080,   I am using redmine in my workplace for project...,7349,   It should be possible to configure email notif...,duplicates
2492,19047,  Could it be possible to have different setting...,7349,   It should be possible to configure email notif...,duplicates
2493,8629,   This feature request is vaguely similar to #73...,7342,"   It would be nice to have access to a default ""...",relates
2494,7339,"   Hi,\r\n\r\nA favorites project list would be g...",3224,"   As project managers, we are going to project l...",relates
2495,7339,"   Hi,\r\n\r\nA favorites project list would be g...",31355,  This patch aims to make the project jump box (...,duplicates
2496,7328,"   When a parent issue is cloned/duplicated, the ...",6965,   I am wondering if there is a way to make the c...,duplicates
2497,7323,"   Scenario: looking for an issue, do a search an...",2850,   When opening an issue from an issue list there...,duplicates
2498,33602, The activity page already has a feature to sho...,7322,   using 1.0.4\r\n\r\nI would like to be able to ...,relates
2499,7319,"   The issue just came up to me, while I was doin...",1176,   Can we implement recurring tasks in Redmine? W...,relates
2500,7315,"   It would be useful to have a ""Watchers"" option...",5577,   We'd like the ability to add certain people as...,duplicates
2501,7314,   I have created this patch for the gantt charts...,6605,   Following some testing of the new Gantt chart ...,duplicates
2502,7312,   Configure email in diferent languages,8147,   The adjustable header and footer should me mad...,duplicates
2503,474,   The status table currently allows you to selec...,7311,   I need to define the default value of status p...,relates
2504,7311,   I need to define the default value of status p...,5816,   Is it possible to set the initial status(es) a...,duplicates
2505,7308,"   Like the subject says, there should be a CAPTC...",5274,   It would be extremely useful to me if an AuthS...,duplicates
2506,7748,   I think is a good solution to make template pr...,7289,   If the project has subprojects the option to c...,duplicates
2507,9339,   I wrote some help to contribute back to the Re...,7284,"   There is a really nice user guid on ""redmight....",duplicates
2508,7276,   Mainly for admins and Managers\r\nWarn and lis...,5450,   I would like to move wiki pages between projec...,duplicates
2509,7270,   It would  be nice if you could change the sort...,12789,"   Hi there,\r\n\r\nI'm trying to give some ideas...",relates
2510,7269,   Example:\r\n\r\n1.0.1\r\n1.0.10\r\n1.0.2\r\n1....,6881,   This is my first bug report im not sure if it ...,duplicates
2511,4455,   The current mercurial support in Redmine has a...,7246,   Mercurial has a concept of branches inside the...,relates
2512,1981,   I'm sure this one is easy. Mercurial tags are ...,7246,   Mercurial has a concept of branches inside the...,relates
2513,7246,   Mercurial has a concept of branches inside the...,5083,   It would be nice to have  from:to revision syn...,relates
2514,7246,   Mercurial has a concept of branches inside the...,5386,   Our development team uses branches pretty thor...,relates
2515,7246,   Mercurial has a concept of branches inside the...,2120,   Using Redmine I have problems linking with SCM...,relates
2516,7246,   Mercurial has a concept of branches inside the...,3909,   as the title says.\r\n\r\nimplement it as foll...,relates
2517,7246,   Mercurial has a concept of branches inside the...,5501,   I really like the merge/branch lines in 'gitk'...,relates
2518,7246,   Mercurial has a concept of branches inside the...,539,   It would be great to be able to add a differen...,relates
2519,7246,   Mercurial has a concept of branches inside the...,5279,   I am in a situation where I have two versions ...,relates
2520,7246,   Mercurial has a concept of branches inside the...,1311,   It would be great if revision histories could ...,relates
2521,7246,   Mercurial has a concept of branches inside the...,1406,   I'd like the Git SCM Adapter to support Git br...,relates
2522,7244,   We use a lot of subprojects in our redmine set...,7360,   It would be nice to be able to create a defaul...,duplicates
2523,7239,"   In our company, some users are not responsible...",9276,   I often have the need of log time in issues th...,relates
2524,6486,   Requesting the ability for administrators and ...,7239,"   In our company, some users are not responsible...",duplicates
2525,7239,"   In our company, some users are not responsible...",3848,   This patch allows the current user to record t...,duplicates
2526,7232,   It would be nice to see how many hours a given...,10191,   When we need to add some filter conditions for...,relates
2527,18093,  I use redmine also for customer support on a s...,7224,   It would be nice to have permission options to...,duplicates
2528,24585,"  Hey Guys,\r\n\r\nit is possible to hide the ""M...",7224,   It would be nice to have permission options to...,duplicates
2529,7186,   Can we have a custom member list field similar...,2096,"   I want to add custom field, which is named as ...",duplicates
2530,7181,   Now it is impossible to get the list of all av...,7184,   this is the response I get from REST API on my...,relates
2531,7181,   Now it is impossible to get the list of all av...,7184,   this is the response I get from REST API on my...,relates
2532,7402,   it would be great to have access to all enumer...,7180,   Now it is impossible to get the list of all av...,relates
2533,7866,   The Redmine REST API should be able to retriev...,7180,   Now it is impossible to get the list of all av...,duplicates
2534,4051,"   Hi, \r\nA handy feature to add would be to be ...",7159,   On the list of issues users should be able to ...,duplicates
2535,7157,   When Preview edited text i alway have to scrol...,27758,  I'm working on a patch that adds the Preview f...,duplicates
2536,7142,   I just installed v1.0.4 to take a look at the ...,2161,   I imagine this is a common requirement for a l...,relates
2537,3988,   In the revision browser it would be good to ha...,7139,"   As you can see in my image here, it shows the ...",duplicates
2538,7124,   It might be useful to allow the configuration ...,4582,   Automaticly set issue status to *Assigned* whe...,duplicates
2539,7118,   Presently the only responsability that can cop...,4687,"   With the ability to copy projects, it would be...",duplicates
2540,7103,   It would quite interesting  that can be import...,950,   I agree with this thread. It would be very use...,duplicates
2541,7101,   It would be nice if there was a way to include...,6049,"   At my company, we are maintaining quite a lot ...",duplicates
2542,7100,"   Due a big number of active projects, a great f...",3640,"   The same as archiving a project, except it isn...",duplicates
2543,3224,"   As project managers, we are going to project l...",7091,"   Hello,\r\n\r\nIt will be nice if the project l...",relates
2544,7080,   We have a general project called Administratio...,29286,"  Currently, you can set a default spent time ac...",relates
2545,7079,   We want to show national holidays and Sundays ...,1459,   A global Holidays calendar should be desirable...,relates
2546,8323,   I've checked for this feature at the plugins l...,7079,   We want to show national holidays and Sundays ...,duplicates
2547,22997,  Not only Sat. and Sun don't work. For example....,7079,   We want to show national holidays and Sundays ...,duplicates
2548,7068,"   Dear designers,\r\n\r\nanonymous and non membe...",9931,"   When editing a user role, we have news managem...",relates
2549,1179,   It would be very helpful if Text and Long Text...,7067,"   Dear designers,\r\n\r\nthe feature to create c...",relates
2550,7057,   Using 1.0.4 ...\r\n\r\nIf you remove the ticke...,1005,"   I can't find any trace of when someone adds, r...",relates
2551,7057,   Using 1.0.4 ...\r\n\r\nIf you remove the ticke...,13585,   h2. Background\r\n\r\nSub-task as such is a pr...,relates
2552,11177,   It would be very nice if Redmine send notifica...,7057,   Using 1.0.4 ...\r\n\r\nIf you remove the ticke...,duplicates
2553,8708,   I hosted my public-release on files section of...,7056,   Did a quick search to see if this had been rep...,relates
2554,2662,   In our latest project we have put the entire d...,7056,   Did a quick search to see if this had been rep...,duplicates
2555,7054,   In the Groups -> Projects section under admini...,11702,   Adding a user to multiple projects in the admi...,duplicates
2556,7050,"   The ""Issues"" tab can be confusing: it switches...",2850,   When opening an issue from an issue list there...,duplicates
2557,7049,   Currently commenting the news is almost useles...,2074,   It would be nice to have an option to send ema...,duplicates
2558,7046,   This issue is related to incompatibility with ...,1236,   By default the attachments are in the files fo...,duplicates
2559,7044,"   Just like GitHub has, a download source button...",2870,"   If I am not mistaken, right now you can only d...",duplicates
2560,7043,   I've seen software like Jira and whatever else...,1800,   It would be nice to have Redmine assisting you...,relates
2561,9702,   The list of past changes can be accessed throu...,7043,   I've seen software like Jira and whatever else...,duplicates
2562,11301,   I would like to suggest adding a possibility o...,7037,   Redmine doesn't add BOM to the UTF-8 exported ...,duplicates
2563,7031,"   Hi,\r\n\r\nSometimes, a user would like to edi...",6024,   We have recently tried the //pre-revprop-chang...,duplicates
2564,7030,   In redmine it is possible to define custom que...,2850,   When opening an issue from an issue list there...,duplicates
2565,7020,   It would be good to create default version tha...,6117,   I have been asked if it is possible to have su...,relates
2566,7020,   It would be good to create default version tha...,1828,   When creating issues the dropdown targets is e...,duplicates
2567,1459,   A global Holidays calendar should be desirable...,7011,   Customize your calendar (holidays each member)...,relates
2568,7007,   I noticed that the database design for redmine...,19869,  Currently for MySQL (haven't tested other data...,duplicates
2569,6989,   Inspired by #4416 I thought it would be quite ...,2674,   We'd like to see such feature to start a wiki ...,relates
2570,6984,   We using some plugins and now we have about 14...,10718,   If using some additional plugin with own proje...,relates
2571,6984,   We using some plugins and now we have about 14...,12789,"   Hi there,\r\n\r\nI'm trying to give some ideas...",relates
2572,6984,   We using some plugins and now we have about 14...,15880,"  Currently, Redmine has at least three differen...",relates
2573,6979,   It will be nice (to have option in the setting...,5275,"   Since we have ""subtasks"" now, it would be bett...",duplicates
2574,6976,   Though we need to use the % done field in Redm...,6975,   Though we need to use the % done field in Redm...,duplicates
2575,6976,   Though we need to use the % done field in Redm...,6975,   Though we need to use the % done field in Redm...,duplicates
2576,6881,   This is my first bug report im not sure if it ...,6974,"   Hi,\r\n\r\nin my project, I've many versions i...",relates
2577,12814,   We have upgraded from 1.0.3 to 2.2.0.\r\n\r\nT...,6974,"   Hi,\r\n\r\nin my project, I've many versions i...",duplicates
2578,8080,"   Right now sorting issues by version, the sorti...",6974,"   Hi,\r\n\r\nin my project, I've many versions i...",duplicates
2579,13681,   In project settings -> versions. Allow choose ...,6974,"   Hi,\r\n\r\nin my project, I've many versions i...",duplicates
2580,6972,   In this article: http://www.redmine.org/wiki/r...,1766,   Like the subject states timelog.custom_field c...,relates
2581,6972,   In this article: http://www.redmine.org/wiki/r...,1692,   unfortunately i can't set up filter on my cust...,duplicates
2582,6434,   I have many projects that start with the same ...,6965,   I am wondering if there is a way to make the c...,relates
2583,7328,"   When a parent issue is cloned/duplicated, the ...",6965,   I am wondering if there is a way to make the c...,duplicates
2584,11076,   Is it possible to integrate this or similar fe...,6965,   I am wondering if there is a way to make the c...,duplicates
2585,6964,"   We developed a mental model how our roles, gro...",442,"   Hi,\r\n\r\nIn a project, when having testers/r...",relates
2586,6954,   It is essential for my work the possibility of...,4729,   It would be great to be able to filter the iss...,relates
2587,3110,   I need to be able to filter for issues/tickets...,6954,   It is essential for my work the possibility of...,duplicates
2588,6954,   It is essential for my work the possibility of...,2531,"   Add new option ""Within period"" to date filter ...",duplicates
2589,4395,   Hi.\r\n\r\nIt is too difficult to filter issue...,6954,   It is essential for my work the possibility of...,duplicates
2590,363,"   Hi,\r\nthe discussion about this in the Help f...",6954,   It is essential for my work the possibility of...,duplicates
2591,6945,   A lot of issues have generic responses such as...,1011,   As I see lot of people voting for different ti...,relates
2592,6945,   A lot of issues have generic responses such as...,11655,   Like in #6945 described (but not only for redm...,relates
2593,17288,"  This request is to implement, with existing fu...",6945,   A lot of issues have generic responses such as...,relates
2594,6945,   A lot of issues have generic responses such as...,24946,"  With more than 4000 opened issues, Redmine its...",relates
2595,21519,  I was reading the list of redmine tickets and ...,6945,   A lot of issues have generic responses such as...,duplicates
2596,6942,   We actually can upload files in issues by addi...,8579,   It would be nice to upload multiple files via ...,duplicates
2597,34340,All projects are displayed in the tracker edit...,6938,   I have a few ideas to enhance the edit tracker...,relates
2598,6924,"   Hello, I have a problem. We have a project whi...",1411,   In my firm we are evaluating redmine for use a...,duplicates
2599,6923,   I want to use Redmine as a helpdesk-style tick...,337,"   Hi,\r\nI think it would be great if you implem...",duplicates
2600,6922,"   Hi,\r\n\r\nWhen exporting an issue to PDF, the...",69,   When exporting an issue then textile symbols (...,duplicates
2601,6920,   We want to have subtasks assigned to be delive...,5487,   We use subtasks and would like to have subtask...,relates
2602,6918,   I know tag clouds are so overused web 2.0 tech...,2897,   I Want To Implement the tagging functionality ...,duplicates
2603,6916,   This would be useful when comments are added t...,2074,   It would be nice to have an option to send ema...,duplicates
2604,27135,  It's generally good idea that creator of the t...,6914,   I have reported #1189 over two years ago. To t...,relates
2605,6914,   I have reported #1189 over two years ago. To t...,5862,   It would be useful to have two more options th...,relates
2606,6913,   As an Redmine administrator I'd allow others t...,9029,   This feature implies to :\r\n- Add a new role ...,duplicates
2607,6910,   It seams to me that redmine is using an old ve...,6269,   Adding support for Redcloth 4 would be nice si...,duplicates
2608,6902,   We use different kinds of trackers (Issue Call...,5262,   Allow the user to relate the issue priority le...,duplicates
2609,6900,"   Hello,\r\nIt is possible to add function merge...",1624,"   I know i could add links to related issues, bu...",duplicates
2610,6899,   99.9% of the time when an issue is copied it s...,4403,"   In our way of working in our company, when we ...",relates
2611,1701,"   UseCase:\r\n2 Production Branches, 1 Trunk\r\n...",6899,   99.9% of the time when an issue is copied it s...,relates
2612,8552,"   During copy, it would be great a checkbox, to ...",6899,   99.9% of the time when an issue is copied it s...,duplicates
2613,10120,"   For example,\r\nIssue #1 exist, and someone du...",6899,   99.9% of the time when an issue is copied it s...,duplicates
2614,6897,   several have asked for this to be added to red...,675,   Redmine is definitely gaining big popularity! ...,duplicates
2615,6892,   It would be nice if redmine handle the reposit...,4455,   The current mercurial support in Redmine has a...,relates
2616,7523,   Please change the repository page for uninitia...,6892,   It would be nice if redmine handle the reposit...,relates
2617,1837,"   Hi,\r\n\r\nI wanted an easier way to create re...",6892,   It would be nice if redmine handle the reposit...,relates
2618,7728,   Currently Redmine is connected to existing rep...,6892,   It would be nice if redmine handle the reposit...,duplicates
2619,8364,   Would be nice to have a redmine option to auto...,6892,   It would be nice if redmine handle the reposit...,duplicates
2620,12214,   When tracker has some categories with assignee...,6889,   To reproduce:\r\n1. File a new issue (leave th...,duplicates
2621,6884,   I think it wuld be good or well it can be opti...,1926,   We would like to assign issue identifiers base...,relates
2622,6881,   This is my first bug report im not sure if it ...,6974,"   Hi,\r\n\r\nin my project, I've many versions i...",relates
2623,7269,   Example:\r\n\r\n1.0.1\r\n1.0.10\r\n1.0.2\r\n1....,6881,   This is my first bug report im not sure if it ...,duplicates
2624,6877,"   When you diff revisions, it's probably a good ...",5665,   If you view any revision changes via projects/...,duplicates
2625,6856,   Redmine should be easier to integrate into exi...,12330,"   Hi there,\r\n\r\nI'm currently trying to integ...",relates
2626,6846,   It would be very sweet to be able to navigatio...,449,   It would be so convinient and productive if re...,relates
2627,27401,"  Coming from Confluence I really love that ""E"" ...",6846,   It would be very sweet to be able to navigatio...,duplicates
2628,8344,   I now that projects are ordered on the Project...,6836,   When listing subproject in a parent projects O...,duplicates
2629,6834,   Currently script/about only shows info about p...,5420,   New script or additional switch to script/abou...,duplicates
2630,877,   Some development methodologies suggest trackin...,6833,   All the projects I've done professionally were...,relates
2631,6832,"   Currently, if we have more than one tracker ""k...",5991,   Currently you're not able to set different def...,duplicates
2632,6824,   Make it possible for any user to change what d...,1605,   On www.redmine.org if you go to the activity t...,duplicates
2633,6816,   I  like how the new redmine  lets you group th...,6116,   My colleagues have starting re-arranging their...,duplicates
2634,6806,   Hi\r\n\r\nSometimes it is practical for accoun...,10191,   When we need to add some filter conditions for...,relates
2635,6800,   Global rights should be assignable somewhere.\...,4427,   The current role / permission concept is based...,duplicates
2636,6798,   when an issue is created in a higher-hierarchy...,5487,   We use subtasks and would like to have subtask...,duplicates
2637,6797,"   In the time entry view, when you select the 'D...",1766,   Like the subject states timelog.custom_field c...,duplicates
2638,6795,   We have to see due date *and closed date* on t...,3946,   Display a green (or similar) line indicating t...,relates
2639,5705,   The calendar view currently displays the follo...,6795,   We have to see due date *and closed date* on t...,relates
2640,824,   In our regular planning sessions we like to se...,6795,   We have to see due date *and closed date* on t...,blocks
2641,6794,   Would be nice if categories could be global fo...,1878,   It would be nice if I could - while creating a...,relates
2642,5358,   I think that should be possible to set each ca...,6794,   Would be nice if categories could be global fo...,relates
2643,6794,   Would be nice if categories could be global fo...,1278,   It would be great if Categories could be creat...,relates
2644,8192,   category is not available as a filer criteria ...,6793,   Because of the fact that the filter for catego...,relates
2645,6772,"   For easy, structured user group management it ...",7774,"   Did a preliminary search, but did not find a f...",relates
2646,6755,   It would be great to have a custom text field ...,5794,"   Custom fields can also be used to store URLs, ...",duplicates
2647,10637,   We would like to create customer views (create...,6727,   Currently there does not seem to be a way to a...,duplicates
2648,13029,   there's a request for Redmine Java API submitt...,6727,   Currently there does not seem to be a way to a...,duplicates
2649,382,"   In many cases, the person who originates an is...",6723,   I think it would make sense to auto-add the de...,relates
2650,5577,   We'd like the ability to add certain people as...,6723,   I think it would make sense to auto-add the de...,relates
2651,8531,   I'm trying to create a task in Redmine using R...,6721,   h2. Background\r\nThe REST interface allows se...,duplicates
2652,6719,   Could there be a new Custom Field Type be adde...,15900,"  If there are attachments, I want to display in...",relates
2653,22634,"  Hello,\r\nIt would be nice to have ability to ...",6719,   Could there be a new Custom Field Type be adde...,duplicates
2654,6717,   h2. Use Case\r\n\r\nThe administrator of the *...,6716,   h2. Use Case\r\n\r\nThe *Galaxy* company is de...,relates
2655,6717,   h2. Use Case\r\n\r\nThe administrator of the *...,2096,"   I want to add custom field, which is named as ...",relates
2656,6717,   h2. Use Case\r\n\r\nThe administrator of the *...,13016,"   It would be very nice, if I can configure cust...",relates
2657,9734,   This would help to use redmine issues referenc...,6717,   h2. Use Case\r\n\r\nThe administrator of the *...,relates
2658,13143,   Do you have an idea how to build custom field ...,6717,   h2. Use Case\r\n\r\nThe administrator of the *...,relates
2659,15177,  All custom fields are set in 'static' manner -...,6717,   h2. Use Case\r\n\r\nThe administrator of the *...,relates
2660,19224,  It would be really great to add option (and ro...,6717,   h2. Use Case\r\n\r\nThe administrator of the *...,relates
2661,6717,   h2. Use Case\r\n\r\nThe administrator of the *...,22026,"  Like the very old topic below, I'd like to req...",relates
2662,6717,   h2. Use Case\r\n\r\nThe administrator of the *...,6716,   h2. Use Case\r\n\r\nThe *Galaxy* company is de...,relates
2663,5341,"   As a template per tracker basis, some times cu...",6715,"   Hello,\r\n\r\nI think about issue templates. S...",relates
2664,1973,   There are many companies that have recurring c...,6715,"   Hello,\r\n\r\nI think about issue templates. S...",relates
