,Unnamed: 0,id1,Description1,id2,Description2,Type of dependency,label
1320,5625,59244,order able publish fe page p,1457,method implementation contains search,independent,0
1321,1593,13800,wikipedia also redi,13794,website set cooky redirect othe,relates,1
1322,1512,15736,rte htmlarea link popup,22837,since possible use quer,relates,1
1323,1046,11869,hellornrni think filter field th,26722,think select condition filter item,relates,1
1324,1597,6450,instance option add log,28194,developped pri,independent,0
1325,423,43134,dragndrop content element p,63315,nice use drag drop,relates,1
1326,369,64764,hirnrnthe current system browse record,66464,listing file file selection popup,relates,1
1327,1345,18501,need enabled defaultnnnn,17503,talking db server charset setting,relates,1
1328,529,67339,checkbox admin panel gone th,54805,sometimes useful look p,relates,1
1329,8286,1177,would nice searchform,11856,quick shop installed ajax fun,independent,0
1330,7866,14036,use google reqdayrn,22327,using simulatestatic realurl,independent,0
1331,1150,22858,little usability improvement would,22859,reported issue typical,relates,1
1332,1428,4446,backport trunk changeset,12581,would useful option allow,independent,0
1333,3175,69388,cm http,48743,installed od osm filled address,independent,0
1334,1687,2817,need mechanism prevents user fr,4960,scenariornrnthe developer programmed,relates,1
1335,4037,4078,update localization file satisfy new ter,2284,reflection service cache reflecti,independent,0
1336,8594,4745,idea correct spanish go,2913,add possibility add description prope,independent,0
1337,910,33587,currently delete unused resource,33469,currently resource need database becau,relates,1
1338,2092,4458,cycle view helper useful iterating th,61841,would nice shutdown hook calle,independent,0
1339,1405,18054,possible choose want,17678,move ui element around ui,relates,1
1340,753,40503,general problem xhtml suppor,67686,cm allowing user set custom,relates,1
1341,866,35807,following security best practice user shou,35627,following security best practice user shou,relates,1
1342,7857,30256,would nice get help one specific pac,28492,include captcha check validation,independent,0
1343,2095,90832,rnwith type extbase route enhancer,71827,hey guysrnrnin fal sometimes use file,independent,0
1344,1952,17258,plugins use set cache function wi,33117,datetime viewhelper allows passing st,independent,0
1345,8348,88103,change default value feature toggle,4312,currently method tx schedulerexecutetask,independent,0
1346,247,33132,prefix forced using,25091,remove extension configuration variable tr,independent,0
1347,1228,23094,added two new field fe user table,20530,well know easily add column,relates,1
1348,1590,62722,currently backend display popover,59563,browser support local table,independent,0
1349,2524,43612,cloudflare new api feature zone file p,3661,would nice fformcheckbox,independent,0
1350,4903,15018,adding custom table page module v,90521,possible add widget shou,independent,0
1351,4269,34626,possibility setting showifbelo,15609,new method provides ability use,independent,0
1352,7878,21872,useful stdwrap properti,10719,hellornrnfirst thanks coo,independent,0
1353,4910,49052,spend idle minute finding,29332,normally use one standard file icon,independent,0
1354,6867,79237,add logrotation homeloglog,3579,per calendar view possible co,independent,0
1355,2600,1172,nice feature would teaser vi,81656,get featurern,independent,0
1356,6092,87994,looking option create optgroup,15762,feature asked creation multiple pageco,independent,0
1357,6557,49142,add method language repositoryrnrnfi,64144,powder superseded pic recommended,independent,0
1358,484,57927,related somehow nontechnical user,57926,given tool used nontechnical u,relates,1
1359,88,87152,finisher summary wich,87151,rte message confirmation fin,relates,1
1360,405,64372,website user side,61110,johannes feustelrn editor,relates,1
1361,4422,64481,date folder added expec,89015,hi guysrnrnespecially record,independent,0
1362,8203,66077,several place alert flashmessages u,8509,implement field employee associated c,independent,0
1363,5725,28613,add minor modification restructurin,48635,page id fe user record could list,independent,0
1364,2441,59866,several case editor manually,69543,got rendererregistry video,independent,0
1365,9089,1511,currently controller exception,5911,addition feature committed revisi,independent,0
1366,1331,51480,decided ux issue jens new,31100,content element textblock rendered,independent,0
1367,872,35243,order cleanly separate domai,33371,implement proper http supportrnrnthis,relates,1
1368,1292,19320,would nice able replace,19347,stdwrap possible yet orde,relates,1
1369,1342,39526,support responsive design added vers,52599,order use standard lineheight,independent,0
1370,141,84493,noticed page language tab,84244,tried use new way handle restric,relates,1
1371,1083,22482,currently breakwidth property gifbuilde,24090,lot parameter gifbuilder tha,relates,1
1372,8850,2815,currently type casted st,87074,get featurern,independent,0
1373,4107,19450,permission check renderingusing ed,23666,extuxstatusbar used status bar,independent,0
1374,1192,21661,add option blacklist ip configura,75987,current brute force protection non exis,relates,1
1375,3624,8289,frontend plugin existing user,86310,simplify management crop variant,independent,0
1376,1521,15536,option column property added,18308,following would make life easier autho,relates,1
1377,103,86548,regarding tweet,65124,quite often editor request possibility,relates,1
1378,182,80793,admins able define password pol,87299,enhance functionality concerning passwor,relates,1
1379,10,89509,fluid provide way access flexfor,92402,flexformservice convert value,relates,1
1380,5346,35206,hirnrni use extension inside,89216,http client useful generic mi,independent,0
1381,278,11291,problemrnsince php filter v,72869,validators touched since age,relates,1
1382,442,63391,would usefull form object,61308,extension tx form allow using p,relates,1
1383,1204,14863,would nice one could setup via typo,21152,problemrnpasswords backend user sto,relates,1
1384,1373,17886,better solution bug,17628,certain configuration would like di,relates,1
1385,3129,29176,use template notification email co,2510,mapping complex object currently relati,independent,0
1386,2133,67357,might remember talked,14439,changing personnal setting logged,independent,0
1387,1165,22364,taskcenter also sys action extensi,22363,taskcenter redone completly make,relates,1
1388,1270,19619,improve single sign service backport,19497,extmgm api provides method add n,relates,1
1389,718,43841,right possible display transla,28399,custom application bundled validators,relates,1
1390,2248,90778,brief descriptionrnrn backen,16733,would nice option,independent,0
1391,294,50360,using modweb listallowedtables ad,71365,ive got container element grid colum,relates,1
1392,375,73474,extbase signalslot dispatcher al,65774,possible remove slot sig,relates,1
1393,456,27024,currently old content version conten,20152,user agent currently cannot detected,independent,0
1394,563,52640,sometimes ifviewhelper syntax quite ver,60430,allows simply turn condition oppo,relates,1
1395,394,83668,lot file directory,64764,hirnrnthe current system browse record,relates,1
1396,797,15810,would great there possiblity c,38185,feature suggestion use,relates,1
1397,6697,16651,ability configure showpermalink boolean,3580,need kind admin panel,independent,0
1398,472,80793,admins able define password pol,59073,flag user password neeeds,relates,1
1399,410,64093,would nice data provider sche,4387,itd useful way automatically,relates,1
1400,2627,44563,logged user via http basic always,27526,debugging post request via ajax straigh,independent,0
1401,4263,5151,would nicehelpful notification wou,91715,sometimes generation inline code qui,independent,0
1402,3174,87314,inconsistency configurati,29505,attached modified version kj imageligh,independent,0
1403,2963,44740,nice feature indexing doctrine,51848,hirnrnsituationrni loaded,independent,0
1404,959,46063,extend persistedusernamepasswordprovider wit,30378,would nice proof cookie authent,relates,1
1405,4307,17943,flexforms missing csh label add support,15504,cant set database connection port co,independent,0
1406,1093,83858,hirnrnonly one thoughtrnrna customer,24019,current implementation always add new irr,relates,1
1407,1712,3619,something like system policy,890,order running advice advice,relates,1
1408,269,73456,original reportrnrnrnrnrecently,73050,id like bring cryptorelated code int,relates,1
1409,106,86937,situationrnrn fresh install,86496,updating urlsegment parentpag,relates,1
1410,144,81593,plan already possible,84133,variant allow change property f,relates,1
1411,3715,91691,would nice get feedback test co,28052,moment possibility enabl,independent,0
1412,8,89177,linkvalidators default pagetsconfig curre,92542,repeatedly error log due,relates,1
1413,8345,40792,would great alternative reply,27041,hellornrni two project bro,independent,0
1414,1117,66464,listing file file selection popup,23631,hi teamrnrnno pagination available htt,relates,1
1415,5080,23886,one part current typoscript tuning proc,83710,important set title r,independent,0
1416,1137,23260,hook missing allow postprocessing u,23244,hook missing allow postprocessing f,relates,1
1417,892,34028,already functionality place fet,34027,apply defaultordering based order,relates,1
1418,9156,5855,intuitive standard user th,39442,discovered using mcrypts blowfish ciphe,independent,0
1419,1071,68166,time protect tca password field w,25204,rsaauth encrypts password entered,relates,1
1420,627,49301,sometimes newly installed extension break,49760,install tool could check whether,relates,1
1421,8079,7003,additional textfield enter foldercate,10188,use static info table therefore,independent,0
1422,230,70461,since field editable back,77848,soft hyphen,relates,1
1423,7816,4135,possible focusrn generation pretty,49344,cm fluid merge feature,independent,0
1424,5312,27009,backlink checker gain comment fie,535,rnsend copy selfrnneeds email,independent,0
1425,1176,22245,rsaauth library servic,50613,enhanced security change install tool p,relates,1
1426,876,11740,hellornrnsometimes necessary use,34944,threat associated ticketrnr,relates,1
1427,6415,49429,mein kunde hat den steuersatz direkt einer,29296,patch request add possibility def,independent,0
1428,891,34031,alloweditems currently modified th,34028,already functionality place fet,relates,1
1429,473,88954,would like able tell fimage f,59067,rendering image place,relates,1
1430,5722,92794,local core testing runtestssh n,10290,hide change column per defaultrn new n,independent,0
1431,11,82212,current flexform storage method aw,92402,flexformservice convert value,relates,1
1432,5975,36693,differentiate file long file name,17765,many extension would benefit ability,independent,0
1433,3721,48340,someone global sphinx install sho,58491,assume following scenariorn translate,independent,0
1434,1469,19237,extension rtehtmlarea definitionlist publi,109,want transfer svn repository,independent,0
1435,7231,35965,default session handling started automat,26592,three may four template neededrnr,independent,0
1436,1415,17175,cache parameter used disabli,17509,page preview work sending paramete,relates,1
1437,8761,10763,mailtemplate setting default,24069,one part current typoscript tuning proc,independent,0
1438,2260,3956,blog apps need count,81105,working new feature fluid standalone,independent,0
1439,3136,48547,adapt namespacing directory,6210,implement tax group able define,independent,0
1440,5875,39372,hellornrni use perfor,5281,upload file linked datetime,independent,0
1441,4920,42378,option add word document,1005,currently htmlarea plugin flexform,independent,0
1442,1763,16974,feature request,6215,implement product bundle combining produc,independent,0
1443,6552,93163,would like add,49152,move flowplayer file contrib resolve,independent,0
1444,6366,6886,value startday startmonth daynames,81535,add proc,independent,0
1445,5283,52366,hirnrnit would great possibi,5681,parsing content marker cobject wou,independent,0
1446,8944,41378,needed composer postinstall sc,12860,user event multiple page,independent,0
1447,2156,21950,globalstbe stylesloginboximage rotation,25903,hirnrnthere lightboxes,independent,0
1448,1041,26986,think debug toolbar,30890,create toolbar enabled provid,relates,1
1449,6555,36549,using jslidernews tt news,20778,define colorpicker befield,independent,0
1450,461,2469,noticed nice api documentation,83749,screenshots cm code,independent,0
1451,5005,42352,actually possible display multipl,25580,would handy code completion,independent,0
1452,1478,1789,fluid already convert object used argumen,1230,hi francoisrnrnwhat really miss ho,independent,0
1453,5492,17927,performupdatequeries install,671,new section kickstarter creates cla,independent,0
1454,222,80793,admins able define password pol,78928,hello everyonernrnis possible integ,relates,1
1455,8901,40909,people already jquery implemented,22163,active state menu cant used shor,independent,0
1456,7212,61503,would like deploy one application,6156,sometimes useful able use,independent,0
1457,1713,3581,need concept implementation flush,3649,usually upgrading one version,relates,1
1458,1612,5481,finding whats wrong authentica,35881,add status report admin,independent,0
1459,1073,42457,hellornrni dont know big alre,25113,working record listing li,relates,1
1460,243,8289,frontend plugin existing user,22000,attached patch introduces api,independent,0
1461,1724,90014,onnly value normal allowed global opt,49101,insert cemedia pagernrngoto tab,independent,0
1462,6981,721,check category change really remove,15421,mainitems styled wayrnone table c,independent,0
1463,960,56744,currently flow developer set sess,30378,would nice proof cookie authent,relates,1
1464,2670,20986,ajax call fails error reported,78332,sendnotifyemail us defaultmailfromaddress,independent,0
1465,1176,30465,would nice sensible default,19953,default hotkey currently confi,independent,0
1466,1375,17881,stdwrap possible selectwhererne,22338,using marker properly quoting esca,relates,1
1467,438,61594,page foundrnrnreason request paramete,61663,page foundrnrnreason request paramete,relates,1
1468,1779,38149,using tx,71247,written slot extension,independent,0
1469,1731,2110,object framework support custom fac,2109,currently possible pas construc,relates,1
1470,961,30271,problemrncurrently password transmission,20382,problem currently backend frontend login,relates,1
1471,246,76796,like medium category etc,76433,hirnrnhaving enabled category tab ba,relates,1
1472,815,37765,trying build link fluid,30777,developer hard time figuring wha,relates,1
1473,1667,6142,possible set identity iden,6140,class schema exists type set,relates,1
1474,5175,82625,hi allrnrnthe idea load first f,18902,useful many people change def,independent,0
1475,4421,81389,different class get refl,34085,hirnrni want create date range table,independent,0
1476,7492,36509,maybe add documentation uri redire,34381,feature request possibi,independent,0
1477,7541,38312,moment extra field added unter,55508,extbase uri builder able ad,independent,0
1478,1653,6724,hirnrnfirst sorry bad english,7722,cldr data contains information xml format,relates,1
1479,5540,1665,currently way adjust tab wi,24894,would useful cs class added,independent,0
1480,479,58557,would nice one could define name,58829,currently using viewhelpers part,relates,1
1481,1068,25336,function deal ip addres,25404,feature add anonymizing capability,relates,1
1482,4729,17445,would nice start stop fiel,71314,plan make extension compati,independent,0
1483,8112,82004,want make possible render cont,27076,placeholder icon delivers image,independent,0
1484,3718,24240,introduced swiftmailer interface,15037,would nice j clickmenue,independent,0
1485,3986,16460,introducing new constant eg stylescontent,16648,miss hook file copydelete process,independent,0
1486,1459,16914,database structure optimized,15897,tsdebugger adminpanel fe opti,relates,1
1487,420,63391,would usefull form object,53406,need compact formular one possible wa,relates,1
1488,763,39939,alternative regularly executing sche,34227,alternative executing scheduler via,relates,1
1489,1899,34228,need modified function gc,37688,titlelink always link page conte,independent,0
1490,1104,18454,get dropdownbox cssstyles,23948,stylesheets parsing code wellstructure,relates,1
1491,5410,4308,registered task may scheduler,6006,upon time decided use,independent,0
1492,95,46732,prernjsfile extmgmsiterelpath,67378,would great ogimage would fall back,independent,0
1493,1014,28018,stdwrap function make fir,17896,hirnrnits possible uppercase opt,relates,1
1494,1261,19793,typo core counting row iswas implemen,19786,typo core counting row iswas implemen,relates,1
1495,1666,6142,possible set identity iden,6140,class schema exists type set,relates,1
1496,988,28627,everyday need put description,28388,integrate trunk form project trunk,relates,1
1497,453,60723,possible configure pageren,11287,great able declare head,relates,1
1498,8862,5712,updatefeature used updating r,30470,featureimprovementrnrnafter installe,independent,0
1499,8263,69,add validation functionality property,65103,integration backend usergroup,independent,0
1500,2388,29578,achieved storing entity,63600,hirnrnthe new abstract condition goo,independent,0
1501,991,31492,would nice possibility u,15302,hirnthis working draft update w,independent,0
1502,457,60221,usually file layer like linux file system,66466,filelist show file,relates,1
1503,8443,62268,id like default setting youtube,23841,task copy data medium field,independent,0
1504,460,63011,text response,60045,currently action tstemplate modul,relates,1
1505,4059,89375,like new tca setting select,64850,added array configura,independent,0
1506,7850,504,show nodesfolderscomponents match,47435,hirni developer wt spamshield,independent,0
1507,208,64764,hirnrnthe current system browse record,79679,show file creation date,relates,1
1508,8402,13898,current bugday banner outdated,16300,fe editing support skin,independent,0
1509,199,80125,currently validator email exist,80127,field validator range set attri,relates,1
1510,1346,19244,possible use stdwrap baseurl,18498,configbaseurl setting processed,relates,1
1511,777,39430,update caching framework version,36563,tagging feature file backend p,relates,1
1512,1059,8912,multishop also coupon code module,39007,tried figure hook tha,independent,0
1513,7920,12582,dam enabled site dam link checked,60526,several browser hack backend cs filesrn,independent,0
1514,2251,16440,would usefull group install,21201,path displayed search hit beco,independent,0
1515,1733,3717,formviewhelper need new argument designa,1907,supply mechanism viewhelpe,relates,1
1516,2794,16175,youre siteview youve got larg,3525,translateviewhelper able reso,independent,0
1517,1556,15082,hirnit would useful one defi,14967,sometimes need file mount eg al,relates,1
1518,6832,15073,would useful logic salutation,65401,google add mobilefriendlyness,independent,0
1519,415,65325,ticket similar previous,63607,premise like new interface,relates,1
1520,3040,573,hey sebastianrnrnyes thats really great,29794,model generated property ty,independent,0
1521,853,36071,pagetree filter could improved addin,36075,original concept new pagetree,relates,1
1522,178,80793,admins able define password pol,69190,hirnrna great feature add ne,relates,1
1523,1061,25338,bug entry serf umbrella sched,25339,admin tool db check provides task mana,relates,1
1524,4356,43636,content html markerrnrn f,7263,enable stdwrap property select que,independent,0
1525,6533,15033,browser supported ajax techno,33781,usage ajax dispatcher,independent,0
1526,3853,10928,bibtex requires title prevent,80190,extform ship following profile,independent,0
1527,918,38668,striphtml us function strip tag,5397,tagging achieved via form creat,independent,0
1528,1158,17154,nice quite easy set mailforms,22447,often useful set default email,relates,1
1529,1467,75196,element flexform array option fir,721,check category change really remove,independent,0
1530,5850,2997,could properly include cfa mooflow,43431,hirnrndo plan include regi,independent,0
1531,5782,1451,patch enable irfaq show title,31788,doctrine class cache parsed annot,independent,0
1532,1010,28136,currently repository flushed,27117,route need option limited certain,relates,1
1533,619,69863,complicated easy say hollow ou,49903,information around error templating ta,relates,1
1534,3985,8082,currently clean way retrieve,6099,atm configure pid linktex,independent,0
1535,245,76433,hirnrnhaving enabled category tab ba,60553,please add category palette,relates,1
1536,448,64372,website user side,61110,johannes feustelrn editor,relates,1
1537,515,56343,hello teamrnrndbal allows map ta,56258,hello teamrnrnoracle db ch,relates,1
1538,253,67150,hirnrnit would nice one edit th,38060,prern rn webkitboxsizing border,independent,0
1539,4656,92874,say create new page page tree,49012,patch work,independent,0
1540,549,63391,would usefull form object,53407,please render attribute like requir,relates,1
1541,6653,89985,please add new cname fo,53827,currently uribuilder creates relative url,independent,0
1542,5154,89700,backend layout important part nowad,71281,would great feature extension,independent,0
1543,617,49988,flow notion applicationcontext whic,39441,opinion introducing,relates,1
1544,6820,80342,sysextension validator url,22714,dialogue text color inp,independent,0
1545,6082,8627,reason feature,48314,hellornrnplease show icon column,independent,0
1546,2281,92618,creating complete new record curre,16466,use language menu withrnrnlibla,independent,0
1547,1614,11291,problemrnsince php filter v,72869,validators touched since age,relates,1
1548,48,89574,message congrats page look li,89573,field type slug used custom record,relates,1
1549,1007,28230,implementation already pending,28095,currently possible get,relates,1
1550,5383,5151,would nicehelpful notification wou,38129,new way xclasses easy f,independent,0
1551,1272,19586,using latest firefox auto logout th,19152,part implemented idea rnpa,relates,1
1552,2043,52707,need basic implementation enumerati,71739,make harder exploit read sql injectio,independent,0
1553,6807,70332,extform frontend rewritten thats co,2589,would really great spellchecker p,independent,0
1554,3564,3312,debugging also purpose woul,1991,hellornrni think would make sense,independent,0
1555,4091,31100,content element textblock rendered,23050,quote bernhard kraftrn,independent,0
1556,785,2665,possibility add bot requested thi,1810,sender name adress defined,independent,0
1557,8258,68654,add given class name cs class typo,47697,user must able save rdf r atom fe,independent,0
1558,5724,37199,actually unsecure extension marked red,4673,use instance url settin,independent,0
1559,7316,58121,please add feature download extension v,85114,hellornrnour customer need set mo,independent,0
1560,7655,8600,would nice jump directly one sin,19,aop framework feature,independent,0
1561,64,89292,new feature correlation id,89143,record history need correlation id,relates,1
1562,6767,72452,add setting template layout use diffe,6354,implementfinish customer address implem,independent,0
1563,1692,37765,trying build link fluid,4704,fluid parsing exception contain pa,relates,1
1564,941,28258,curl allowsrncurlopt proxytype teither cur,31818,network proxy server al,relates,1
1565,1676,68202,ex importing pagetree within,19443,related planned ex,independent,0
1566,3442,6093,possible exclude field f,46612,see moment check,independent,0
1567,1110,23878,extension manger shall give always,23396,em always show developer relevant code wa,relates,1
1568,820,47137,due limited support browser restrict,37604,rest controller provided b,relates,1
1569,8357,78264,hirnrnwe trouble videop,18088,allow stdwrapfunctionality menu ra,independent,0
1570,4016,72174,prernpublic function setpidpid r,48013,would great processed jpg file would,independent,0
1571,7343,19099,extension manager need long time,63773,stated link german,independent,0
1572,5673,61178,please see attached diff,48089,migrate ext taskcenter extbasefluid,independent,0
1573,611,39441,opinion introducing,50132,extracted issue conte,relates,1
1574,539,77366,linkvalidator handling notificati,84184,like field select box web list mo,independent,0
1575,3348,19869,currently button undo redo cannot,81114,far implemented lowlewel,independent,0
1576,1263,20445,expall menu property going throu,19685,problem currently expall lack stdwrap proper,relates,1
1577,6523,16994,make tcaentry select group,3852,class sho,independent,0
1578,989,32309,based cardlayout intro,28384,xtype allows u ge,relates,1
1579,1186,21765,flag icon serbia romania,19627,hirnrnthe faroese flag missing th,relates,1
1580,631,72045,rncurrently htmlparserstripemptytags,62895,hi danielrnrnit would nice sort,independent,0
1581,2238,19764,sometimes necessary include javascrip,53621,hellornrnfirst big thanks th,independent,0
1582,1209,90994,data already template,23790,would great hook inside fu,independent,0
1583,4111,27329,currently us arraycollectionhtt,27458,eurnrn umsatzsteueridentifikationsnumm,independent,0
1584,1634,8269,wrap ofrn resultinforn pagelinksr,8267,like cs integrated ar,relates,1
1585,4435,28592,support akismet,522,aspect package manager,independent,0
1586,1178,87836,possible link language,22113,sometimes necessary link explici,relates,1
1587,5373,16733,would nice option,37879,add signal abstractadvice advice,independent,0
1588,8431,19,aop framework feature,27361,cache page cleared,independent,0
1589,4886,16281,indexed search look tag wit,35005,would great editor hast,independent,0
1590,116,17658,nice feature requestrnpossibility hide,39826,look like possibility use back,independent,0
1591,166,31529,flexform option include subcategories,45942,hello design teamrnrnthe extbase team ask,independent,0
1592,775,39441,opinion introducing,50131,extracted issue,relates,1
1593,1058,25338,bug entry serf umbrella sched,25343,often customer database filled lo,relates,1
1594,1887,32222,new download module version pro,49984,would nice able structure,independent,0
1595,1378,11420,hi alexrnrnit would nice disable th,33150,let user define hostname react,independent,0
1596,23,91080,older version possible defi,89102,site wide setting available th,relates,1
1597,8179,6213,implement setting panel including contro,27750,adding memory storage adapter would ease usi,independent,0
1598,5404,45600,currently set one search radius u,11555,popupblocker detection would nice r,independent,0
1599,1191,21662,currently way controll concuren,18783,would great two person differ,relates,1
1600,8619,46740,theoretical possible access typo,77668,using lot suggest wizard would b,independent,0
1601,613,50075,result workshop implementing reponsiv,49723,task could improved w,relates,1
1602,5870,25576,would cool something like thisrn,49344,cm fluid merge feature,independent,0
1603,951,63703,scheduler task marked running th,31073,would nice feature would allow,relates,1
1604,1063,25338,bug entry serf umbrella sched,25341,according recent discussion dmitry su,relates,1
1605,455,52640,sometimes ifviewhelper syntax quite ver,60430,allows simply turn condition oppo,relates,1
1606,562,45877,afaik currently something like,52640,sometimes ifviewhelper syntax quite ver,relates,1
1607,1159,22447,often useful set default email,22212,currently there way avoid insta,relates,1
1608,28,90478,hirnrni would like make suggestion f,90298,user information beuser module c,relates,1
1609,114,85986,default behaviour inline tca input,24019,current implementation always add new irr,relates,1
1610,7002,5114,currently status info mixed need,32990,beforern ormmanytooneinversedbyaccoun,independent,0
1611,4100,73752,creating extremely simple aliasing,58072,original issue created chennc,independent,0
1612,1609,24214,add hook allow extension integrate int,61720,editing permission page folder allo,independent,0
1613,324,80697,think usefull feature define def,68895,adding optionsdefaultuploadfolder paget,relates,1
1614,1694,4469,currently provides command line interf,4426,distribution come easy use c,relates,1
1615,8522,5380,integration prowl notification service,49142,add method language repositoryrnrnfi,independent,0
1616,8236,49805,displaycond directive allows disableen,1172,nice feature would teaser vi,independent,0
1617,9045,26765,feature reflection,53971,almost every time start small project,independent,0
1618,1908,62529,offer similar content different page,9697,hy guysrnrni extend automatic,independent,0
1619,993,28302,frame ble project,28363,frame ble project de,relates,1
1620,440,6763,would great would option,17901,currentlly function morewherecla,independent,0
1621,700,35861,found would useful custom,88521,setting configure installation,independent,0
1622,390,2729,ive created group called customer withi,80542,there already asyncrn,independent,0
1623,364,66514,currently fal possibility,46437,hirnrnit would great like p,relates,1
1624,1150,62766,adding new image file author,4019,scheduler currently log admin tool,independent,0
1625,6736,18226,might useful user po,19055,function filelist would great ha,independent,0
1626,6015,6423,implement collection system able,17915,would like log login failure like wrong,independent,0
1627,579,48829,would really cool override crosslink,51875,usecase followsrnrn document,relates,1
1628,1955,45128,sent recommendation would,17007,requires php gd info,independent,0
1629,8172,2602,save even typing developing co,8997,use editlock ext tablesphp restri,independent,0
1630,5351,25692,longdescurl image tab behave like,50842,hirnthanks accepting little setting,independent,0
1631,6330,163,put recent activity onto project page,31231,organiser extended document,independent,0
1632,1349,54303,simplify login registration admi,67104,nature extbase mapping reall,independent,0
1633,6223,10959,hirnrni missing german translation,50662,implement transferftptask like rsync,independent,0
1634,9211,32275,addition smtp phpmail local file,52486,integrate radial search umkreissuche int,independent,0
1635,8612,87618,upgrade wizard window show number upgrad,43066,since cs support unit pixel,independent,0
1636,419,45683,try reuse single medium element plugin,18902,useful many people change def,independent,0
1637,847,39430,update caching framework version,36564,tagging feature file backend p,relates,1
1638,1741,1235,check somehow mod rewrite,87,add fallback server without mod rewrite,relates,1
1639,4117,319,currently setter injection possible vi,35990,would help save lot time develo,independent,0
1640,3061,5496,category question answersrnchoos,36813,similar thisoutput thisoutputli,independent,0
1641,4724,58579,would pretty helpful could define,37249,relation file sys file fal,independent,0
1642,443,71112,adding placeholder attribute formengi,61308,extension tx form allow using p,relates,1
1643,5024,10955,always url safari show,1450,every time adding new faq entry ha,independent,0
1644,7,35965,default session handling started automat,65040,dragdrop functinality fal uploads work r,independent,0
1645,108,86495,slug change example one,86937,situationrnrn fresh install,relates,1
1646,5636,61661,cps tcatree fixed cps,25826,new extension manager covienent tool,independent,0
1647,4703,20341,typoscript content object content,2940,attached patch allows record,independent,0
1648,1645,7216,im currently putting package tog,4426,distribution come easy use c,relates,1
1649,322,54981,ability resize image browsing th,2389,hirnrni would like use extension,independent,0
1650,1378,18044,think would nice icon n,17868,need menu call store edit shortcu,relates,1
1651,833,53369,would really helpful able defin,37208,would cool pagetsconfig backe,relates,1
1652,4684,521,use doctrine logo logo extens,34968,need stage item release,independent,0
1653,1214,20709,hirnrnplease add serbian flag,17307,please add sk flag,relates,1
1654,363,66514,currently fal possibility,48644,iam talking,relates,1
1655,1325,43582,would nice environment switch,5741,idea add register usage pag,independent,0
1656,6871,9370,attached patch implemented hook,18610,back path passed empty u,independent,0
1657,321,69351,configuring link target elementb,24247,offer possibility open menu link,relates,1
1658,2227,19451,unexperienced user,37796,lot bug fix support responsive,independent,0
1659,1343,18525,following condition metrnr,18521,using class styleattribute instead,relates,1
1660,8567,18107,situation would nice ch,2403,would great damlightbox work togeth,independent,0
1661,6941,14588,xhtml later xhtml version lang,4202,since fluid support generate absolut,independent,0
1662,1157,17995,tried show forgot password dia,39773,please change field tinyint,independent,0
1663,875,37402,currently quite work required order,35243,order cleanly separate domai,relates,1
1664,1052,25718,currently swf supported,53421,youtube video url medium element,relates,1
1665,5120,23883,problemrnwhen putting typoscript file,31272,google course also crop page title,independent,0
1666,894,33914,currently postprocessor sen,44482,currently postprocessor,relates,1
1667,641,48644,iam talking,56133,actually use dam,relates,1
1668,762,39947,since backend come hardcoded,37868,backend always typo,relates,1
1669,40,89894,backgroundrnrnthe extension manager,83463,since core extension sysexts stable,relates,1
1670,7979,10078,english locallangfiles shipped,27215,forge set issue,independent,0
1671,999,56269,within cm possible th,28299,hook enables modify hash base,relates,1
1672,5896,39316,hi everybodyrnrni would like xclass cl,23886,one part current typoscript tuning proc,independent,0
1673,2911,59093,hirnrna good new feature,24712,problemrncurrently initlanguage method,independent,0
1674,1725,58819,earlier admin changed core,16291,cached table info contains type th,independent,0
1675,728,28411,hirnrni suggest two hook one,28658,currently pagination scrolling thro,independent,0
1676,2729,34195,attached patch svn version,62901,following logic tablet user using thum,independent,0
1677,376,65720,workspace configuration extended,15459,filter workspace change r,relates,1
1678,952,16668,small change allow overriding,59980,donern setup cookbookrn add role,independent,0
1679,691,45537,currently manually executed task run dire,52686,sometimes want let certain scheduler,relates,1
1680,3372,22300,produce filelink stdwrapfilel,82074,comparing extform framework formhandler,independent,0
1681,858,46216,wincache memory keyvalue cache similar,35818,add wincache option cache backend,relates,1
1682,4494,33134,create tca structure sys log,19036,hirnwould nice possible set,independent,0
1683,6928,1410,add flexform fe plugin simple setupr,2661,proposition sort record page ip,independent,0
1684,8473,39671,header image new claim th,6131,import rule supported op,independent,0
1685,1310,19185,current marker templating system collected,19190,add api methodrnrntemplateaddtcareco,relates,1
1686,945,31377,currently possible copy single,32152,currently action clipboard rou,relates,1
1687,478,17812,requested wiki,14612,edit create mode support post proces,independent,0
1688,286,71874,unfortunately currently chromespecifi,20558,many user want upload lot file,relates,1
1689,1179,90825,kind followup ticket,22113,sometimes necessary link explici,relates,1
1690,8415,36649,changelog page currently show hint whi,61366,hi rnrnit would great could add,independent,0
1691,1509,15801,looking way change label,15893,release would like propose,relates,1
1692,1256,19856,problem want show link access r,56760,would nice able alter link,relates,1
1693,1451,46138,currently page type shortcut l,17037,issue already well known already,relates,1
1694,4893,45238,extend method setto possible,42011,currently bunch version displa,independent,0
1695,560,45537,currently manually executed task run dire,52686,sometimes want let certain scheduler,relates,1
1696,3212,76398,use often lightboxes way co,11023,could please add alternating color hover,independent,0
1697,1745,1071,especially list extension,1070,lot extension,relates,1
