Unnamed: 0,Unnamed: 0.1,id1,Description1,id2,Description2,Type of dependency,label,AnnotationStatus
2495.0,5137.0,8844.0,performance module add scheduler task c,60360.0,installed extension described inserted cam,independent,0.0,
1011.0,9263.0,19343.0,hook allows add additional tab use,61902.0,chance add random sorting,independent,0.0,
1749.0,99.0,86495.0,slug change example one,86937.0,situationrnrn fresh install,relates,1.0,
890.0,5947.0,72871.0,default value gfxthumbnails png,5586.0,hirnrnits possible add new option,independent,0.0,
2452.0,6285.0,14540.0,verticalalignment table config table,1634.0,currently property type object,independent,0.0,
2399.0,926.0,32855.0,move add user icon beusers backend module,32753.0,case run view big installati,relates,1.0,
2421.0,1696.0,7216.0,im currently putting package tog,4469.0,currently provides command line interf,relates,1.0,
1699.0,919.0,9313.0,currency probably handled spe,33143.0,formatcurrency viewhelper currently,relates,1.0,
2114.0,4220.0,51379.0,usability install tool important,13899.0,present one filter status responsibl,independent,0.0,
1174.0,841.0,51915.0,often want store different kind,36705.0,beuser open page doctype sysfold,relates,1.0,
1909.0,4058.0,10821.0,seems there way output fla,65982.0,see topic,independent,0.0,
2133.0,289.0,17638.0,perhaps start example,71694.0,website made deliver best p,relates,1.0,
850.0,4527.0,19948.0,moment cs styled content tstempla,316.0,currently api documentation,independent,0.0,
1192.0,1572.0,14682.0,would great add checkwarning,14711.0,annoy user warning change,relates,1.0,
2585.0,355.0,46017.0,multi language site really conv,66869.0,editor selects one language would,relates,1.0,
2456.0,8105.0,51909.0,configuration cs styled content need u,77745.0,possible disable create new reco,independent,0.0,
1623.0,364.0,66514.0,currently fal possibility,46437.0,hirnrnit would great like p,relates,1.0,
1114.0,1725.0,2817.0,need mechanism prevents user fr,4960.0,scenariornrnthe developer programmed,relates,1.0,
2280.0,5258.0,75166.0,hirnrnit would nice,30634.0,add option flexform formulartab,independent,0.0,
1197.0,825.0,37402.0,currently quite work required order,35243.0,order cleanly separate domai,relates,1.0,
303.0,25.0,90826.0,since comparing user record,90478.0,hirnrni would like make suggestion f,relates,1.0,
688.0,1540.0,15360.0,update wizard install,15118.0,would great install tool wi,relates,1.0,
1734.0,822.0,30555.0,developer viewhelpers would like,37460.0,tagbuilder allow access attr,relates,1.0,
1199.0,544.0,53837.0,pbsurvey issue new question type h,53835.0,new question type need added called,relates,1.0,
1065.0,936.0,61110.0,johannes feustelrn editor,32081.0,typeinput j eval func,relates,1.0,
1134.0,637.0,15112.0,idea improving relation partr,48933.0,version since agesrnrnhirn,relates,1.0,
2189.0,1284.0,19619.0,improve single sign service backport,19409.0,backport openid sysext developed hackontest,relates,1.0,
324.0,856.0,28453.0,optionalrnrnthe advantage block,36693.0,differentiate file long file name,independent,0.0,
758.0,3641.0,39410.0,currently fluid reserved variabl,47588.0,moment backend layout parsing,independent,0.0,
428.0,122.0,84704.0,problemrnrncurrently link di,84990.0,problemrnrncurrently rtehtmlparserm,relates,1.0,
1660.0,8567.0,18107.0,situation would nice ch,2403.0,would great damlightbox work togeth,independent,0.0,
404.0,2004.0,5234.0,problemrncurrently challange avoi,29258.0,define several environment,independent,0.0,
1345.0,8348.0,88103.0,change default value feature toggle,4312.0,currently method tx schedulerexecutetask,independent,0.0,
2485.0,407.0,64353.0,aside small configuration data sta,61224.0,lot information individual configurat,relates,1.0,
910.0,1053.0,61799.0,currently cm easyworking way fo,25718.0,currently swf supported,relates,1.0,
2602.0,737.0,42403.0,id like new session implementation whichr,42366.0,today there possibility get flow worki,relates,1.0,
887.0,7904.0,86802.0,often encountered problem noticed th,58058.0,original issue created chenneckernrnw,independent,0.0,
1591.0,166.0,31529.0,flexform option include subcategories,45942.0,hello design teamrnrnthe extbase team ask,independent,0.0,
2368.0,1454.0,17003.0,onclickpopup image extension nee,15889.0,using layermenus confronted,relates,1.0,
262.0,1533.0,15360.0,update wizard install,15118.0,would great install tool wi,relates,1.0,
1668.0,762.0,39947.0,since backend come hardcoded,37868.0,backend always typo,relates,1.0,
1115.0,8005.0,75196.0,element flexform array option fir,12337.0,would take le space requested url wa,independent,0.0,
355.0,7311.0,47296.0,doesnt seem possibility anymor,65902.0,hi laurentrnrnfor reason im abl,independent,0.0,
490.0,92.0,87091.0,currently installtool english,87092.0,currently many message feedback error,relates,1.0,
1740.0,1428.0,17322.0,would fine editor set rtehtml,22286.0,url get mangled rte possibly part,relates,1.0,
2001.0,5676.0,7748.0,dam installed subversion unavailable,36229.0,performance best practice google sugge,independent,0.0,
2023.0,137.0,82260.0,styling result indexed search,92534.0,extension compatible vers,independent,0.0,
1965.0,399.0,64531.0,fluid viewhelper passwordviewhelper,53406.0,need compact formular one possible wa,relates,1.0,
627.0,7457.0,13235.0,add search suggest wizard flexform,11717.0,several function templat,independent,0.0,
1457.0,1713.0,3581.0,need concept implementation flush,3649.0,usually upgrading one version,relates,1.0,
2083.0,1149.0,22858.0,little usability improvement would,22859.0,reported issue typical,relates,1.0,
2315.0,6418.0,54717.0,useful get relation chat,33409.0,hi allrnrni looking way set,independent,0.0,
433.0,1185.0,21765.0,flag icon serbia romania,19093.0,flag turkey,relates,1.0,
1351.0,4269.0,34626.0,possibility setting showifbelo,15609.0,new method provides ability use,independent,0.0,
2428.0,240.0,77025.0,validation error extbase forward,70384.0,validation error happens form su,relates,1.0,
351.0,631.0,50811.0,since implementation po,49129.0,would useful let people register thei,relates,1.0,
2293.0,836.0,63395.0,hallo rni created patch medium con,37073.0,hirnrni playing around new f,relates,1.0,
2461.0,260.0,73728.0,integrate bootstrapstyle colorpickerrnh,28950.0,constanttxtrnrnprernconfigtx phamlp,relates,1.0,
181.0,2638.0,38067.0,would possible create pauseplay bu,4821.0,new keyword encrypt encryptobsc,independent,0.0,
2548.0,3193.0,23888.0,one part current typoscript tuning proc,83710.0,important set title r,independent,0.0,
786.0,3309.0,89917.0,possible set access group new,1247.0,use dam get everytime,independent,0.0,
814.0,7605.0,61901.0,sometimes need sort record different,7812.0,add field plugin specific t configurati,independent,0.0,
1088.0,202.0,79900.0,patch add unicode detection oracle da,79899.0,thish patch begin adding oracle suppor,relates,1.0,
2336.0,1074.0,29474.0,would nice check tca,25061.0,case might need want select,relates,1.0,
1732.0,6251.0,29376.0,number picturesalbumrnexif data,68264.0,hello therernrnat first thank yo,independent,0.0,
1571.0,7343.0,19099.0,extension manager need long time,63773.0,stated link german,independent,0.0,
2313.0,2826.0,17832.0,asked client possibility,5112.0,according node type module shoul,independent,0.0,
1260.0,4311.0,59915.0,resizing image imagemagickgraphicsmagic,16104.0,via t possible dynamically select,independent,0.0,
1046.0,7099.0,12564.0,ytswf file jw player missing,19216.0,want create image gifbuilder,independent,0.0,
1921.0,809.0,37919.0,videojs included since contr,48223.0,core currently ship compati,relates,1.0,
495.0,7506.0,4190.0,create task executes hour che,15109.0,edit page header dont tell really,independent,0.0,
467.0,1130.0,23878.0,extension manger shall give always,23396.0,em always show developer relevant code wa,relates,1.0,
1079.0,1230.0,20450.0,typoscripts userfunc condition userfunc,61489.0,order streamline condition makern,relates,1.0,
1994.0,1912.0,33372.0,completes restructuring legacy ht,7311.0,might sometimes come handy fron,independent,0.0,
669.0,3179.0,19183.0,rte recieves keyboard focus automatically,3088.0,yui java compressor doesnt work server wi,independent,0.0,
1008.0,6422.0,23780.0,currently indivation number word,27.0,add support visibility modifier public,independent,0.0,
815.0,1347.0,19032.0,new plugin selecting color,18457.0,fonttag depreciatedrnrncannt rte,relates,1.0,
2637.0,1400.0,17678.0,move ui element around ui,17680.0,currently menu left frame us pa,relates,1.0,
410.0,3501.0,88279.0,since php sem acquire nowait p,25806.0,syntax trap already bitte,independent,0.0,
611.0,937.0,6356.0,currently support category b,88130.0,idea solve problem,independent,0.0,
2614.0,8593.0,72153.0,easier contribution would great p,54691.0,since regexps,independent,0.0,
2448.0,33.0,90478.0,hirnrni would like make suggestion f,90298.0,user information beuser module c,relates,1.0,
1737.0,6255.0,16035.0,make easier write xdb code might b,5202.0,implement effect shear using svg,independent,0.0,
670.0,1133.0,23315.0,sometimes necessary know user,23302.0,clearing whole page cache large website,relates,1.0,
461.0,5778.0,6594.0,fe would nice,28568.0,add hook adminpanel make possib,independent,0.0,
1303.0,4245.0,28496.0,implementing custom indexer would,82477.0,hello core teamrnrnin som,independent,0.0,
1669.0,40.0,89894.0,backgroundrnrnthe extension manager,83463.0,since core extension sysexts stable,relates,1.0,
1764.0,1817.0,51843.0,fluid backporter compatibl,4312.0,currently method tx schedulerexecutetask,independent,0.0,
160.0,8772.0,67745.0,make possible define list backgroun,538.0,doctrine sourcecode fetched via,independent,0.0,
2071.0,757.0,40110.0,precode classxmlconfigrn typeinp,40111.0,handle parameter string gene,relates,1.0,
1754.0,3066.0,29544.0,subject selfexplaining would nice fe,62901.0,following logic tablet user using thum,independent,0.0,
1469.0,1731.0,2110.0,object framework support custom fac,2109.0,currently possible pas construc,relates,1.0,
2562.0,626.0,1469.0,treeview handy selecting instance g,35781.0,currently actionmethod argument,independent,0.0,
366.0,416.0,88684.0,rnwhen using static info table together wit,45127.0,label mail address namedrn,independent,0.0,
1459.0,1073.0,42457.0,hellornrni dont know big alre,25113.0,working record listing li,relates,1.0,
2581.0,7728.0,3639.0,activate deactivate package list,538.0,doctrine sourcecode fetched via,independent,0.0,
926.0,1340.0,18548.0,every class instance done throug,19192.0,requirement idea autoloading typo,relates,1.0,
2203.0,643.0,65265.0,think much boiler plate registe,48538.0,registering plugins based tt conent became,relates,1.0,
49.0,469.0,80793.0,admins able define password pol,59074.0,flag user password neeeds,relates,1.0,
870.0,32.0,90298.0,user information beuser module c,52141.0,rewrite module beuseradminis,relates,1.0,
1955.0,581.0,52347.0,reference browser already let editor,51874.0,since compilation extsphinx manual,relates,1.0,
572.0,700.0,44896.0,flip used tt contentrnit,44858.0,current row part cobjdatarn,relates,1.0,
2458.0,973.0,29474.0,would nice check tca,25061.0,case might need want select,relates,1.0,
505.0,315.0,69863.0,complicated easy say hollow ou,57446.0,tried add rendering partial othe,relates,1.0,
380.0,1516.0,15631.0,lost session could change,19152.0,part implemented idea rnpa,relates,1.0,
641.0,153.0,83668.0,lot file directory,64764.0,hirnrnthe current system browse record,relates,1.0,
1019.0,1746.0,3619.0,something like system policy,890.0,order running advice advice,relates,1.0,
215.0,3476.0,23915.0,every change mor,16860.0,currentlyrnafter session timeout there,independent,0.0,
429.0,61.0,89292.0,new feature correlation id,89143.0,record history need correlation id,relates,1.0,
1018.0,4830.0,68496.0,add avatar tornrn recordhistoryrn per,28318.0,language constant used tabl,independent,0.0,
2588.0,2950.0,23848.0,svn patch requestrnrntype fea,16623.0,since version alt docphp,independent,0.0,
2380.0,1455.0,16477.0,able display navigation,16984.0,treeviewphp returned title,relates,1.0,
1992.0,1646.0,7216.0,im currently putting package tog,4469.0,currently provides command line interf,relates,1.0,
1526.0,3853.0,10928.0,bibtex requires title prevent,80190.0,extform ship following profile,independent,0.0,
2057.0,819.0,45293.0,parsing body argument eg xml json cur,37604.0,rest controller provided b,relates,1.0,
239.0,506.0,46063.0,extend persistedusernamepasswordprovider wit,56744.0,currently flow developer set sess,relates,1.0,
2142.0,924.0,32855.0,move add user icon beusers backend module,32753.0,case run view big installati,relates,1.0,
581.0,1416.0,18501.0,need enabled defaultnnnn,17503.0,talking db server charset setting,relates,1.0,
1584.0,1634.0,8269.0,wrap ofrn resultinforn pagelinksr,8267.0,like cs integrated ar,relates,1.0,
1301.0,1181.0,22004.0,add new possibility upload mu,20736.0,would nice implementation,relates,1.0,
2191.0,11.0,2575.0,able set sorting field record,61733.0,new special content designer element irre,independent,0.0,
1797.0,6474.0,81734.0,would great extension would work,40729.0,different mode displaying constant,independent,0.0,
1377.0,103.0,86548.0,regarding tweet,65124.0,quite often editor request possibility,relates,1.0,
2559.0,630.0,41301.0,currently there one erroraction al,3956.0,blog apps need count,independent,0.0,
1372.0,8850.0,2815.0,currently type casted st,87074.0,get featurern,independent,0.0,
2122.0,1653.0,4633.0,attached xml file belowrnalready added,69182.0,hirni need third preview option rnsho,independent,0.0,
800.0,158.0,34541.0,infomodule pagetree overview,83449.0,info module currently hardcoded sele,relates,1.0,
1782.0,5817.0,86295.0,developer little supp,2988.0,service gather basic information,independent,0.0,
1418.0,9156.0,5855.0,intuitive standard user th,39442.0,discovered using mcrypts blowfish ciphe,independent,0.0,
537.0,29.0,90826.0,since comparing user record,90478.0,hirnrni would like make suggestion f,relates,1.0,
167.0,1036.0,37604.0,rest controller provided b,27117.0,route need option limited certain,relates,1.0,
1702.0,1162.0,22387.0,relation feature currentl,22376.0,included cs j file cached bro,relates,1.0,
1322.0,1512.0,15736.0,rte htmlarea link popup,22837.0,since possible use quer,relates,1.0,
2566.0,9143.0,57939.0,adminer online toolsrnrnit,49041.0,dont know bug anybody,independent,0.0,
1038.0,1140.0,23151.0,generate sprite,23150.0,spritegenerator shipped typo,relates,1.0,
23.0,4114.0,33593.0,last year website banner,4305.0,add debug library needed firephp ease aj,independent,0.0,
290.0,150.0,77667.0,folder icon suggest wizard somet,64599.0,see attached patch,independent,0.0,
1185.0,8243.0,18677.0,new item cant added element ar,87737.0,right noch extensionutilitycheckextensionnam,independent,0.0,
2075.0,1075.0,25049.0,use wizardadd feature tc,14669.0,possible make field edit pag,relates,1.0,
1887.0,627.0,9846.0,next previous link,69149.0,situationrntry find bug,independent,0.0,
1714.0,1477.0,16484.0,configuration rte numerous prop,28325.0,problem configuring rte page t config,relates,1.0,
2511.0,948.0,69409.0,described right po,31097.0,possible somehow add default value,relates,1.0,
974.0,1709.0,45760.0,want change social medium banner show,16362.0,next sent stage button new r,independent,0.0,
1068.0,555.0,44891.0,possible set protoc,53080.0,currently flow support multidoma,relates,1.0,
1519.0,415.0,65325.0,ticket similar previous,63607.0,premise like new interface,relates,1.0,
1867.0,1068.0,50519.0,hellornrnonce make sh,17131.0,hirnthose value function applied bef,independent,0.0,
2402.0,956.0,30555.0,developer viewhelpers would like,37460.0,tagbuilder allow access attr,relates,1.0,
1495.0,1666.0,6142.0,possible set identity iden,6140.0,class schema exists type set,relates,1.0,
843.0,4894.0,20778.0,define colorpicker befield,14319.0,suggest enable limit image sized wh,independent,0.0,
1768.0,4198.0,17286.0,want email link invite sr feuse,1559.0,hi staffrni modified previous version,independent,0.0,
995.0,165.0,82108.0,add support reference file wirh ext syntax,82091.0,currently svg content object render svg f,relates,1.0,
822.0,1354.0,18239.0,patchrequest contains function,18238.0,plugins enabled let,relates,1.0,
2507.0,2107.0,90213.0,typoscript allows write condition using st,48412.0,far see possible,independent,0.0,
1110.0,3866.0,72045.0,rncurrently htmlparserstripemptytags,4663.0,need function set view script templ,independent,0.0,
4.0,3712.0,71876.0,would nice way customi,91835.0,dear great work,independent,0.0,
121.0,6875.0,20111.0,one hovers csh icon,1614.0,display link print codernrnas,independent,0.0,
617.0,1075.0,26284.0,idearninclude formalizeme making form,41337.0,hellornrnit would usefull h,independent,0.0,
252.0,1511.0,15736.0,rte htmlarea link popup,15269.0,additionalparams behaviour al,relates,1.0,
29.0,1699.0,16239.0,two installation recently expe,76857.0,possibility define dynamic recipient,independent,0.0,
2393.0,440.0,61351.0,backport change already merged flowflu,35748.0,element number,relates,1.0,
538.0,979.0,28839.0,case may necessary,28344.0,divgeturl know hudge,relates,1.0,
197.0,4449.0,46892.0,could nice show difference,55853.0,hook jquery datatable,independent,0.0,
2174.0,845.0,36565.0,various application part need prominent pla,35243.0,order cleanly separate domai,relates,1.0,
321.0,5834.0,46761.0,optimize listing functionality module,45693.0,need new default format business,independent,0.0,
2045.0,432.0,62023.0,primarily intended used,28382.0,instead evaluating google analytics code ri,relates,1.0,
2031.0,1699.0,6681.0,path php binary configura,4426.0,distribution come easy use c,relates,1.0,
251.0,78.0,87856.0,lts require swiftmailer v,90370.0,use eguliasemailvalidator email valida,relates,1.0,
2579.0,7392.0,56486.0,getcasesensitiveobjectname operation th,6166.0,hirnrnive added typoscript option,independent,0.0,
245.0,4546.0,47696.0,pdflatex available server wou,31942.0,hi folksrnmaybe usefull new act l,independent,0.0,
1945.0,4190.0,33458.0,add new table extension,43618.0,big missing feature take,independent,0.0,
1072.0,893.0,34031.0,alloweditems currently modified th,34027.0,apply defaultordering based order,relates,1.0,
1683.0,6928.0,1410.0,add flexform fe plugin simple setupr,2661.0,proposition sort record page ip,independent,0.0,
1410.0,144.0,81593.0,plan already possible,84133.0,variant allow change property f,relates,1.0,
1078.0,360.0,66589.0,allow class flexform sheet tab backend,75266.0,possibility least,relates,1.0,
485.0,5048.0,17306.0,would like possibility arrange,37251.0,use fal file extension filter tca,independent,0.0,
874.0,649.0,47857.0,hirnrnbecause add javascript file,38176.0,hirnrnit great adding condition,relates,1.0,
2246.0,7121.0,19598.0,attached patch add following feat,20837.0,extbase distpacher backend ready,independent,0.0,
1127.0,2154.0,6602.0,basic idea behind invocation handlin,38591.0,add method get instance global,independent,0.0,
182.0,4299.0,39799.0,using jquery colorbox tt nwes val,15474.0,possible use abbrsomething,independent,0.0,
740.0,1376.0,18822.0,make possible use stdwrap property uid,17881.0,stdwrap possible selectwhererne,relates,1.0,
2173.0,71.0,88818.0,use case arernrnkriss toff,91619.0,one tree installation two langua,relates,1.0,
2510.0,1639.0,7720.0,locale detection done web applicatio,6724.0,hirnrnfirst sorry bad english,relates,1.0,
2222.0,301.0,71102.0,possible add csh text within,71081.0,structuring sort content element,relates,1.0,
2025.0,396.0,14216.0,extension manager doesnt export empty dir,15075.0,would great adapt two different,independent,0.0,
1189.0,7848.0,73191.0,backend request iconregistryregiste,29201.0,meansrnrn persist updat,independent,0.0,
1369.0,1342.0,39526.0,support responsive design added vers,52599.0,order use standard lineheight,independent,0.0,
710.0,832.0,33371.0,implement proper http supportrnrnthis,37212.0,framework support esi would giv,relates,1.0,
2534.0,3695.0,19674.0,way manipulateadd item,64471.0,add transition slide vertically,independent,0.0,
2247.0,1561.0,14863.0,would nice one could setup via typo,21152.0,problemrnpasswords backend user sto,relates,1.0,
2008.0,987.0,43841.0,right possible display transla,28399.0,custom application bundled validators,relates,1.0,
2391.0,1351.0,15536.0,option column property added,18308.0,following would make life easier autho,relates,1.0,
2611.0,2048.0,28905.0,would great define access right,5822.0,resource sub package must redone sh,independent,0.0,
1989.0,6550.0,54024.0,create chef recipern create hubot script,89728.0,possible add rel field pupup fo,independent,0.0,
2340.0,7812.0,2880.0,create tx ptmvc controllerfrontendtabbed ext,58069.0,original issue created chenneckernrn,independent,0.0,
2275.0,4291.0,48973.0,host openid server li,7742.0,possible frontend,independent,0.0,
2154.0,1211.0,22004.0,add new possibility upload mu,20736.0,would nice implementation,relates,1.0,
1787.0,3633.0,86021.0,would fine possibility upl,11004.0,first draft manual,independent,0.0,
1145.0,8107.0,1136.0,hey current copy code function quite c,2562.0,change module structure use one backen,independent,0.0,
1396.0,797.0,15810.0,would great there possiblity c,38185.0,feature suggestion use,relates,1.0,
396.0,1517.0,15619.0,want edit number nested level,16446.0,complicated permission owner,relates,1.0,
1246.0,7576.0,23325.0,felogin preserve urlparameter,19764.0,sometimes necessary include javascrip,independent,0.0,
133.0,785.0,35723.0,proy environment environm,39016.0,modify evaluate returned value,relates,1.0,
980.0,213.0,79403.0,rather extensive library general purpose,79430.0,problemrni using dataprocessor,relates,1.0,
2370.0,2246.0,13142.0,add selectfield checkboxes attibut,39837.0,webredirect currently expects option u,independent,0.0,
447.0,1200.0,21423.0,log install tool passwo,50613.0,enhanced security change install tool p,relates,1.0,
311.0,7635.0,5911.0,addition feature committed revisi,15073.0,would useful logic salutation,independent,0.0,
1116.0,1663.0,7203.0,im exactly sure bug mi,6390.0,would great enable access array,relates,1.0,
1857.0,6655.0,3208.0,patch provides flexibility,28791.0,extbase throw exception render er,independent,0.0,
310.0,592.0,51756.0,utility method added dynamicall,51280.0,browser reference stored documen,relates,1.0,
1237.0,8915.0,12349.0,currently header result list th,56099.0,maybe show titlecheckbox,independent,0.0,
84.0,56.0,88947.0,idea feature request,89458.0,possible add different url manu,relates,1.0,
457.0,782.0,36705.0,beuser open page doctype sysfold,39051.0,user select sysfolder page,relates,1.0,
1925.0,4033.0,36783.0,filefolder name filter method get,17943.0,flexforms missing csh label add support,independent,0.0,
24.0,110.0,86400.0,variant site variant added,86303.0,base variant different dif,relates,1.0,
745.0,1681.0,71306.0,decided protocol sele,5369.0,general inconsistency issue througho,relates,1.0,
817.0,4801.0,36172.0,umbrelle issue cleanup updaternrnn,77939.0,year ago asked replyto field,independent,0.0,
1535.0,245.0,76433.0,hirnrnhaving enabled category tab ba,60553.0,please add category palette,relates,1.0,
2387.0,1301.0,19185.0,current marker templating system collected,19189.0,write tutorial use new temp,relates,1.0,
757.0,4509.0,78432.0,admin switch another user accoun,41758.0,parent task gather,independent,0.0,
2477.0,1037.0,27116.0,variable declared get signatu,27117.0,route need option limited certain,relates,1.0,
2366.0,7285.0,2874.0,need possibility display text de,6413.0,implement order number generation optional,independent,0.0,
212.0,2625.0,19255.0,save file filefilelist scri,2212.0,implement auto setup option get multiple,independent,0.0,
891.0,1268.0,20709.0,hirnrnplease add serbian flag,19627.0,hirnrnthe faroese flag missing th,relates,1.0,
1020.0,1147.0,89979.0,afaik method existrnrnr,22985.0,sometimes need locate page page tree u,relates,1.0,
494.0,957.0,30508.0,would nice filter see onl,43177.0,local extensionrn activeinactiveupd,relates,1.0,
1941.0,5136.0,54832.0,current renderingrnrninput typeradio c,80869.0,andreas created nice design error,independent,0.0,
555.0,1685.0,5111.0,overview module overview,4895.0,statistic information available,relates,1.0,
517.0,6133.0,55281.0,hirnrnsince many year possible,44724.0,hellornrni want insert question,independent,0.0,
1842.0,1705.0,3728.0,sometimes need receive variable numb,4146.0,following validation make u,relates,1.0,
1455.0,8901.0,40909.0,people already jquery implemented,22163.0,active state menu cant used shor,independent,0.0,
849.0,333.0,68166.0,time protect tca password field w,25204.0,rsaauth encrypts password entered,relates,1.0,
793.0,1751.0,1235.0,check somehow mod rewrite,87.0,add fallback server without mod rewrite,relates,1.0,
2514.0,1164.0,22365.0,taskcenter done new impexp exte,22363.0,taskcenter redone completly make,relates,1.0,
937.0,1302.0,19185.0,current marker templating system collected,19188.0,add api methodrnrntemplateaddrecords,relates,1.0,
2074.0,598.0,50811.0,since implementation po,49129.0,would useful let people register thei,relates,1.0,
1760.0,1328.0,1011.0,optionally show select link,61531.0,according doc possible,independent,0.0,
2052.0,155.0,83463.0,since core extension sysexts stable,70157.0,looking em installed extens,relates,1.0,
1279.0,265.0,73621.0,use sectionsanchors lot page,19832.0,sectionmarker page anchor prefix hardcode,relates,1.0,
881.0,356.0,66620.0,wrote viewhelper fe edit would,79633.0,add new frontend editing extension add,relates,1.0,
802.0,51.0,89524.0,currently possible search loca,46017.0,multi language site really conv,relates,1.0,
2528.0,2945.0,23259.0,feature request unifies two menu item,1294.0,would nice possibility cr,independent,0.0,
231.0,859.0,35807.0,following security best practice user shou,35627.0,following security best practice user shou,relates,1.0,
1250.0,339.0,67750.0,suggestion dont know som,80477.0,based work,relates,1.0,
1074.0,1446.0,17125.0,id like possibility store inli,18366.0,addition bugreport would,relates,1.0,
2252.0,8135.0,5720.0,larger module,46078.0,subject last version twitter b,independent,0.0,
46.0,7662.0,20267.0,t configuration still included via ext,39837.0,webredirect currently expects option u,independent,0.0,
541.0,826.0,37604.0,rest controller provided b,37402.0,currently quite work required order,relates,1.0,
2054.0,160.0,83285.0,problemdescriptionrnrnit would nic,81991.0,hi therernrni missing dopdown field,relates,1.0,
1838.0,242.0,79626.0,integrate linkhandler core,76859.0,following give u functionality,relates,1.0,
1415.0,5080.0,23886.0,one part current typoscript tuning proc,83710.0,important set title r,independent,0.0,
813.0,3441.0,50642.0,flowapplications deployed using composer,77157.0,list view az listrnit would nice,independent,0.0,
1170.0,258.0,75043.0,please use gz instead gzip statically,93182.0,make compressed file extension configurabl,relates,1.0,
2584.0,2924.0,82617.0,field inside gridrow rnif set exam,76216.0,migrating instance,independent,0.0,
50.0,1570.0,60045.0,currently action tstemplate modul,14700.0,added support clear cache subtrees,relates,1.0,
2468.0,1595.0,13517.0,notify someone current,13095.0,thing editor could,relates,1.0,
2462.0,3084.0,34201.0,hellornrnplease add xclass support,37.0,test need written test int,independent,0.0,
1327.0,1345.0,18501.0,need enabled defaultnnnn,17503.0,talking db server charset setting,relates,1.0,
1658.0,2227.0,19451.0,unexperienced user,37796.0,lot bug fix support responsive,independent,0.0,
152.0,4940.0,33748.0,integrate signal slot handling signal,3576.0,like filtering certain category,independent,0.0,
2306.0,336.0,7459.0,creating new content element result,67750.0,suggestion dont know som,relates,1.0,
1695.0,560.0,45537.0,currently manually executed task run dire,52686.0,sometimes want let certain scheduler,relates,1.0,
535.0,1835.0,22140.0,core script rte old wellst,60469.0,think would useful initialize r,independent,0.0,
148.0,666.0,17406.0,initial situationrni menu point f,46138.0,currently page type shortcut l,relates,1.0,
774.0,477.0,58621.0,would great case viewhelper,44572.0,fformatcase viewhelper op,relates,1.0,
1780.0,2262.0,5784.0,feature could add new plugin allow,78187.0,use tokenizer php file order find,independent,0.0,
270.0,758.0,40110.0,precode classxmlconfigrn typeinp,40111.0,handle parameter string gene,relates,1.0,
55.0,1222.0,71874.0,unfortunately currently chromespecifi,20558.0,many user want upload lot file,relates,1.0,
602.0,5819.0,31982.0,due problem synchronization betwee,18078.0,htmlarea rte text direction currently,independent,0.0,
770.0,219.0,78931.0,actually ajax used hideunhide delet,72908.0,whenever one going activate buttone e,relates,1.0,
1830.0,4649.0,14458.0,made small patch display title,13597.0,hy guysrnit would wonderful brow,independent,0.0,
846.0,3366.0,15113.0,divplainmailencoded return true,45176.0,page found via search,independent,0.0,
2596.0,186.0,19256.0,use javascript event handler onkeypress c,80791.0,entry password data password fi,relates,1.0,
948.0,713.0,44123.0,first impression flowneos unst,37438.0,corebootstrap contains following linesr,relates,1.0,
1770.0,752.0,17595.0,generally considered good practice op,23949.0,created patch add khmer language,independent,0.0,
865.0,1006.0,28230.0,implementation already pending,26786.0,current accountfactory us generates,relates,1.0,
1171.0,1495.0,21928.0,record databse list module,16061.0,like give user possibility,relates,1.0,
2263.0,7380.0,13824.0,hirnrnit would nice field,58908.0,currently list view show event,independent,0.0,
1178.0,1538.0,15140.0,change page alias find,15043.0,right page deleted inside sit,relates,1.0,
2497.0,197.0,23790.0,would great hook inside fu,18017.0,content element uploads always display,independent,0.0,
1746.0,849.0,39430.0,update caching framework version,36563.0,tagging feature file backend p,relates,1.0,
1816.0,1671.0,46259.0,currently cs styled content handle,14782.0,really large picture click,independent,0.0,
277.0,6300.0,30232.0,decided enough make one,39021.0,enetcache ignores config option cache clearatm,independent,0.0,
2335.0,2188.0,2678.0,hirnrnis possible change height,50641.0,simple deployment description,independent,0.0,
620.0,1735.0,1835.0,imagine following structure deleted pag,1834.0,imagine record still available dat,relates,1.0,
1253.0,2918.0,19543.0,problemrnthe admin panel currently tied,48419.0,create way assign role command cont,independent,0.0,
972.0,249.0,19987.0,possible attack server try,75987.0,current brute force protection non exis,relates,1.0,
2171.0,5211.0,37787.0,ease migration group migrati,58819.0,earlier admin changed core,independent,0.0,
440.0,7822.0,87435.0,new content element wizard ord,37856.0,tried cs could wo,independent,0.0,
1896.0,244.0,67884.0,gather ce assigned val,76564.0,imagine following crea,relates,1.0,
89.0,125.0,75746.0,tried fluid versionrnprerntt conten,84640.0,devs nice see id con,independent,0.0,
2202.0,19.0,92009.0,ease using backend newcomer typo,92008.0,livesearch search topbar coul,relates,1.0,
1009.0,1234.0,20441.0,fluid extbase ready included,20436.0,propose method register new e,relates,1.0,
1344.0,1952.0,17258.0,plugins use set cache function wi,33117.0,datetime viewhelper allows passing st,independent,0.0,
988.0,6734.0,817.0,sobald sie wirklich reif ist scheint aber,66077.0,several place alert flashmessages u,independent,0.0,
