Unnamed: 0,id1,req1,id2,req2,Type of dependency,Label
38489,7034,please insert multilanguage top menu caption,12200,is it possible to have private or confidential,independent,0
2429,7450,hello\r\n\r\ni would like to use redmine in su,13585,background\r\n\r\nsub task as such is pr,relates,1
2219,8162,it good if custom field could be make visibl,12005,ability to hide field\r\n\r\nrelated to,relates,1
3072,5358,think that should be possible to set each ca,1878,it would be nice if could while creating,relates,1
2526,7232,it would be nice to see how many hours given,10191,when we need to add some filter conditions for,relates,1
5575,5799,it would be great if two new permissions could,2075,if you start new version milestone in the,independent,0
1179,13947,don know how difficult this is to implemen,14384,each month for our workflow we need to see,relates,1
12649,12690,viewing the big size repository cause the redm,10345,want to define hierarchical structure in my,independent,0
70,31989,the attached patch adds support for inline iss,5840,it would be good benefit for duplicate issue,relates,1
31705,11519,it´s very common to edit wiki contents and fo,16430,currently in redmine there is an administrati,independent,0
45,33002,there are no files in news notifications can,16006,the send notification is called on message cre,relates,1
4901,1143,this feature is just an idea don have any,783,think it would be extremely useful to have,relates,1
4249,5950,hi \r\n\r\nis it possible to explain in the wi,8669,if user has rolea with right to set status,independent,0
714,20497,as discussed in note currently html,15520,the well my world is moving towards markd,relates,1
39207,742,currently the admin section of redmine doesn,18003,in the tickets view redmine admins and users,independent,0
3665,12293,create new attach,3760,when send an attachment via mail or via,relates,1
19224,2522,like on load focus on forms like the new is,2612,such feature is useful when you want pass sp,independent,0
17580,10377,using \r\na new issue with parent doe,520,imho it could be great to specify default stat,independent,0
17848,788,is there any possibility of being able to embe,17742,under each project there is issue page where,independent,0
48823,2983,when you re viewing project with only one ty,16241,in we learned,independent,0
5002,6372,when writing comment can insert link to,28616,from time to time images may have different,independent,0
46509,8515,may be or something else paypal,5731,there appears to be no way to make an existing,independent,0
10783,9698,в целях корректного отражения в цфт залогового,4645,when logging time would like to update the,independent,0
4192,716,start date should not be filled in by default,2269,currently the start date field of new issue,relates,1
38147,11656,it would be interesting to add feature in re,15062,inheriting members is cool however you are,independent,0
18793,24740,hi all \r\ni`m redmine user \r\nis that any,4443,it would be nice to use the sidebar on the rig,independent,0
26302,10418,the related closed ticket imho address,14725,dear all\r\n\r\nwe use redmine and it is very,independent,0
46443,8063,using until is out \r\n\r\na work,8803,hallo erwin \r\n\r\nbitte um einrichtung eines,independent,0
36980,20115,hi it would be great to have possibility to,682,we are starting to make more use of the forums,independent,0
45755,7972,ssl configuration for admin console regardless,6633,as there wqas discussion on gantt chart acro,independent,0
45124,6379,in my case the custom queries provide better,33018,currently we have image button in the wiki,independent,0
47905,21788,think it really important to use chat to,361,english is bigger than the united states it,independent,0
14758,291,have seen in the documentation that you can,6511,redmine administration panel already has an,independent,0
369,7979,would like an option to automatically show,26071,as it is already possible to upload files by,relates,1
2372,13800,extend rest api for uploading files into,7725,would be nice to have the api to manipulate fi,relates,1
2164,8374,manager should be able to get email notifica,8241,the notification function in redmine is very,relates,1
3007,8891,currently assigning group to project and,5542,we use redmine in corporate setting so we,relates,1
44125,579,hi \r\n\r\nwhen creating an issue there is th,15362,\r\nit would be great to wrap serach panel htm,independent,0
4497,1561,am constantly juggling tasks to try and assi,21390,the feature implemented in is very very,relates,1
3364,4559,this is fantastic tool one of the use case,2665,add filter to filter on sub projects target,relates,1
438,24790,for consistency with and \r\n\r\,24780,tooltips are added on workflow screen by,relates,1
1201,13814,is there possibility to prevent users from,7557,when project is marked as closed think,relates,1
42802,12766,this gives the ability to extend the custom qu,30368,pre \r\nalter table `users` add `password` va,independent,0
26699,22895,hello in the current redmine are issue,17465,a role with sufficient rights g manager,independent,0
5004,573,we have trouble using activity field when repo,938,each users should have it own default activ,relates,1
490,11851,hi \r\n\r\nis it possible to create new issu,23889,the idea is that user defines one ticket but,relates,1
1909,9736,was creating some custom trackers with each,12005,ability to hide field\r\n\r\nrelated to,relates,1
40047,24078,when am running localhost/redmine on browser,4646,hi all \r\n\r\nwe use redmine in no software,independent,0
6632,23392,figured out that to remove child task from,19454,want to upgrade my redmine to latest version,independent,0
3348,4584,currently there is no support to require ta,703,hi \r\ni think it would be nice to be able to,relates,1
41728,21524,can find any plugin for this feature \r\nb,26222,in order to calculate timing between each stat,independent,0
848,23615,for projects with lots of users it may be time,2913,hello \r\n\r\nit would be very useful if you,independent,0
48280,31304,hello \r\ni would like to hide the checkbox,2800,m tempted to file this as defect but will,independent,0
994,33002,there are no files in news notifications can,16006,the send notification is called on message cre,relates,1
40635,15729,questions \r\n does redmine offer various cha,3508,we have been using redmine since more than,independent,0
2156,8241,the notification function in redmine is very,8409,right now after doing bulk update change,relates,1
1835,10139,much like the selection of category can link,3517,in the same way we can assign an issue to pe,relates,1
3148,10138,it would by nice to have ability to play video,5171,the request is \r\nbeing able to embed swf fil,relates,1
2262,9700,all fields of the “new issue” form are visible,8050,the problem with bigger workflow is that som,relates,1
1376,15786,hello \r\n\r\ni new to redmine right now,2519,when creating new issues via email often fi,independent,0
1459,12388,it should be possible to see what changes had,12416,now when someone changes his comment in an is,relates,1
12922,3450,know it could make the things little bit,32133,this patch keeps the same exact icons just ma,independent,0
24830,5777,make everyone who is open redmine software ca,11712,links\r\n\r\nusing long text and text,independent,0
3083,6116,my colleagues have starting re arranging their,5325,just upgraded to the newest version of redmi,relates,1
3230,9286,think color highlight accroding to priorit,4967,ve modified application css from classic th,relates,1
16335,17743,would like to keep an old project around as,6679,it would be greate if there where posibillit,independent,0
43636,25010,origin in my question message propose,9295,alphabetical order not always correct to manag,independent,0
36331,18801,redmine should use the unaccent function,25493,hello \r\nwe have multi site tree each site,independent,0
898,850,have situation in which want any registe,17500,requesting feature for allowing setting visibi,relates,1
4695,1179,it would be very helpful if text and long text,7067,dear designers \r\n\r\nthe feature to create,relates,1
8653,548,hi \r\n\r\nredmine does great job concerning,1911,have project where the homepage url is,independent,0
14740,10976,adding this functionality will be huge benef,3668,redmine would be more inclusive if contain s,independent,0
44959,10180,hi \r\n\r\ndo you have plans to support custom,12456,when estimated time is set as issue update in,independent,0
45653,32801,requesting way of limiting the amount of pro,2461,the class tabularformbuilder has function se,independent,0
2925,474,the status table currently allows you to selec,5816,is it possible to set the initial status es,relates,1
33945,505,\app\views\layouts\base rhtml\r\n\r\ni got som,7536,first of all love redmine it very intuit,independent,0
489,31300,in was implemented the browser native,23892,recent versions of chrome and edge have their,relates,1
2087,8648,hi everyone \r\ncould it be possible to add,1255,여러 작업자가 함께 협업해야 하는 이슈의 효과적인 관리를 위해서 mantis와 같이,relates,1
36874,1062,when add spent time to ticket by log time,23390,hi \r\none way to speedup the issue show vie,independent,0
933,16779,it would be very usefull if all sort of uri wo,7370,only and email adress is interpret,relates,1
47645,3790,the child page macro only seems to go levels,30471,currently the default columns checkbox on,independent,0
830,16479,in redmine there should be facility to crea,18253,hello \r\n\r\ncurrently redmine provides only,relates,1
47450,4284,when the project too many members new issue,11712,links\r\n\r\nusing long text and text,independent,0
18867,11579,different people are working together on one,978,as projects are wastly different there shoul,independent,0
36577,15836,fill the description \r\ni have queue iss,12166,in redmine pm we added time stamp string yy,independent,0
16117,2869,support lotus notes client to send reminder,646,for project planning it would be great to be,independent,0
2018,24039,is there way to integrate redmine with rem,14523,basically would love to have an info if m,independent,0
12450,17792,these two were really difficult to config via,8807,hi would like to be displayed in report tas,independent,0
4034,4015,allow some application settings eg theme to,2778,hi \r\n\r\ni would like to choose particular,relates,1
468,24513,hello developers \r\n\r\ni would like to imple,22607,search seems don works if words are either,relates,1
49808,6711,need an help installing redmine on apache se,554,localization of tooltips in public/javascripts,independent,0
32305,30773,it would be nice to have ability to disable vi,1695,it would be nice to have vacation feature im,independent,0
115,31322,wish to add the function of reminder which,31589,you cannot close an issue if it has open subta,relates,1
46744,14726,hi \r\n\r\ni would like to configure who can,6124,hi it a idea through rest get reports incl,independent,0
11354,410,ve been using pmwiki,9079,hi \r\n\r\ni speak french but excuse me for,independent,0
1373,12886,would be useful thing to display as column,15900,if there are attachments want to display in,relates,1
4568,1380,it would be fantastic if deleting issues only,7900,undo delete or recycle issues bin like wi,relates,1
9548,24740,hi all \r\ni`m redmine user \r\nis that any,6326,it would be nice if the mail handler could par,independent,0
29374,14413,custom fields can become mess after while,15114,have been promoting and using redmine and,independent,0
770,19299,project quick jump dropdown list sorting,19300,project quick jump dropdown list sorting,relates,1
10551,3464,there are managers in our redmine who got,16477,just show the last notifications that the us,independent,0
7729,25616,currently the changelogs both the ones on red,10475,wiki suggests to install the required gems usi,independent,0
39060,20822,email notifications of private issues shouldn,13627,how to add custom field for note and when,independent,0
2291,7983,it not good to use redmine for every page,3121,for seo purposes it be cool if we can set,relates,1
2170,415,we tend to have lot of issues when using red,8342,currently the reminder email requires that iss,relates,1
40703,6661,hi\r\n\r\nthis is an extremely minor issue \r,5076,would like to have custom page html or wi,independent,0
1491,1583,think that there are some actions in the act,6659,at times you want to \r\n\r\n remove spam,independent,0
2021,9086,when editing wiki site or an issue the attac,3957,an ajax file upload module with progress bar,relates,1
2519,7246,mercurial has concept of branches inside the,5279,am in situation where have two versions,relates,1
4209,4577,hope to convert the text file attached an is,2209,didn like that images didn just load in,relates,1
3440,1233,would like to get preference to set homepa,4349,it would be nice if the starting page can be,relates,1
3127,3718,it could be great to have several categories,5220,let me start out by saying that m quite impr,relates,1
14346,17693,recently started using redmine in my company,28412,redmine can register plugin same id with regis,independent,0
2043,8991,it would be nice if there could also be nested,374,version could consist of one to many iterati,relates,1
36137,1778,ve added some version into my project and it,16241,in we learned,independent,0
7816,4895,as redmine supports sending and receiving of,32372,when importing data from csv file redmine,independent,0
25490,7236,use the group by feature heavily but first,9733,this is tool very useful for us and is imple,independent,0
21428,9843,hi \r\n\r\ni am using two different roles/perm,19826,hi \r\ni look like calendar in wiki page \r\,independent,0
1965,9412,this is similar to some of the other drag and,8016,we would really like to be able to specify an,relates,1
3703,7364,we reference issue numbers in our src control,3640,the same as archiving project except it isn,relates,1
4719,1255,여러 작업자가 함께 협업해야 하는 이슈의 효과적인 관리를 위해서 mantis와 같이,1142,it would be nice to have cc list of people,relates,1
29553,519,first thank you very much for great software,24967,when editing which projects uses is belongin,independent,0
4617,1295,like to see wiki pages when check the acti,1605,on www redmine org if you go to the activity,relates,1
5069,2666,if the main project can see the activity of al,465,it would be really nice if issues of subpro,relates,1
43086,3232,hello i´m new on redmine ruby etc \r\n\r\ni,8980,總檢核,independent,0
30534,33003,is it possible to add logo to the emails foo,10500,is there way to modify open street map or op,independent,0
4120,12005,ability to hide field\r\n\r\nrelated to,2539,is it possible to have per project setting,relates,1
41980,16445,hello \r\nas we click on all issues on proje,4023,we have added custom fields but there is no po,independent,0
25177,34420,the current query columns selector ui consists,32426,currently the query filter set can only search,independent,0
4877,4015,allow some application settings eg theme to,850,have situation in which want any registe,relates,1
3247,4911,hello \r\n\r\nit would be nice if there would,1232,the configuration for „referencing and fixing,relates,1
4413,1735,it would be very usefull to set repository enc,3396,global setting for repositories log encoding,relates,1
3275,4830,hi \r\n\r\ni see there is already iphone cli,19097,there have been number of attempts to make,relates,1
23303,23114,hi \r\ni want to setup redmine site with,7989,ve searched hard within redmine and using go,independent,0
2400,28200,can you add more visible element to edit the,7603,thanks very much for your great software v,relates,1
4188,22596,we are looking for feature where user had pe,2325,to extend the permissions and roles \r\nto add,relates,1
44930,1373,in its current form activity does not offer,5431,d like to see feature to track remote issu,independent,0
99,31468,hello \r\n\r\nthe gantt diagram is very use,20481,it would be useful which right and left panel,relates,1
17773,7520,when we create new custom field it possib,3486,the default value of the file is is it po,independent,0
30286,22810,hi \r\n\r\nin order to parse time logs it v,10886,with git you are encouraged to enter commit,independent,0
4970,643,when opening new issues it would help guiding,6715,hello \r\n\r\ni think about issue templates,relates,1
3926,31879,propose adding start with and end with,3040,context \r\nin order to identify each task,relates,1
4085,5259,hi everyone \r\ni need some help with new cu,3851,when rails starts without cookie secret fro,independent,0
3950,6432,extensive subject\r\n\r\nallow roadmap,2972,unfortunately the changelog is currently not,relates,1
4454,7997,feature request merge related issues\r\n\r\nt,1624,know could add links to related issues bu,relates,1
11963,4164,it would be nice to be able to say that user,15729,questions \r\n does redmine offer various cha,independent,0
2699,6637,we started using redmine for issue tracking,1091,want to create tracker with all the custom,relates,1
18021,2435,both redmine and engine migrations follow st,14989,hi \r\n\r\ni ve tried to implement the drag an,independent,0
3876,12060,hi \r\ni think it would be useful if under eac,3143,most of the issue update operations are to,relates,1
12858,5133,can you please change my current login from,14125,it would be nice to be able to save temporary,independent,0
19182,7500,mamy times have bug repot sent by mail fo,336,first would like to say this is great proj,independent,0
3470,4266,to me it seems to be useful change to includ,2372,this is wishlist for several enhancements of,relates,1
9345,14322,sometimes an excel/spreadsheet export of ticke,32240,you can add the files column to the issues,independent,0
1161,14162,the ability to hide standard fields from certa,5037,it would be nice to define some kind of view,relates,1
996,15928,hello \r\n\r\nwe re having problem that ever,10033,we have an issue in redmine and we have numb,relates,1
1580,11977,adding the restful gets for repositories would,23894,hello \r\n\r\nthe public rest api rest api,relates,1
2151,8447,specifically for long text custom fields wou,8417,\r\ni thought about an approach to make the,relates,1
4044,2728,maybe we could gain some speed by using the ca,4516,the gravatar feature is great but gravatar co,relates,1
22581,24285,we are planning to use redmine tool and have,29225,my projects can filter issues which be,independent,0
33310,24399,is there any way to enhance referencing issue,14317,hey team \r\n\r\nokay so would like the abi,independent,0
2280,8016,we would really like to be able to specify an,9184,it would be very helpful to be able to edit is,relates,1
4022,2964,it would be nice feature to add since there,2809,ve lot of projects as freelancer and eac,relates,1
49216,4558,have suggestions for watch functionality,28819,is there possibility that user can set iss,independent,0
447,24681,propose replacing coderay with other syntax,1313,ultraviolet,relates,1
33054,3365,cannot seem to find any way within redmine,7422,add the possibility of private modules in pu,independent,0
38677,12952,when change projectname its not sorting al,31521,at the moment there is no way to add custom va,independent,0
46435,317,created an issue with lots of newlines sa,31526,used redmine to manager issue and knowledge,independent,0
21768,3214,the list of issues found with each version in,3558,how can login access login username and pas,independent,0
1661,468,currently custom fields are limited to input,23895,as understood emails with auto submitted are,independent,0
3386,12005,ability to hide field\r\n\r\nrelated to,4485,currently everyone with issue creation access,relates,1
4228,2117,when handling multiple projects with one redmi,805,for example this page \r\n,relates,1
3165,1853,trackers issue statuses workflow custom fie,5127,think it would be very useful to change set,relates,1
903,17288,this request is to implement with existing fu,1011,as see lot of people voting for different ti,relates,1
778,19224,it would be really great to add option and ro,6717,use case\r\n\r\nthe administrator of the,relates,1
1255,9991,think good feature would be the status of,13585,background\r\n\r\nsub task as such is pr,relates,1
16370,14389,in order to lessen the amount of email notific,901,sometimes similar issues can be raised in diff,independent,0
3982,2906,custom fields display for the newest stable re,5794,custom fields can also be used to store urls,relates,1
48023,7554,similar functionality to private issues,26847,user can do mistake when they upgrade an exist,independent,0
5026,7246,mercurial has concept of branches inside the,539,it would be great to be able to add differen,relates,1
4816,4138,hello \r\n\r\nwe are using the log time fun,992,think two improvements can help lot \r\n,relates,1
1273,13527,similar to nickname this would offer way,13533,this was sparked by mischa the evil comment,relates,1
25650,2522,like on load focus on forms like the new is,10751,currently there is one log file production,independent,0
8132,7061,move \r\nperl modules /redmine/extra/svn \r\np,34302,the current format of email notifications lack,independent,0
21260,16928,could you please add an option requires time,21745,know there is plugin called attach image,independent,0
14504,3344,this feature is just like the trac \r\nyou can,10307,often have the problem that track bugs in,independent,0
5218,18295,if you delete wiki page it removes the page,90,the problem with this is that the activity se,relates,1
43261,15739,when attempt to export pdf report file in is,8755,all concerned \r\n\r\ni am having trouble uplo,independent,0
2149,8424,allowing to force issue private when receivi,7414,the change consists in adding private flag,relates,1
107,32944,is really nice thing but one thing,31355,this patch aims to make the project jump box,relates,1
2645,6772,for easy structured user group management it,7774,did preliminary search but did not find f,relates,1
33867,8760,attached is patch to set issue assignee to,4845,when we managed non conding project using re,independent,0
45301,5133,can you please change my current login from,6343,nova font,independent,0
1643,8673,hello background \r\n\r\nwe have,11498,sometimes you want to set up project which,relates,1
3559,4015,allow some application settings eg theme to,14073,hello \r\n\r\nwe have projects in our red,relates,1
43968,3563,as some users and/or customers are not constan,10873,hello we have two users with the same first na,independent,0
23575,29513,hi \r\n\r\nat my work we run percona xtradb,3564,d like support for embedding comments in wik,independent,0
558,23079,if you want have the same repository in differ,9703,it is common for multiple projects to use the,relates,1
7479,5022,part of the openid spec is support for delegat,18386,when we are awarding players and in general mo,independent,0
18037,33704,does redmine have the capability to integrate,23488,\r\nit would be nice if the image button added,independent,0
36130,26794,hello redmine team \r\n\r\nit will be good to,3111,please add an option to sort or arrange the,independent,0
4006,6628,rather than hunting for correct regexp why,2852,m requesting redmine incorporates method of,relates,1
3469,3988,in the revision browser it would be good to ha,4266,to me it seems to be useful change to includ,relates,1
3453,18447,hi guys \r\n\r\nreferring to redminereceiving,21691,there a few options to make managing transla,independent,0
16959,3417,right now can get tickets auto assigned to,13661,das ziel des projektes ist die realisierung ei,independent,0
42049,9843,hi \r\n\r\ni am using two different roles/perm,361,english is bigger than the united states it,independent,0
39831,263,jean philippe \r\ni would like to have to the,8232,clothes have consistently remained an pretty,independent,0
4623,28552,subject is description some users need to be,10351,the preview of ticket that is being duplicat,independent,0
1086,14937,planio has developed and woul,14936,the elements of the jstoolbar are currently st,relates,1
3985,7839,m looking for way to limit the tracker typ,2905,hi all \r\n\r\nwe are trying to use redmine to,relates,1
19169,8423,is there any reason for redirecting to action,2860,useful plug in would be bounty plug in tha,independent,0
101,31434,currently the version of source trunk/public/,31418,propose feature to visualize the results,relates,1
4473,662,every user has different priorities on what ti,1565,should be nice to add on my page folder save,relates,1
2430,3873,bonjour \r\n\r\nserait il possible avoir sur,13294,lets say have project standards which hold,independent,0
8808,5172,it would nice if there was bread crumb nav,2646,though it would be useful to have controll,independent,0
712,20558,this would be useful for recording the purpose,442,hi \r\n\r\nin project when having testers/r,relates,1
1840,9918,it will be very helpful if we can assign roles,10121,as is \r\nwhen somesone add watcher he can,relates,1
12776,21106,redmine does not have ability to add file atta,13593,have accidentally deleted the user wish to,independent,0
3984,973,hey \r\n\r\ncurrently it seems the statuses an,2905,hi all \r\n\r\nwe are trying to use redmine to,relates,1
1845,13258,it would be awesome if we let the user can def,10083,when an issue is resolved it will be more eas,relates,1
4232,2096,want to add custom field which is named as,2180,need custom field of type lookup e,relates,1
1058,15201,scenario\r\nuser leaves company profile get,11069,need to be able to search open / closed task,relates,1
315,12508,is it possible to get the diff in the email if,26839,we currently use email notifications to see wh,relates,1
15294,11515,the subject sounds worse than it is used to,1223,it should upload file also when editing wiki,independent,0
37277,3074,it seems to me that such feature would impro,18249,wanted to change elements of default my pag,independent,0
41112,9847,begin implementation of clio database,1533,when using the include macro in the wiki it wo,independent,0
48202,6206,if have custom variable list of the values,1942,think it ll be nice to be able to commit spe,independent,0
2890,3531,if you select issues that are in multiple proj,5914,setup\r\n\r\n,relates,1
4592,6478,when you take look to the list of issues and,30023,installed redmine with in my pc mac,independent,0
132,30916,as jan wrote in beginners often get con,30853,currently you will see warning message no,relates,1
27503,993,when creating time report you can select deta,23975,for each changeset of the issue in the issue,independent,0
1396,1472,used tables to create an organized view of all,12789,hi there \r\n\r\ni trying to give some ideas,relates,1
4173,2356,it should be very interesting to integration,12330,hi there \r\n\r\ni currently trying to integ,relates,1
29055,4435,is it possible to sort self created possible,26105,strongly believe that re evaluating the redm,independent,0
1330,4706,is it possible to add member filter on the,13157,on my page there is no link below the spent ti,relates,1
16656,4799,issue custom fields parent/child \r\ni am n,3563,as some users and/or customers are not constan,independent,0
13529,12457,add unit as parameter for custom field so us,20161,it would nice to have the possibility to have,independent,0
34705,8717,feature adds per project setting whet,25418,e pull down list that looks like\r\n cust,independent,0
6953,5959,when change process to \r\nif and,5614,in our implementation occasionally the email,independent,0
1156,5350,first thank you for such an awesome project,1775,custom fields would allow one to flag time ent,independent,0
28568,9257,have multiple projects in redmine now n,23123,suggest to allow to add relation issue from,independent,0
2090,8629,this feature request is vaguely similar to,7342,it would be nice to have access to default,relates,1
1839,10121,as is \r\nwhen somesone add watcher he can,4511,having the nice user group feature in redmine,relates,1
3084,6118,there doesn seem to be an option to use par,5325,just upgraded to the newest version of redmi,relates,1
509,8888,opened log time screen to record time on,23555,as discussed in cancel button while,relates,1
41122,20129,with respect to the only option that se,5959,when change process to \r\nif and,independent,0
34844,23212,work in big company where we have implemen,9420,bonjour à tous \r\nen premier lieu je suis tr,independent,0
47640,3811,in our project we like to list unassigned,405,have many projects in redmine and keeping,independent,0
4562,3872,it should be usefull to add two functionalitie,1391,when create an account for new redmine use,relates,1
5093,15787,please add field for issue categories descr,442,hi \r\n\r\nin project when having testers/r,relates,1
13637,23316,currently when you wish to include only parts,16469,currently it is not possible to select two rev,independent,0
2257,8058,currently it is impossible to use redmine with,4844,m running multi language site accessed mo,relates,1
33351,358,as of version it is not possible to dele,14054,would be useful if there a way to hide all,independent,0
3815,3322,when entering spent time the date field allows,13244,for example any user have to log his spent tim,relates,1
280,2604,when creating new issue we can preview our,27758,m working on patch that adds the preview,relates,1
10210,11712,links\r\n\r\nusing long text and text,34033,hi all \r\n\r\njust wanted to ask for new em,independent,0
217,7080,we have general project called administratio,29286,currently you can set default spent time ac,relates,1
3258,4886,we are using redmine in different languages an,3972,it would be very nice when the values of field,relates,1
41,33153,one of the most often action when working with,33254,added useful badge that shows the sta,relates,1
3801,33216,an organization policy requires users not be,3369,for using redmine in an internal company situa,relates,1
14296,586,we re using redmine more and more and it gr,772,it should be useful to be able to add custom,independent,0
2718,6501,it would be great to be able to customize the,22959,when we look at the details of version ther,relates,1
9101,1154,if new permission flag was added which contr,33551,in the section test case management at,independent,0
40112,3230,can you include your git repo syncro,512,it would be great if redmine searched on custo,independent,0
6198,32311,issues filter issue\r\nstatement is,30053,hi \r\n\r\ni am wondering if there is anyway,independent,0
35032,31953,in the administration area the list of projec,9995,this way time entries can be added day by day,independent,0
45954,782,not real issue more of doc patch style,9034,this will give the abilty to update the flash,independent,0
2685,6658,logically the new issue menu item does not,6204,suggest to delete bookmark new issue fro,relates,1
13003,12083,if you let us use this function \r\ni will be,8959,it would be very usefull to have office docu,independent,0
3748,10139,much like the selection of category can link,3517,in the same way we can assign an issue to pe,relates,1
30653,29993,when project added to archive it is hidden,7989,ve searched hard within redmine and using go,independent,0
13391,2405,how can change the tracker of issue \r\n\r\n,384,the svn integration is really cool but it wo,independent,0
1856,10027,redmine \r\n\r\nit could be interesting,4015,allow some application settings eg theme to,relates,1
80,7455,our pm team really likes the new red/green pro,31881,behind schedule class which is already avai,relates,1
25595,21956,add please “global” links to modules g `,11805,miss the report of redmine spent time to hav,independent,0
5150,8991,it would be nice if there could also be nested,374,version could consist of one to many iterati,relates,1
3398,4455,the current mercurial support in redmine has,1981,m sure this one is easy mercurial tags are,relates,1
4742,703,hi \r\ni think it would be nice to be able to,1091,want to create tracker with all the custom,relates,1
48042,2847,the idea would be \r\nrake redmine load defau,9420,bonjour à tous \r\nen premier lieu je suis tr,independent,0
24386,1265,versions should be deletable in the same way,2914,it would be great if you could add ticket fi,independent,0
7329,23866,have this problem in api rest \r\n\r\ncross,658,would love to see roadmap for redmine jus,independent,0
28714,23728,hi \r\n\r\ni use redmine in it projects severa,4744,we would find it far more convenient if redmin,independent,0
1047,15367,the current ‘awesome nested set’ plugin is out,14534,hi \r\n\r\ni want to run redmine on rails \r,relates,1
3572,3988,in the revision browser it would be good to ha,1443,trac offers some really nice features in the,relates,1
3152,11724,this feature caused major problems at,5159,we currently have over employees in our,relates,1
35061,31804,didn find this capability in docs\r\nthank,15899,atlassian jira is one of the most powerful iss,independent,0
31915,1827,if you modify/comment an issue or wiki page,14065,when adding/editing news file attachments may,independent,0
1911,9734,this would help to use redmine issues referenc,6717,use case\r\n\r\nthe administrator of the,relates,1
1022,22280,hi \r\n\r\nwhen users add note to talk with,15837,when an email is received from valid user to,relates,1
49804,2515,it should be useful to have the ability to cus,13525,see source /trunk/doc/install,independent,0
3350,2128,there are problems when the assigned to field,4582,automaticly set issue status to assigned whe,relates,1
2406,30926,it would be amazing if user can copy formatt,3795,please you can find attached the greek transla,independent,0
9297,475,include the board messages in the rss activity,27339,working here \r\n,independent,0
3914,16052,currently don like the associated revision,3058,we have some issues where there are so many st,relates,1
5106,3269,am using redmine issue creation by email fun,1371,am working on integrating ferret in redmine,independent,0
31986,5489,here is my problem have custom fields and,6953,at the moment calendar block on my page displa,independent,0
23790,2800,m tempted to file this as defect but will,8755,all concerned \r\n\r\ni am having trouble uplo,independent,0
3726,3543,it would be helpful if long text custom fiel,8417,\r\ni thought about an approach to make the,relates,1
31543,23444,after years of using redmine found there,6293,in regards to seen on pages,independent,0
7218,1911,have project where the homepage url is,12436,unless am missing something m using versi,independent,0
1938,20782,hello \r\n\r\nproposing to add some useful inf,24783,hope to support mobile front end ui side for,independent,0
27640,2075,if you start new version milestone in the,6478,when you take look to the list of issues and,independent,0
3795,4264,whenever coderay final is released update,3382,currently if you use pre \r\n pre code class,relates,1
4233,6717,use case\r\n\r\nthe administrator of the,2096,want to add custom field which is named as,relates,1
34342,22018,in trying to style the options section of the,7137,please add an icon that will show the ticket,independent,0
1410,10718,if using some additional plugin with own proje,12789,hi there \r\n\r\ni trying to give some ideas,relates,1
2516,7246,mercurial has concept of branches inside the,3909,as the title says \r\n\r\nimplement it as foll,relates,1
2105,1675,as described in this forum post,8572,hi \r\n\r\nwe where waiting for custom version,relates,1
711,23311,what about adding spent time tab to the pr,20608,the time tracking spent time module should,relates,1
18237,7520,when we create new custom field it possib,10289,if we start our redmine after our postgresql,independent,0
29783,24706,would like to be able to printout subsecti,22793,is there an option to edit the description oth,independent,0
19861,16729,it would be very nice to be able to have place,390,it would be very nice and easy to use time log,independent,0
10922,19754,steps to reproduce \r\n\r\n create pr,4527,hi \r\nit will be great to create plugin in,independent,0
3611,3912,d like to make search list that checks for,992,think two improvements can help lot \r\n,relates,1
38825,34052,hello \r\n\r\nit is possible to copy existing,28868,currently you can perform administrative oper,independent,0
827,18669,m using redmine wikis in my projects and a,18295,if you delete wiki page it removes the page,relates,1
640,21697,the default configuration of redmine sends ses,20935,the secure flag for the autologin cookie can,relates,1
731,20100,would like to be able to have two different,18560,we use versions to track true sw releases and,relates,1
2068,8811,often users can remember the filename for an,4383,frequently will download file then not kn,relates,1
34428,1756,at the moment it would be useful for me to cre,17142,\r\nit is common particularly with java code,independent,0
1200,13824,currently the automatic project identifier sp,12844,m currently synchronizing lot of projects,relates,1
8795,498,restricting file size is good but projects so,6003,hi \r\nich wollte fragen ob es sinn macht es,independent,0
3295,21707,the key/value type has the option in the admin,19967,we have been using redmine for while and the,independent,0
21892,11911,when we have issues assigned to groups rather,3861,using the svgweb project,independent,0
4010,15286,want to make some minor changes to the defau,32140,feature included in sets,independent,0
30646,11344,the index by title and index by date links,305,you can add query but can not delete it onc,independent,0
587,22600,hi just lost bunch of data maybe they are bu,21623,for example if custom field is only enabled,relates,1
2904,5875,with the new subtask feature in redmine,6687,when normal issue is changed to being subt,relates,1
45795,24511,am having list of reports who can added any,3605,assigned implies connection to the assigne,independent,0
849,17962,we need to be able to filter the version dropd,18560,we use versions to track true sw releases and,relates,1
2372,20595,hello \r\n\r\nnumbering support on header is,1430,want method to stop/run email notification,independent,0
3073,5358,think that should be possible to set each ca,6794,would be nice if categories could be global fo,relates,1
367,17629,as current redmine when search to add watch,26127,this is continuation of the proposal initial,relates,1
1012,6984,we using some plugins and now we have about,15880,currently redmine has at least three differen,relates,1
3001,5571,this is actually duplicate of but can,988,the link to an issue only display the,relates,1
39905,3267,it be nice if there was choice for creatin,10592,it would very nice feature if redmine could,independent,0
1264,4386,during filling the issue form with add watch,13555,current redmine is great in terms of defining,relates,1
