,Unnamed: 0,id1,Description1,id2,Description2,Type of dependency,label
728,5008,8494,developerrni want simple method,9383,unit test fileutilschown r,independent,0
729,1694,13314,hashdig want assign,10064,put proc object clause,independent,0
730,694,8158,use lightweight structure loaded feature,14460,hirnrnive attached patch speed u,relates,1
731,268,1349,beginn open message send message met,16663,many library use caller,independent,0
732,7096,15302,procby allows currying implicitlyrn,9779,class link subclass,independent,0
733,161,15752,believe introduce module exp,17500,rubyvm traprn user think,relates,1
734,74,5065,ive noticed issue subjecting endal,16746,ruby syntax full end im paranoid,relates,1
735,1341,16559,hellornrnthere appears bug net,15074,currently working ruby api basically,independent,0
736,922,4151,beginrn hirn rn method,5008,beginrnhellornrni using ruby,relates,1
737,2518,11818,request hashcompact hashcompact,15306,dont see reason preludec,independent,0
738,1632,4265,beginrn many library relaunch ruby pe,8632,remove following warning refinem,independent,0
739,877,13173,issue tracking gem release webr,5481,beginrnrnuptodate summary propo,relates,1
740,5806,6868,beginrni propose make use,8571,currently refinement inherited mo,independent,0
741,4052,16838,ruby enumeratorrnrn ru,15589,understanding predicate method,independent,0
742,2454,7849,even though symbol technically hon,15605,release json gem,independent,0
743,6363,5456,doesnt work correctly long time n,3465,beginn situation currently rubygems,independent,0
744,4996,8953,expression b call,14951,propose adding new operator truthyfal,independent,0
745,635,7895,threadbacktrace location kernelcaller l,8960,party agreed would useful add,relates,1
746,306,13563,hirnrni propose hashchoice methodrnr,15822,according hashslice would like add,relates,1
747,964,4257,beginn switch hittered already passed nearl,4068,beginn current standard date library,relates,1
748,2473,4805,openssl return dif,9390,alpn successor npn support fo,independent,0
749,939,12116,sometimes need apply divmod repeatedly,4787,suggest new feature integer enumerat,relates,1
750,661,8658,adding new method processclock g,8640,hirnrnwe time many thing rail,relates,1
751,2919,10195,im developing haskell binding ruby c,8437,ruby language currently one support,independent,0
752,415,12334,sort relates,12021,final instance variable ruby,relates,1
753,838,6163,beginrnthe syck extension removed,2340,beginn yaml syck why product,relates,1
754,4697,7145,imap protocol support fetching range,4778,manipulating text file mostly inpu,independent,0
755,200,11925,propose make struct subclass constructor w,15076,struct used instantiate object,relates,1
756,4059,11749,variablec remove spurious define global,15022,id like introduce new feature cov,independent,0
757,389,12996,proposal range optimize red,12612,currently range alias includ,relates,1
758,6346,11044,exception noisy debug output waste,13822,output daysavingchanges g,independent,0
759,209,14912,propose new pattern matching syntaxrnrn,15881,rubyrnclass arn def deconstructrn,relates,1
760,1015,7022,would useful profilers,2565,beginrn hirn rn made commit e,relates,1
761,349,12973,require relative speed loading file,8781,wrote attached small script rrcrb stand,relates,1
762,647,12697,method like alias method attr accessor defi,8846,propose changing moduleinclude public,relates,1
763,4476,16260,seems symbolto proc return proc tha,16255,abstractrnrnmonitorrb introduces mon,independent,0
764,5870,11607,external function wish call may tak,13050,patch make gnu readline variable rl,independent,0
765,965,4247,beginrn planning add followin,3647,arraysample support sampling,relates,1
766,881,13197,issue tracking gem release file,5481,beginrnrnuptodate summary propo,relates,1
767,829,16960,obstacle preventing use nonsy,14859,implement timeout vmrnrnbased ug,independent,0
768,135,7314,code need convert proc,15973,kernellambda receives proc,relates,1
769,887,2635,beginn rdoc trunk outdated,5481,beginrnrnuptodate summary propo,relates,1
770,262,14132,module class reopened change,6539,feel inconsistency meth,relates,1
771,847,5856,feature raise objectrnrn proposalr,5818,proposalrnrnthe ability raise obj,relates,1
772,691,13263,following heel adding method int,8181,first issue ruby trackerho,independent,0
773,1580,9023,propose addition tail method,10052,implementation queue sizedqueue ha,independent,0
774,24,17273,proposal introduce shareable con,17274,ticket describes semantics sharea,relates,1
775,526,11252,matz hope integrate mean gem r,11032,hi guysrnrnwhen younger class,relates,1
776,715,5653,hirn rntoday talked nahi en,7835,ago matz declared intention rem,relates,1
777,339,13109,using refinement one file using,13805,refinement currently lexically scoped wh,relates,1
778,555,10637,encountered issue bringing v,16482,right nethttp force user use cl,relates,1
779,2279,10323,doc little bit diffic,14684,summaryrnrnirb swallow exception,independent,0
780,883,13199,issue tracking gem release stri,5481,beginrnrnuptodate summary propo,relates,1
781,541,11049,sometime want grep like operation,5588,please add negation flag regexps whic,relates,1
782,6881,9579,reduces touch extextmkrb make,15463,problemrnim using,independent,0
783,1772,9405,think one pro,13333,currently block take block bl,independent,0
784,1834,4632,beginnregexpunion great feature,15914,would nice able use mkmf,independent,0
785,490,11670,warn without compile timernrnsee,11665,wisdom using local variable,relates,1
786,755,7251,suspect kernelusing using alread,4085,beginrn said rubyconf id lik,relates,1
787,590,12512,think value transformation fundamental,9970,method simplify two common pattern whe,relates,1
788,7555,7998,code implement ruby method definit,6150,please add grep method enumerable tha,independent,0
789,116,14344,rely refinement lot dont want,16241,original discussion,relates,1
790,684,8468,yesterday github tokyo drinkup thanks gi,16131,ruby taint checking originally,relates,1
791,982,4038,beginn discussed suggest wr,4015,beginn couple flag li,relates,1
792,6837,6824,beginrnid like add method stopiter,5805,would like see object hexid added rub,independent,0
793,321,13241,currently exploratory proposalr,14618,abstractrnrnunicode display width,relates,1
794,247,14430,instead using tcpsocketopen wrapped ti,15553,currently use timeout nethttp oth,relates,1
795,90,16441,method like take al,16446,led think issue ge,relates,1
796,636,12512,think value transformation fundamental,8951,please see thread,relates,1
797,608,11049,sometime want grep like operation,9602,enumerablegrep useful filter thing,relates,1
798,283,9508,since coverage extension introduced,13901,plan add branch coverage method c,relates,1
799,6743,12746,code worksrnrn array b,14989,hi thererni gsoc student following ko,independent,0
800,1242,16827,want write custom random number generator,12752,parsed binary protocol msgpack,independent,0
801,364,6792,forget would nice,4985,would like add would create l,independent,0
802,71,16122,value object useful concept introduc,16769,backgroundrnweve discussed interface,relates,1
803,42,11588,ruby current warning system lacking warn,17122,deprecation warning warning rub,relates,1
804,471,12739,class object deprecate constant f,12005,cruby two integer class fixnum,relates,1
805,499,6470,attr accesor currently return nil would b,11541,since ruby def return symbol th,relates,1
806,822,6309,interesting us weakref much hard,6308,weakrefs delegation feature really awf,relates,1
807,160,14844,hi thanks great work ruby,15752,believe introduce module exp,relates,1
808,4316,10404,pretty selfexplanatory allow removal indi,16799,class currently firstclass citizen,independent,0
809,791,6721,rni think following method missing fr,6684,beginrnobjectdornthis first post,relates,1
810,986,16827,want write custom random number generator,1880,beginrn hashflatten claim flatten recu,independent,0
811,2517,15797,one reason simplicity,13527,currently open,independent,0
812,345,12996,proposal range optimize red,12612,currently range alias includ,relates,1
813,3451,8300,anyone help figure errorrn,13981,openbsd machine us mandoc format man,independent,0
814,6567,6646,feature mentioned shortcoming,7508,related cleaned call,independent,0
815,871,5549,request following methodsrnrn com,4574,beginrnhellornrnmany people writt,relates,1
816,996,5120,example showing surprising inc,3575,currently work like thisrnrnrubyrn,relates,1
817,4307,5006,occurs since rubygems us,11911,one ruby biggest strength ability,independent,0
818,1993,6868,beginrni propose make use,1900,beginn important property encoding,independent,0
819,6333,13314,hashdig want assign,12133,intuitive approach would allow defin,independent,0
820,7316,3591,beginrn duckinator branch fo,13260,think lot occasion receive,independent,0
821,427,12241,refinement feature,16746,ruby syntax full end im paranoid,relates,1
822,6467,4614,beginrnthe patch committed issue,12490,running ruby option report warning,independent,0
823,7512,14084,id like propose new method enumerato,13389,already applied fix smtp httprn,independent,0
824,641,8579,id like propose new type string liter,8909,suffix declare frozen string,relates,1
825,312,13335,mathn deprecated feature ye,10169,englishrnrnas mentioned,relates,1
826,9,17365,summary currently good way ret,17378,discussion marcandre found good,relates,1
827,27,17273,proposal introduce shareable con,17278,description rnrnthis proposal aim,relates,1
828,3769,2617,beginn patch level irbmain,4309,beginrn hi allrn rn recently noticed,independent,0
829,1154,15778,hellornrnim maintainer webco,11791,frequently use literal quoting aka w,independent,0
830,701,12173,frequent time instancer,8096,beginrna lot scenario application,relates,1
831,7108,9779,class link subclass,11299,ill commit day unless there,independent,0
832,4804,13303,proposed containernonempty,17259,kernelwarn currently skip intern,independent,0
833,307,11541,since ruby def return symbol th,13560,hirnrnim suggesting moduleattr,relates,1
834,562,10420,gcm cipher accepts variable iv length rub,8667,hellorn rn openssl allowed,relates,1
835,230,13241,currently exploratory proposalr,14618,abstractrnrnunicode display width,relates,1
836,659,8777,hirnrnthis related mach ab,8658,adding new method processclock g,relates,1
837,157,15743,understanding rubyvm supposed,15752,believe introduce module exp,relates,1
838,6005,11773,enumerablegrep introduced,9960,please consider adding gnu long option equiv,independent,0
839,742,7378,variant filewrite pa,7360,currently pathnameglob method,relates,1
840,1688,3023,beginn currently rdoc generates url met,9851,removed testunit minitest,independent,0
841,700,8640,hirnrnwe time many thing rail,8096,beginrna lot scenario application,relates,1
842,201,14022,joining element array,15024,think could handy block suppor,relates,1
843,2948,3021,beginn arraypermutation combination wi,15571,proposalrnthe rubygem root provides,independent,0
844,4468,5805,would like see object hexid added rub,14098,miss important information howt,independent,0
845,100,14145,idea investigating example scrip,16356,current behavior includes rnis th,relates,1
846,532,11105,support hash literal,11104,support hash literal,relates,1
847,788,3187,beginrn id like way increase size,6694,abstractrnrnsupport threadnew without,relates,1
848,717,7793,would nice following method,6669,given hash hmap return arrayali,relates,1
849,2558,11999,rnclass matchdatarn def hrn se,14084,id like propose new method enumerato,independent,0
850,3196,7580,beginrni would like propose,11575,im sure problem erb bu,independent,0
851,146,15865,adding syntax oneline pattern,16182,new syntax expr pattern,relates,1
852,50,16989,opening series feature request,16993,create set hash key currently impli,relates,1
853,901,5138,current ruby io class nonblocking,4560,blindly hitting ioread nonblock raising,relates,1
854,202,14830,ticket picking mjitpause ht,14954,problemrnto measure mjitgenerated cod,relates,1
855,323,13213,issue tracking gem release scan,5481,beginrnrnuptodate summary propo,relates,1
856,128,16018,since moduledeprecate consta,16345,propose ruby doesnt emit deprecation,relates,1
857,4292,14114,must discussed beforernpleas,9969,could alias fileempty filezero rn,independent,0
858,609,9508,since coverage extension introduced,13901,plan add branch coverage method c,relates,1
859,1748,4588,beginrnpassing hash env paramete,2170,beginn method object doesnt expose wr,independent,0
860,5100,16373,rdoc documentation kernel,16244,comparing time using pretty,independent,0
861,5506,5904,elementary object mentioned title,13379,hirni found using standard ima,independent,0
862,705,13765,proc curry,7939,beginrni really like new assuming,relates,1
863,63,15198,frequently find needing determine,16928,hirnrnthe ruby array class currently,relates,1
864,1666,17326,abstractrnrnwe add method kern,8573,think itd great string included met,independent,0
865,885,11083,nettelnet maintainer issue,5481,beginrnrnuptodate summary propo,relates,1
866,681,8499,according experience following two,15863,add hashslicernrnin,relates,1
867,736,7378,variant filewrite pa,7361,pathname mkdir method create dire,relates,1
868,3682,10376,long know nubyrnrni su,2065,beginrn implemented dsl add fe,independent,0
869,4684,7702,beginrnas discussed recent ruby,4688,documented functionslast functionscount,independent,0
870,73,5054,though matz said ruby,16746,ruby syntax full end im paranoid,relates,1
871,25,17273,proposal introduce shareable con,17274,ticket describes semantics sharea,relates,1
872,142,15230,id like feature know loaded,15903,rubyvm contains mostly mrispecific feature b,relates,1
873,5645,1844,beginrn immediate cant dupd,8181,first issue ruby trackerho,independent,0
874,6474,15927,right method sprintf string,9650,hi guy rnrna quick idea next maj,independent,0
875,7162,12985,need implement rfccompliant cookie hand,15580,hellornrni sure whether propo,independent,0
876,235,11105,support hash literal,14579,allow value omission hash lite,relates,1
877,379,12968,kernel provides global conversion functi,12732,would like able pas option,relates,1
878,857,5749,string class contain instance,12745,simplified stupid example replace som,relates,1
879,343,12593,rubyrna b rnb,11955,need able perform logic based th,independent,0
880,5721,7114,beginrnas suggested drbrain,14411,wonder predicate method say secure,independent,0
881,4989,14859,implement timeout vmrnrnbased ug,15805,reference github pr,independent,0
882,6379,10064,put proc object clause,14684,summaryrnrnirb swallow exception,independent,0
883,6634,15901,case want create p,15580,hellornrni sure whether propo,independent,0
884,856,6802,ruby method obtain array,5749,string class contain instance,relates,1
885,3617,12161,bigdecimals inspect humanfriend,13083,consistencyrnrn patch,independent,0
886,858,5690,would great way dynami,5666,would like make rb public ap,relates,1
887,3945,5196,helloim tomoki imairnrni found ruby,8217,current opensslbnnew get string,independent,0
888,2498,7791,lot denialofservice security vulnerabili,16035,go one step farther nobu,independent,0
889,734,7340,following discussion,7384,propose object renamed,relates,1
890,669,8579,id like propose new type string liter,8909,suffix declare frozen string,relates,1
891,6517,5945,id like propose enhancement exit,15818,common experience google,independent,0
892,6709,11796,fix reduce call get stat much po,4969,library name ruby sta,independent,0
893,554,10641,hellorni propose introduce fixnumfinit,12039,issue easy ask,relates,1
894,992,3649,beginn arraysample arrayshuffle arraysh,3647,arraysample support sampling,relates,1
895,440,12447,sometimes want extract digit placeva,12116,sometimes need apply divmod repeatedly,relates,1
896,1219,12016,symbol literal invalid source,12831,im trying replace rails grapheme impleme,independent,0
897,479,11951,rubyvminstructionsequencecompile rai,11868,currently rubyvminstructionsequencecompile,relates,1
898,766,6946,beginrnhi running test suite fips e,6943,chance make pstore compatible,relates,1
899,3006,16939,propose alias block numbe,12083,think bindinglocal variable get bind,independent,0
900,448,13395,seem method ruby,12075,sometimes write following codernrnru,relates,1
901,2069,9023,propose addition tail method,1724,beginrn certain language specific char lik,independent,0
902,5363,13693,kernel properly convert enotation strin,14580,given hashrnrn rubyrnhash,independent,0
903,879,13182,issue tracking gem release cmat,5481,beginrnrnuptodate summary propo,relates,1
904,3938,17339,abstractrnthousands million,3246,beginn hirn rn currently yamlyamler,independent,0
905,166,12648,would like pas optional argument,15725,hellornrni would like propose four new,relates,1
906,6662,14114,must discussed beforernpleas,6769,beginrnhellornrncurrent behavior rb,independent,0
907,570,12217,issue propose introduce enumerabl,10298,propose arrayfloat sum arrayc,relates,1
908,299,13600,one main use case would make yie,6284,would nice able compose procs l,relates,1
909,30,15504,abstractrnrnrange currently nonfroze,17195,range frozen,relates,1
910,1496,5088,beginrnnot feature taskrnr,14887,class inherits array del,independent,0
911,3763,11140,right rubygems cant handle call aut,15327,refinement enabled various context,independent,0
912,772,7939,beginrni really like new assuming,6817,know propose significa,relates,1
913,752,7292,official method expl,6669,given hash hmap return arrayali,relates,1
914,1034,2166,beginn patch implement th,1999,beginn ive written improved version,relates,1
915,2975,13017,secure enough used hash,11517,im submitting patch enhance queuepop,independent,0
916,3142,10503,currently argumenterror raised uri,9565,argument method form constcla,independent,0
917,6300,16984,currently iclasses shady protec,13437,improve performance enumerablesort bymin,independent,0
918,5549,7519,limitation module g,10851,common pattern codernmatch,independent,0
919,903,5112,first working inadvertent sy,5072,recently discovered denial service vuln,relates,1
920,437,12125,hellornrnthe operator let one pas,16275,objmethod introduced,relates,1
921,918,4512,beginrnits use,5041,id like set fd cloexec file descri,relates,1
922,1265,1377,beginn would like able specify fi,11785,propose add encoding optional argument,independent,0
923,895,6823,hirn rn ive previously reported coupl,5453,gemspec added automodea,relates,1
924,807,14132,module class reopened change,6539,feel inconsistency meth,relates,1
925,378,12737,provide moduledefined refinement,9704,refinement remain filescoped,relates,1
926,7534,16451,method end able,10295,note committed trivial,independent,0
927,1623,14644,dirglob dir accepts separat,15815,github pr,independent,0
928,989,6636,made clear enumerab,3715,beginrn would useful able,relates,1
929,2904,8834,intended difference kernelrequir,13936,ruby kind feature allow pr,independent,0
930,4118,4116,beginn easy compare nam,12145,size length impleme,independent,0
931,4082,10790,rubycommitterhowto old style link,10030,probably break im su,independent,0
932,2778,6724,gimme gimme gimme waaaaaant dont need,15567,situation rescue except,independent,0
933,4390,11138,patch extsocketinitc use sock nonblo,1349,beginn open message send message met,independent,0
934,76,8661,currently way ruby print backtrace th,16684,mostrecentcalllast order backtrace,relates,1
935,971,15446,stringeach match would two formsrn,6638,many library use array queue cause stdli,independent,0
936,4138,16686,need write script requesting h,14919,important multibyte string editing u,independent,0
937,5226,4830,array use item defaultrnfor hashe,15281,current implementation computes set intersecti,independent,0
938,2344,15010,currently multiple array allocated,4452,beginnthis pretty much duplicate,independent,0
939,4865,11266,properly support rack specification fea,6245,dear rubyists add integer method,independent,0
940,4302,14187,currently mri many test suite bootstr,15289,abstractrnrnto enable tracepoint spe,independent,0
941,5888,7390,beginrnfrom github,10323,doc little bit diffic,independent,0
942,664,8643,bindingfrom hash would work likernrn,8631,would interesting erb could allow h,relates,1
943,2184,10187,pretty trivial low impact figure,12967,stand ruby heap grow rate,independent,0
944,672,8506,beginrnrubys enumerator enum,11475,even though ruby many way acceptable,independent,0
945,3167,17022,method kerneldate de,16605,couldnt find anything bug,independent,0
946,43,12026,add simple way filter warning,17122,deprecation warning warning rub,relates,1
947,3501,4978,hellornrna month ago met bug wi,6622,operator defined alias exi,independent,0
948,4043,9614,hi matz would like permission remov,11814,set encoding string v,independent,0
949,739,7378,variant filewrite pa,7363,year ago sumbitted yet accept,relates,1
950,7247,10219,tiny improvement older phenom ii,17266,im working bundling typeprof,independent,0
951,5504,13933,range already responds size would n,14465,rnthe method name send udpsocket,independent,0
952,1024,2166,beginn patch implement th,1999,beginn ive written improved version,relates,1
953,5385,5281,fhs system might beneficial allo,11170,patch variablec extract common funct,independent,0
954,7224,15606,seem issue method,14625,currently yield self doesnt accept argum,independent,0
955,7011,16432,summaryrnrncalling bindingirb b,14819,general pattern notice pg mysql,independent,0
956,511,11420,let introduce id key table optimization,11414,relax ordering rule id table,relates,1
957,4560,15289,abstractrnrnto enable tracepoint spe,14426,writing data sslsocket,independent,0
958,602,9804,would like filecreate synon,13246,bashrn cat duprbrnputs one one,independent,0
959,3163,8088,wiring parameter work native,15156,currently one ruby gem depends ext,independent,0
960,4438,11141,one common thing ruby ar,15797,one reason simplicity,independent,0
961,308,7399,beginrnfrom githubrn,17111,diffrnrndiffrndiff git alibnet,independent,0
962,1067,15239,current spec test use th,15172,backgroundrnrnthis proposal emanates f,independent,0
963,4204,13250,nobu response issue,8546,unboundmethods unable call superr,independent,0
964,158,15752,believe introduce module exp,15903,rubyvm contains mostly mrispecific feature b,relates,1
965,5096,16703,often see code intends remove port,14187,currently mri many test suite bootstr,independent,0
966,1017,4645,case need pas prein,8956,currently hash require member delimi,independent,0
967,1028,10085,case conversion function currently limite,2034,beginrn consideration recently giv,relates,1
968,6952,17111,diffrnrndiffrndiff git alibnet,14585,abstractrnrni propose add method,independent,0
969,341,13067,propose make trueclass falseclass,11286,proposalrnit proposed enumerable,relates,1
970,48,16989,opening series feature request,16995,quite minor set r,relates,1
971,1437,7426,eric hodel planning update rdoc e,3888,beginn macports updated autoconf,independent,0
972,966,1200,beginrn possible use named,4239,beginrn rn,relates,1
973,221,12092,allows creating modified clone frozen,14778,id like use objectdup block whi,relates,1
974,950,14815,benchmarkdriverrb add cpu time measurement,10867,case rb atomic type retrieved,independent,0
975,898,6823,hirn rn ive previously reported coupl,5382,similar delimited string array,relates,1
976,7347,15818,common experience google,12008,hi know sort deep freeze c,independent,0
977,317,5534,started commenting feature,15612,sometimes local variable,independent,0
978,851,15549,feature proposal something ive,7377,feature request got rejected,independent,0
979,46,17055,two verbose mode warning fairl,17143,support recently added warningwarn,relates,1
980,7053,3727,beginrn ruby longer includes th,10199,symbian o ended,independent,0
981,617,14042,hi rnrnive attached patch make iop,9323,propose addition iowritevrnit enables,relates,1
982,463,14230,providing bindingsource location,2759,beginn oniguruma flag called onig optio,independent,0
983,5097,9140,possible arrayeach,2643,beginrn hi ryan davis rn rn wri,independent,0
984,463,12019,nowadays almost every processor,12020,defining memory model language nece,relates,1
985,226,14709,rubykaigi presentation,14912,propose new pattern matching syntaxrnrn,relates,1
986,1741,10318,im sorry proposing future wi,10072,standard basis vector really important,independent,0
987,6157,7849,even though symbol technically hon,11788,abstractrnrni wrote new rubyvminstru,independent,0
988,997,4084,beginn pack support network byt,3491,beginn arraypack stringunpack,relates,1
989,708,7895,threadbacktrace location kernelcaller l,8960,party agreed would useful add,relates,1
990,6023,7349,inheriting directly structnew clas,4234,beginrn initial value hash defau,independent,0
991,3350,5707,tempfile always us finalizer delegater,17290,frequently use keyword argument pa,independent,0
992,3424,10532,analogous functionality found io,11227,hellornrnionew want numberrnr,independent,0
993,4854,13936,ruby kind feature allow pr,10267,method obtain number process,independent,0
994,148,15865,adding syntax oneline pattern,17371,reintroducing expr pat akr,relates,1
995,6201,16637,term like strftime strptime,14383,running old code ruby,independent,0
996,1522,9427,linux us splice internally sendfile sinc,3888,beginn macports updated autoconf,independent,0
997,1037,5016,calling kernelcaller negative limit sh,1906,beginrn inspired nobus recent refactori,relates,1
998,990,3715,beginrn would useful able,3714,beginrn given enumerator wa,relates,1
999,5458,5479,currently lot apis accept string,5630,netftp support binary text transfer mod,independent,0
1000,765,6946,beginrnhi running test suite fips e,6943,chance make pstore compatible,relates,1
1001,843,5977,hellornrnas mentioned rubyconf wo,14240,think four special variable separat,relates,1
1002,404,12512,think value transformation fundamental,9970,method simplify two common pattern whe,relates,1
1003,5195,5434,following pullrequestrnrn,8714,beginrnrni propose new string non,independent,0
1004,6133,13379,hirni found using standard ima,2021,beginn graduate student univer,independent,0
1005,2614,4270,beginrn resolvgetaddresses cannot handle,11882,hash one best feature ruby,independent,0
1006,1,15752,believe introduce module exp,17500,rubyvm traprn user think,relates,1
1007,2024,16755,im using notation lot scriptsr,8449,beginrnrneven array subclassified,independent,0
1008,6696,13838,descriptionrnrni want detect current,12913,easy way configure,independent,0
1009,22,17273,proposal introduce shareable con,17278,description rnrnthis proposal aim,relates,1
1010,5776,5145,currently arraytranspose doesnt transpose,7257,eric hodel planning update rubygems,independent,0
1011,273,14035,reproducernrnexecute urifileetc,15861,recently ruby getting better parsing ur,relates,1
1012,743,14164,hello everyone especially ruby core team,10423,patch also downloadable,independent,0
1013,2608,15085,mjit make rubymethods faster ordinary bu,9770,etcuname method call,independent,0
1014,2116,13587,patch add preallocation string,10098,could totally wrong seems sta,independent,0
1015,959,5394,proposal anonymous symbol anonymous,4288,beginrn one groovy feature tend,relates,1
1016,524,5695,hellornrnplease add isnt keywo,14644,dirglob dir accepts separat,independent,0
1017,1346,12318,often achieve element using iterator w,4145,beginn cworkirbrn,independent,0
1018,4902,7652,beginrnjust minor patch configure,10134,make easier u try alterna,independent,0
1019,103,16355,currently single line pattern matchingexpr,17371,reintroducing expr pat akr,relates,1
1020,817,6414,meanrnrnjohn name john last sm,5474,hellornrnim sending patch keyword,relates,1
1021,310,8460,currently people convoluted tr,11106,update latest version redmine apply,independent,0
1022,5081,9515,io class pair class meth,11315,proposalrnrnit proposed array,independent,0
1023,4597,5899,migration python ruby problematic b,12093,implementing feature boost template e,independent,0
1024,619,2348,beginrn merit library bee,9121,rbtree slower pure ruby versionr,relates,1
1025,2666,2586,beginn unix extopenssl use syst,8262,trying use minus operator,independent,0
1026,8,16355,currently single line pattern matchingexpr,17371,reintroducing expr pat akr,relates,1
1027,3405,4076,beginn prevent unnecesary stats lik,12194,talked last developer meeting p,independent,0
1028,5132,10130,string format hash,13118,useful array return repeated p,independent,0
1029,2436,11882,hash one best feature ruby,16667,allow parameter symbolto proc method,independent,0
1030,0,15743,understanding rubyvm supposed,17500,rubyvm traprn user think,relates,1
1031,462,12019,nowadays almost every processor,12020,defining memory model language nece,relates,1
1032,803,8771,beginrn start fake proxy separate w,6546,nahi suggested request o environment h,relates,1
1033,491,12026,add simple way filter warning,11588,ruby current warning system lacking warn,relates,1
1034,11,10600,multipleproducer multipleconsumer sit,17357,currently difficult reliably distingu,relates,1
1035,4675,14896,several stdlib library support reading fr,14717,case may beneficial disable,independent,0
1036,7323,9513,id like hide clevel ratinal internalrn,9235,document followingrnrn wha,independent,0
1037,2221,13544,currently way load instruction,10361,found weird openuri accepts read ti,independent,0
1038,870,6711,today woke idea overcome,5583,although know dislike static typi,relates,1
1039,1103,5707,tempfile always us finalizer delegater,14783,wanted extract character certain,independent,0
1040,6822,11309,hinted problem stackoverflo,10261,right test method testmathassert infi,independent,0
1041,520,13969,dir class method pair direntries,11302,direntries return array content wi,relates,1
1042,255,5977,hellornrnas mentioned rubyconf wo,14240,think four special variable separat,relates,1
1043,1798,17219,hellornrnurihostname extends urihost wi,10602,current rb profile frame capture f,independent,0
1044,627,8977,memory profiling noticed large,8976,yesterday facetoface developer mee,relates,1
1045,277,13985,since truefalsenilintegerfloat jus,12979,proposal resulting discussion,relates,1
1046,3021,3206,beginrn futex timer thread inherits,6409,beginrnpublic send easily bypa,independent,0
1047,645,14129,hirnrnare plan add support,7747,beginrncurrently way create,independent,0
1048,6286,12534,refinement added feature scope,2018,beginn using basicobjectnew irbrn r,independent,0
1049,6561,12080,propose new feature enumerablearrayran,11955,need able perform logic based th,independent,0
1050,571,10552,counting many time value appears som,10228,im gonna implement feature related,relates,1
1051,692,8237,beginrnthis feature suggestion wa,8191,beginrnas ducktyped language ruby,relates,1
1052,995,4335,ruby behaviorrn rnrubyrn,3575,currently work like thisrnrnrubyrn,relates,1
1053,2925,9346,install systemlevel signal handler,8827,beginrnif often happens need,independent,0
1054,3497,7060,currently file permission bit feature,5678,following raise error currentlyrnr,independent,0
1055,10,15973,kernellambda receives proc,17361,newsrnrnrn kernellambda,relates,1
1056,475,11925,propose make struct subclass constructor w,16806,proposalrnrnrbrnpost structnew,relates,1
1057,38,17055,two verbose mode warning fairl,17143,support recently added warningwarn,relates,1
1058,2952,12673,following code change provides significa,15378,using ruby try save ur,independent,0
1059,263,14133,module class reopened change,14132,module class reopened change,relates,1
1060,423,12574,believe true false nil lo,11550,consider classrnrnrn class pr,independent,0
1061,906,5112,first working inadvertent sy,5072,recently discovered denial service vuln,relates,1
1062,768,6823,hirn rn ive previously reported coupl,5382,similar delimited string array,relates,1
1063,289,13784,ruby full set functional tool,5663,pretty common want map en,relates,1
1064,864,4151,beginrn hirn rn method,5662,ruby often use idiom build,relates,1
1065,534,11643,posted mailing list last year,7918,currently ruby library way detect,independent,0
1066,3005,8564,extend attr reader attr writer attr acces,7848,hirnrnconsiderrnrn class stringrn,independent,0
1067,7301,15950,take first character string u,2617,beginn patch level irbmain,independent,0
1068,4415,13221,part standard library ruby,14784,proposalrnrnallow onesided clamp,independent,0
1069,2536,9557,often happens want move curre,11737,ruby case expression scenario allows,independent,0
1070,888,13213,issue tracking gem release scan,5481,beginrnrnuptodate summary propo,relates,1
1071,538,11083,nettelnet maintainer issue,5481,beginrnrnuptodate summary propo,relates,1
1072,2066,10199,symbian o ended,3206,beginrn futex timer thread inherits,independent,0
1073,909,5065,ive noticed issue subjecting endal,5054,though matz said ruby,relates,1
1074,1744,15353,tl server request client certific,13801,keeping class semantics set sho,independent,0
1075,232,14609,abstractrnrnkernelpobj print obj,15112,sometimes write stderrputs objinspect,relates,1
1076,1887,10227,benchmarked found include,7704,multiple ruby implementation experi,independent,0
1077,1249,13625,add shorthand creating bigdecimal sim,15609,rb sleep us time internally,independent,0
1078,4153,8437,ruby language currently one support,10982,ruby error nomethoderror happens,independent,0
1079,2244,10082,reduces code binary sizesrnzalloc,16851,implemented linear probing simple,independent,0
1080,400,12512,think value transformation fundamental,7793,would nice following method,relates,1
1081,2453,8773,addition bindinglocal variable ge,7055,beginrni propose make use self,independent,0
1082,5591,11781,hellornrnfor string dornrn,10869,know topic tricky please bear wi,independent,0
1083,643,8897,propose ruby support client side tcp f,8871,propose ruby support server side tcp fa,relates,1
1084,540,5481,beginrnrnuptodate summary propo,11057,gemified json libraryrnrn,relates,1
1085,5668,17418,since main ractor special seems useful,10343,case statement condition part n,independent,0
1086,126,11105,support hash literal,16095,common usern rubyrnclass arn de,relates,1
1087,3654,17355,given pattern matching officially supported,4095,beginrn builtin coverage ruby,independent,0
1088,1046,1201,beginrn possible use relati,1200,beginrn possible use named,relates,1
1089,83,16038,know objectspaceweakmap isnt really sup,16471,id like request two feature weakref,relates,1
1090,3276,15829,id like propose sugar objectthen,12354,step reproducernrncreate ec keyrn,independent,0
1091,712,12969,stringstrip related method hard,9113,libcs malloc problem fragment badly,independent,0
