Unnamed: 0,Unnamed: 0.1,id1,Description1,id2,Description2,Type of dependency,label,AnnotationStatus
1185.0,4886.0,7511.0,find need logical implication use,4865.0,documentation fileutils unclear,independent,0.0,
1415.0,1564.0,5528.0,would nice see better api set,13047.0,multiline prettyprinting multiline string,independent,0.0,
719.0,227.0,4100.0,beginn attached patch reorganizes fu,4569.0,beginrnhellornrnfollowing discussi,independent,0.0,
268.0,4614.0,3021.0,beginn arraypermutation combination wi,12008.0,hi know sort deep freeze c,independent,0.0,
1222.0,1036.0,3917.0,beginrn propose introduce kernelcalle,1906.0,beginrn inspired nobus recent refactori,relates,1.0,
1496.0,4444.0,12664.0,following additionrnrn rubyrncla,16049.0,decision made frozen string,independent,0.0,
1424.0,5001.0,4447.0,beginnplease add stringbyteslice method,10634.0,add method benchmarkreportbaseline,independent,0.0,
1051.0,692.0,8237.0,beginrnthis feature suggestion wa,8191.0,beginrnas ducktyped language ruby,relates,1.0,
505.0,224.0,14736.0,ruby concurrency greatly enhanced co,16786.0,abstractrnrnwe propose introduce li,relates,1.0,
186.0,5997.0,16348.0,replacing match start end w,11599.0,hirnrnthis first code contributi,independent,0.0,
35.0,531.0,13137.0,update javascript added object shor,11105.0,support hash literal,relates,1.0,
34.0,826.0,13600.0,one main use case would make yie,6284.0,would nice able compose procs l,relates,1.0,
279.0,314.0,13334.0,mathncomplex mathnrational deprec,17281.0,mathn deprecated canonicalization,relates,1.0,
172.0,1319.0,7145.0,imap protocol support fetching range,16336.0,purpose constant privacy keep c,independent,0.0,
163.0,5757.0,6243.0,super ruby developerrni want make ru,12057.0,trying figure yield work pyth,independent,0.0,
455.0,3042.0,14887.0,class inherits array del,12211.0,proposes new method datefirst month,independent,0.0,
1422.0,6147.0,15251.0,im sure current behavior expected,8707.0,currently reverse call enumerablere,independent,0.0,
1005.0,2614.0,4270.0,beginrn resolvgetaddresses cannot handle,11882.0,hash one best feature ruby,independent,0.0,
32.0,678.0,9108.0,hirnrni seem regularly requir,8499.0,according experience following two,relates,1.0,
469.0,5646.0,17328.0,ive opened pr,13963.0,like expensive slo,independent,0.0,
628.0,668.0,8579.0,id like propose new type string liter,8906.0,integer float object frozen obje,relates,1.0,
1034.0,11.0,10600.0,multipleproducer multipleconsumer sit,17357.0,currently difficult reliably distingu,relates,1.0,
1543.0,5020.0,11647.0,implementation detail,3085.0,beginn due precision timestamp tha,independent,0.0,
537.0,4015.0,8217.0,current opensslbnnew get string,12574.0,believe true false nil lo,independent,0.0,
139.0,902.0,5120.0,example showing surprising inc,3575.0,currently work like thisrnrnrubyrn,relates,1.0,
388.0,410.0,12447.0,sometimes want extract digit placeva,4787.0,suggest new feature integer enumerat,relates,1.0,
1288.0,7078.0,15074.0,currently working ruby api basically,14146.0,generate hash object heap area st,independent,0.0,
1180.0,788.0,12134.0,need sort element dependin,8027.0,imo exception hook method b,independent,0.0,
1488.0,4339.0,6545.0,found testdltest structunion ent,9140.0,possible arrayeach,independent,0.0,
775.0,526.0,11252.0,matz hope integrate mean gem r,11032.0,hi guysrnrnwhen younger class,relates,1.0,
1338.0,726.0,8271.0,proposal moving visible formal,7549.0,matzrnrnat rubyconf gave talk,relates,1.0,
1551.0,2195.0,6353.0,relating keyword argument ar,9071.0,see discussion,independent,0.0,
1178.0,738.0,7378.0,variant filewrite pa,7363.0,year ago sumbitted yet accept,relates,1.0,
141.0,6899.0,6819.0,beginrnopenssldigestnew allows,13936.0,ruby kind feature allow pr,independent,0.0,
690.0,5899.0,12080.0,propose new feature enumerablearrayran,5337.0,beginrni propose using outbufs fileutils,independent,0.0,
536.0,729.0,7067.0,hellornrni think ioreopen accept,12639.0,patch make requiring alreadyloaded f,independent,0.0,
332.0,329.0,13186.0,issue tracking gem release zlib,5481.0,beginrnrnuptodate summary propo,relates,1.0,
500.0,916.0,5044.0,reason zip doesnt return r,4539.0,inspired haskells zipwith function ha,relates,1.0,
635.0,405.0,10208.0,convert list key value,12512.0,think value transformation fundamental,relates,1.0,
847.0,788.0,3187.0,beginrn id like way increase size,6694.0,abstractrnrnsupport threadnew without,relates,1.0,
1454.0,6182.0,13626.0,common pattern io buffering read,14104.0,abstractrnrnremove trace instruction,independent,0.0,
1202.0,7644.0,12304.0,would like stringsplit take optiona,6679.0,let change default encoding ruby sou,independent,0.0,
95.0,4233.0,5623.0,add documentation complex,7872.0,beginrnis expected behaviorrnr,independent,0.0,
812.0,345.0,12996.0,proposal range optimize red,12612.0,currently range alias includ,relates,1.0,
1146.0,6981.0,15759.0,past year rust proven,10658.0,here story wrote testing framework,independent,0.0,
770.0,262.0,14132.0,module class reopened change,6539.0,feel inconsistency meth,relates,1.0,
1270.0,741.0,7378.0,variant filewrite pa,7361.0,pathname mkdir method create dire,relates,1.0,
1352.0,557.0,10552.0,counting many time value appears som,9970.0,method simplify two common pattern whe,relates,1.0,
509.0,954.0,4477.0,documentation common sense would e,2715.0,beginrn old issue think going,relates,1.0,
411.0,533.0,11105.0,support hash literal,14579.0,allow value omission hash lite,relates,1.0,
1073.0,909.0,5065.0,ive noticed issue subjecting endal,5054.0,though matz said ruby,relates,1.0,
447.0,644.0,8897.0,propose ruby support client side tcp f,8871.0,propose ruby support server side tcp fa,relates,1.0,
205.0,1033.0,17006.0,sometimes need create hash e,10197.0,good idea implementationinternalsdepe,independent,0.0,
1429.0,85.0,16463.0,ruby outrnit aim warn ever,16511.0,alternative id lik,relates,1.0,
997.0,1037.0,5016.0,calling kernelcaller negative limit sh,1906.0,beginrn inspired nobus recent refactori,relates,1.0,
1303.0,454.0,10641.0,hellorni propose introduce fixnumfinit,12039.0,issue easy ask,relates,1.0,
1043.0,1798.0,17219.0,hellornrnurihostname extends urihost wi,10602.0,current rb profile frame capture f,independent,0.0,
1065.0,534.0,11643.0,posted mailing list last year,7918.0,currently ruby library way detect,independent,0.0,
854.0,202.0,14830.0,ticket picking mjitpause ht,14954.0,problemrnto measure mjitgenerated cod,relates,1.0,
1029.0,2436.0,11882.0,hash one best feature ruby,16667.0,allow parameter symbolto proc method,independent,0.0,
84.0,456.0,12026.0,add simple way filter warning,17122.0,deprecation warning warning rub,relates,1.0,
596.0,2262.0,10426.0,occasionally felt necessity predica,15231.0,object receives discard ar,independent,0.0,
91.0,530.0,6613.0,support vt record variant,6758.0,beginrnrn objectsequencernrnlet,independent,0.0,
166.0,6277.0,11629.0,list exception raised netsm,4093.0,beginn ive reworked main nethttp rdoc,independent,0.0,
195.0,5657.0,5460.0,nethttp sends connect request comm,16233.0,deal specifically setting,independent,0.0,
1265.0,387.0,14423.0,upd current proposalrnrnintroduce met,9686.0,symbol often used literally key ha,independent,0.0,
637.0,7740.0,7788.0,beginrni endeavoured add proper sch,13585.0,element returned select,independent,0.0,
687.0,6149.0,11390.0,currently possible create symbo,10498.0,problemrnrnteaching ruby always end,independent,0.0,
717.0,862.0,13784.0,ruby full set functional tool,5663.0,pretty common want map en,relates,1.0,
906.0,6662.0,14114.0,must discussed beforernpleas,6769.0,beginrnhellornrncurrent behavior rb,independent,0.0,
1106.0,34.0,2509.0,beginrn like freezing constant confi,17145.0,id like propose objectdeep freezern,relates,1.0,
935.0,971.0,15446.0,stringeach match would two formsrn,6638.0,many library use array queue cause stdli,independent,0.0,
151.0,5892.0,11710.0,setmerge method currently mutates cal,11087.0,rail implemented objectinstance valueshtt,independent,0.0,
1453.0,6801.0,16017.0,recently began study ruby lack th,12754.0,arraypack always return new allocated str,independent,0.0,
1074.0,1744.0,15353.0,tl server request client certific,13801.0,keeping class semantics set sho,independent,0.0,
1397.0,605.0,11420.0,let introduce id key table optimization,9638.0,allow better use cachefriendly,relates,1.0,
1389.0,1915.0,17258.0,descriptionrnrnid like propose addin,2190.0,beginrn hellorn rn request file,independent,0.0,
664.0,180.0,12460.0,currently unicode version used speci,15341.0,emoji version different unicod,relates,1.0,
967.0,1028.0,10085.0,case conversion function currently limite,2034.0,beginrn consideration recently giv,relates,1.0,
90.0,208.0,14912.0,propose new pattern matching syntaxrnrn,15918.0,currently set respond deconstr,relates,1.0,
267.0,96.0,16378.0,think important otherwise,16463.0,ruby outrnit aim warn ever,relates,1.0,
272.0,3940.0,9502.0,id like remove deprecated definitionsrn,15004.0,rubyspec single codebase supporting,independent,0.0,
1040.0,6822.0,11309.0,hinted problem stackoverflo,10261.0,right test method testmathassert infi,independent,0.0,
848.0,717.0,7793.0,would nice following method,6669.0,given hash hmap return arrayali,relates,1.0,
56.0,4188.0,4093.0,beginn ive reworked main nethttp rdoc,16754.0,help message help getting longer,independent,0.0,
888.0,2498.0,7791.0,lot denialofservice security vulnerabili,16035.0,go one step farther nobu,independent,0.0,
456.0,1052.0,16336.0,purpose constant privacy keep c,6588.0,setsuperset setsubset,independent,0.0,
1471.0,438.0,10861.0,netbsd openbsd use mandoc manual,8887.0,adding optional argument,independent,0.0,
600.0,497.0,12019.0,nowadays almost every processor,11541.0,since ruby def return symbol th,relates,1.0,
1508.0,977.0,4071.0,beginn support basic auth nethttpget,3848.0,beginrn hirn rn needed download,relates,1.0,
89.0,3519.0,12665.0,current version method prime,5528.0,would nice see better api set,independent,0.0,
671.0,265.0,14097.0,currently concat method ruby whi,14105.0,sure also add feautures th,relates,1.0,
841.0,700.0,8640.0,hirnrnwe time many thing rail,8096.0,beginrna lot scenario application,relates,1.0,
669.0,6888.0,16666.0,sorry brought,11737.0,ruby case expression scenario allows,independent,0.0,
1055.0,10.0,15973.0,kernellambda receives proc,17361.0,newsrnrnrn kernellambda,relates,1.0,
1484.0,827.0,5008.0,beginrnhellornrni using ruby,6276.0,dear matzrnrnwe establish,relates,1.0,
1469.0,170.0,5653.0,hirn rntoday talked nahi en,15592.0,feature switch autoload behav,relates,1.0,
1260.0,948.0,5138.0,current ruby io class nonblocking,4560.0,blindly hitting ioread nonblock raising,relates,1.0,
398.0,5279.0,15829.0,id like propose sugar objectthen,12459.0,suggest little new feature liboptparse,independent,0.0,
29.0,6487.0,10090.0,aix process listing displayed th,6270.0,would work like thisrnrn foo,independent,0.0,
543.0,516.0,11346.0,dont think would good idea,11066.0,hi first report please bear wit,relates,1.0,
503.0,1011.0,7051.0,new caller location api allows one get,9020.0,summaryrnrni would like propose addin,independent,0.0,
146.0,7479.0,10366.0,currently rational inspection expressed wi,7220.0,calling stringioinitialize copy cause tw,independent,0.0,
1337.0,131.0,12046.0,write accessor method bo,15991.0,hirnrni thought issue wouldve al,relates,1.0,
187.0,279.0,13984.0,currently bigdecimal instance frozen,13985.0,since truefalsenilintegerfloat jus,relates,1.0,
395.0,6954.0,16673.0,nethttp allows setting open timeout,10165.0,patch change benchmarkrealtime meth,independent,0.0,
1384.0,5497.0,13551.0,doesnt seem intuitive way,15527.0,timezone support introduc,independent,0.0,
701.0,952.0,4512.0,beginrnits use,5041.0,id like set fd cloexec file descri,relates,1.0,
218.0,2619.0,14666.0,hi everyone rubytrunkrnrni encountered,13667.0,since cant rubyvminstructionsequenceto,independent,0.0,
898.0,766.0,6946.0,beginrnhi running test suite fips e,6943.0,chance make pstore compatible,relates,1.0,
174.0,6493.0,4016.0,beginn please consider adding age unicod,5157.0,unused variable uglyrnrnas often,independent,0.0,
974.0,950.0,14815.0,benchmarkdriverrb add cpu time measurement,10867.0,case rb atomic type retrieved,independent,0.0,
629.0,346.0,12996.0,proposal range optimize red,14575.0,conscious duplicate bug,relates,1.0,
1173.0,207.0,14912.0,propose new pattern matching syntaxrnrn,15865.0,adding syntax oneline pattern,relates,1.0,
1119.0,1899.0,9830.0,hello everyonernrnwere required use g,2306.0,beginn split string class,independent,0.0,
158.0,1969.0,7614.0,beginrnprior issue reminded ive,1927.0,beginrn function rb readdir seems,independent,0.0,
968.0,6952.0,17111.0,diffrnrndiffrndiff git alibnet,14585.0,abstractrnrni propose add method,independent,0.0,
661.0,51.0,16989.0,opening series feature request,16992.0,officially set element uncertain order,relates,1.0,
177.0,707.0,16425.0,thread method like array ha,12304.0,would like stringsplit take optiona,independent,0.0,
1435.0,244.0,7639.0,chain method period e,14463.0,coming language find extre,relates,1.0,
1069.0,2536.0,9557.0,often happens want move curre,11737.0,ruby case expression scenario allows,independent,0.0,
1192.0,797.0,12512.0,think value transformation fundamental,6669.0,given hash hmap return arrayali,relates,1.0,
1368.0,69.0,16786.0,abstractrnrnwe propose introduce li,16792.0,currently mutex cruby held per thread,relates,1.0,
423.0,545.0,11252.0,matz hope integrate mean gem r,11032.0,hi guysrnrnwhen younger class,relates,1.0,
1088.0,1046.0,1201.0,beginrn possible use relati,1200.0,beginrn possible use named,relates,1.0,
1441.0,1868.0,4772.0,hi want add new method hashadd k,5866.0,ive come across time time,independent,0.0,
103.0,4257.0,15289.0,abstractrnrnto enable tracepoint spe,9585.0,please add method object,independent,0.0,
115.0,451.0,5781.0,pretty sure come id l,12046.0,write accessor method bo,relates,1.0,
698.0,563.0,5976.0,beginrni suggest abolition calculati,5677.0,related proposal rubycore,independent,0.0,
1426.0,4848.0,5550.0,often hash whose value recursively,3246.0,beginn hirn rn currently yamlyamler,independent,0.0,
936.0,4138.0,16686.0,need write script requesting h,14919.0,important multibyte string editing u,independent,0.0,
541.0,2615.0,6615.0,patch switch zstream run usin,9532.0,wondering could type ch,independent,0.0,
1237.0,284.0,12698.0,frequent need delete substring f,13890.0,currently stringcount accepts string,relates,1.0,
1248.0,137.0,8693.0,def yield end def,15973.0,kernellambda receives proc,relates,1.0,
1308.0,872.0,5543.0,first rb thread blocking region requires th,4328.0,beginrn think general enough rem,relates,1.0,
859.0,1748.0,4588.0,beginrnpassing hash env paramete,2170.0,beginn method object doesnt expose wr,independent,0.0,
920.0,437.0,12125.0,hellornrnthe operator let one pas,16275.0,objmethod introduced,relates,1.0,
178.0,6367.0,8684.0,propose gcdisable blockrnit usef,11801.0,current rb inspect raise encodingcompatibil,independent,0.0,
1212.0,6224.0,3653.0,beginrn expression ab applie,17157.0,warning say removed ruby,independent,0.0,
1325.0,4505.0,11735.0,hirnrni using stringsqui,14694.0,currently cannot get block parameter,independent,0.0,
300.0,656.0,8661.0,currently way ruby print backtrace th,16684.0,mostrecentcalllast order backtrace,relates,1.0,
1447.0,204.0,14915.0,method system implementation depen,14940.0,related add bcrypt password h,relates,1.0,
1532.0,1469.0,4551.0,beginrnfrom rfc section,14506.0,cmdarg stack stack byte,independent,0.0,
1561.0,880.0,13183.0,issue tracking gem release date,5481.0,beginrnrnuptodate summary propo,relates,1.0,
137.0,159.0,15752.0,believe introduce module exp,15966.0,feel frustrated recent experimenta,relates,1.0,
502.0,2890.0,8938.0,automatic keyword block variabler,13045.0,following methodrnrn rubyrndef,independent,0.0,
971.0,1437.0,7426.0,eric hodel planning update rdoc e,3888.0,beginn macports updated autoconf,independent,0.0,
918.0,5549.0,7519.0,limitation module g,10851.0,common pattern codernmatch,independent,0.0,
886.0,858.0,5690.0,would great way dynami,5666.0,would like make rb public ap,relates,1.0,
836.0,659.0,8777.0,hirnrnthis related mach ab,8658.0,adding new method processclock g,relates,1.0,
70.0,1014.0,1279.0,beginrn please add relevant dtrace prob,2565.0,beginrn hirn rn made commit e,relates,1.0,
1156.0,938.0,4276.0,current syntactic sugar allows thisrnrn,4801.0,assuming there technical limitation,relates,1.0,
283.0,1017.0,2348.0,beginrn merit library bee,9121.0,rbtree slower pure ruby versionr,relates,1.0,
706.0,4209.0,2523.0,beginn whats proper procedure check,3591.0,beginrn duckinator branch fo,independent,0.0,
738.0,1632.0,4265.0,beginrn many library relaunch ruby pe,8632.0,remove following warning refinem,independent,0.0,
320.0,251.0,14392.0,would like see implemented ruby pipe,15799.0,implemented pipeline operator topi,relates,1.0,
1284.0,6632.0,6868.0,beginrni propose make use,9585.0,please add method object,independent,0.0,
1033.0,491.0,12026.0,add simple way filter warning,11588.0,ruby current warning system lacking warn,relates,1.0,
421.0,3220.0,12586.0,hellornrnclass array sample method,7055.0,beginrni propose make use self,independent,0.0,
1448.0,4120.0,9834.0,id like add floatnext float floatpre,10077.0,merge matrix horizontally verticallyr,independent,0.0,
707.0,6848.0,14924.0,hellornrnin job many mat,13562.0,yield self enumerator instance always,independent,0.0,
1127.0,4683.0,12519.0,hi allrnrni propose syntax change al,3427.0,beginrn dir friend seem absen,independent,0.0,
162.0,70.0,14736.0,ruby concurrency greatly enhanced co,16786.0,abstractrnrnwe propose introduce li,relates,1.0,
566.0,3902.0,10098.0,could totally wrong seems sta,13827.0,improve performance,independent,0.0,
244.0,182.0,5663.0,pretty common want map en,15323.0,proposal combined filter,relates,1.0,
160.0,941.0,4780.0,mentioned another rejected issue,4615.0,beginnfileeach linesep line c,relates,1.0,
1211.0,6820.0,7258.0,eric hodel planning update rdoc e,7918.0,currently ruby library way detect,independent,0.0,
312.0,973.0,8765.0,beginrni propose symbol literal,13838.0,descriptionrnrni want detect current,independent,0.0,
855.0,323.0,13213.0,issue tracking gem release scan,5481.0,beginrnrnuptodate summary propo,relates,1.0,
1259.0,5631.0,15588.0,stringeach chunk iterates chunk specified,11377.0,poll ppoll superior api,independent,0.0,
104.0,588.0,10085.0,case conversion function currently limite,10002.0,hi ruby version problem,relates,1.0,
359.0,5438.0,6712.0,activesupport add support alias method ch,1206.0,beginrn created new unit test runn,independent,0.0,
45.0,7130.0,16555.0,id like add nethttpverify hostname,8229.0,id like suggest extend hashinclude,independent,0.0,
255.0,699.0,8658.0,adding new method processclock g,8096.0,beginrna lot scenario application,relates,1.0,
1203.0,703.0,8015.0,diff git agcc bgccrnindex,2837.0,beginrn gc currently increase size,relates,1.0,
444.0,566.0,10329.0,followupto feature optimize recv,10326.0,concatenating literal string existing stri,relates,1.0,
266.0,2961.0,11796.0,fix reduce call get stat much po,7274.0,beginrnas corollary unboundmethods,independent,0.0,
793.0,321.0,13241.0,currently exploratory proposalr,14618.0,abstractrnrnunicode display width,relates,1.0,
555.0,3017.0,5877.0,currently taking substring str,13721.0,since attr hash key frequently reused,independent,0.0,
1489.0,280.0,13985.0,since truefalsenilintegerfloat jus,13983.0,since basically value typesrnthey,relates,1.0,
1250.0,737.0,7378.0,variant filewrite pa,7362.0,pathname start another pathname th,relates,1.0,
323.0,582.0,10085.0,case conversion function currently limite,2034.0,beginrn consideration recently giv,relates,1.0,
964.0,158.0,15752.0,believe introduce module exp,15903.0,rubyvm contains mostly mrispecific feature b,relates,1.0,
1457.0,923.0,7241.0,often use inject method build,5008.0,beginrnhellornrni using ruby,relates,1.0,
1182.0,5617.0,13208.0,found need recently class,4347.0,beginrn patch test continuation tra,independent,0.0,
894.0,992.0,3649.0,beginn arraysample arrayshuffle arraysh,3647.0,arraysample support sampling,relates,1.0,
490.0,122.0,16150.0,much time user call,16153.0,freezing string give u nice performanc,relates,1.0,
1011.0,273.0,14035.0,reproducernrnexecute urifileetc,15861.0,recently ruby getting better parsing ur,relates,1.0,
1101.0,7609.0,4742.0,currently option fileopen,12655.0,took task make looksee gem wor,independent,0.0,
1223.0,1468.0,14151.0,dont even understand method hasnt,10195.0,im developing haskell binding ruby c,independent,0.0,
921.0,918.0,4512.0,beginrnits use,5041.0,id like set fd cloexec file descri,relates,1.0,
1145.0,561.0,10425.0,method near like following would u,15811.0,backgroundrnrnequal comparison method,relates,1.0,
576.0,3105.0,6707.0,dont need check anymorernrnhtt,11690.0,given assign multiple variable,independent,0.0,
1126.0,519.0,13789.0,new direntries dirchidren wo,11302.0,direntries return array content wi,relates,1.0,
1076.0,1887.0,10227.0,benchmarked found include,7704.0,multiple ruby implementation experi,independent,0.0,
112.0,1018.0,3112.0,beginrn whyrnendrn,2340.0,beginn yaml syck why product,relates,1.0,
62.0,1.0,6521.0,ive added patch cover kernel module docu,13801.0,keeping class semantics set sho,independent,0.0,
1105.0,4496.0,10189.0,ported simplecov,16605.0,couldnt find anything bug,independent,0.0,
349.0,428.0,12240.0,often improvement implicit block argume,15741.0,numbered parameter introduced,relates,1.0,
424.0,4829.0,4589.0,beginrnplease add threadsafe meth,5767.0,patch add caching expanded load path,independent,0.0,
1200.0,7752.0,12317.0,want method return name space,17265.0,summary rb would benefit e,independent,0.0,
369.0,7292.0,5462.0,currently httpproxyserver proxy,12596.0,introduced dirempty,independent,0.0,
413.0,812.0,6482.0,beginrnthis patch add full uri request,5064.0,currently problem netht,relates,1.0,
762.0,647.0,12697.0,method like alias method attr accessor defi,8846.0,propose changing moduleinclude public,relates,1.0,
623.0,1742.0,9515.0,io class pair class meth,12752.0,parsed binary protocol msgpack,independent,0.0,
285.0,6199.0,14815.0,benchmarkdriverrb add cpu time measurement,6720.0,found discrepancy datetimestrf,independent,0.0,
155.0,7158.0,12380.0,issue somewhat flavor,13118.0,useful array return repeated p,independent,0.0,
507.0,550.0,10728.0,add warning fixnumsize rn,7517.0,maximum minimum number fixnum,relates,1.0,
257.0,466.0,12019.0,nowadays almost every processor,12021.0,final instance variable ruby,relates,1.0,
219.0,757.0,7241.0,often use inject method build,4151.0,beginrn hirn rn method,relates,1.0,
1110.0,639.0,8579.0,id like propose new type string liter,8923.0,related feature already f,relates,1.0,
1218.0,894.0,9528.0,want add factorial method mathnrb file,11517.0,im submitting patch enhance queuepop,independent,0.0,
1035.0,4675.0,14896.0,several stdlib library support reading fr,14717.0,case may beneficial disable,independent,0.0,
1000.0,765.0,6946.0,beginrnhi running test suite fips e,6943.0,chance make pstore compatible,relates,1.0,
557.0,278.0,13985.0,since truefalsenilintegerfloat jus,13983.0,since basically value typesrnthey,relates,1.0,
235.0,2507.0,8377.0,beginrn usually constant looku,17276.0,although obviously syntax error,independent,0.0,
694.0,2966.0,13333.0,currently block take block bl,12744.0,patch add strreverse strre,independent,0.0,
486.0,4636.0,6583.0,beginrnif user try bind port tha,5622.0,adding documentation bigdecimalinfinity,independent,0.0,
514.0,6174.0,8887.0,adding optional argument,10771.0,constant difficult get sour,independent,0.0,
216.0,646.0,8846.0,propose changing moduleinclude public,6539.0,feel inconsistency meth,relates,1.0,
883.0,6634.0,15901.0,case want create p,15580.0,hellornrni sure whether propo,independent,0.0,
1191.0,587.0,6739.0,hi therernrnwhen wrapping single lin,10042.0,postfix rescue notation convenientbu,relates,1.0,
1502.0,2963.0,16027.0,abstractrnrni propose ruby dtrac,13714.0,know possible run minimalisti,independent,0.0,
1300.0,6030.0,14140.0,already branching error logging format f,4521.0,beginrnwhen nonexisting method called,independent,0.0,
1071.0,538.0,11083.0,nettelnet maintainer issue,5481.0,beginrnrnuptodate summary propo,relates,1.0,
896.0,1219.0,12016.0,symbol literal invalid source,12831.0,im trying replace rails grapheme impleme,independent,0.0,
228.0,461.0,12334.0,sort relates,12021.0,final instance variable ruby,relates,1.0,
1100.0,295.0,13685.0,unicode published week ago,12513.0,unicode published yesterday see,relates,1.0,
948.0,4043.0,9614.0,hi matz would like permission remov,11814.0,set encoding string v,independent,0.0,
350.0,125.0,16122.0,value object useful concept introduc,16769.0,backgroundrnweve discussed interface,relates,1.0,
1273.0,464.0,12019.0,nowadays almost every processor,11539.0,summaryrnrnwe seek add mechanism fo,relates,1.0,
473.0,6104.0,16739.0,often see code like followingrnrn,6744.0,example download filern,independent,0.0,
1458.0,3598.0,15233.0,ive looking sympys slow matrix power,8111.0,howwho contact redmine management,independent,0.0,
540.0,82.0,16476.0,seems like blocking syscall done,17134.0,add resolve timeout tcpsocketnewrnit,relates,1.0,
1084.0,540.0,5481.0,beginrnrnuptodate summary propo,11057.0,gemified json libraryrnrn,relates,1.0,
866.0,681.0,8499.0,according experience following two,15863.0,add hashslicernrnin,relates,1.0,
885.0,3617.0,12161.0,bigdecimals inspect humanfriend,13083.0,consistencyrnrn patch,independent,0.0,
498.0,1870.0,8842.0,beginrni propose extend integer accep,16435.0,idea obvious couldnt find di,independent,0.0,
265.0,6926.0,4111.0,beginn chance adding support,3653.0,beginrn expression ab applie,independent,0.0,
185.0,107.0,16253.0,using thisrnrnrubyrn def,16296.0,settled syntax rem,relates,1.0,
284.0,4595.0,7258.0,eric hodel planning update rdoc e,8691.0,following codernrndef reassigned unuse,independent,0.0,
1507.0,5635.0,16021.0,rounding method currently accept numb,9678.0,whatever worth ive,independent,0.0,
560.0,60.0,16987.0,enumeration designed greedy immedi,17312.0,offspring vague,relates,1.0,
1082.0,5591.0,11781.0,hellornrnfor string dornrn,10869.0,know topic tricky please bear wi,independent,0.0,
356.0,426.0,12241.0,refinement feature,5054.0,though matz said ruby,relates,1.0,
1170.0,2800.0,9116.0,there nothing corresponding python rspl,12096.0,order create symbol include nonwo,independent,0.0,
1249.0,7328.0,1303.0,beginn following script defines method,16375.0,reference pr,independent,0.0,
508.0,89.0,16441.0,method like take al,16446.0,led think issue ge,relates,1.0,
88.0,4034.0,12655.0,took task make looksee gem wor,12083.0,think bindinglocal variable get bind,independent,0.0,
1045.0,277.0,13985.0,since truefalsenilintegerfloat jus,12979.0,proposal resulting discussion,relates,1.0,
787.0,590.0,12512.0,think value transformation fundamental,9970.0,method simplify two common pattern whe,relates,1.0,
1335.0,296.0,13685.0,unicode published week ago,14802.0,unicode version published somet,relates,1.0,
1221.0,102.0,16355.0,currently single line pattern matchingexpr,16370.0,wrote codernrn rubyrnn,relates,1.0,
1228.0,169.0,15657.0,maintenance webrick hard rub,17303.0,propose move webrick bundled gem r,relates,1.0,
373.0,2300.0,16602.0,would make sense eval frozen stri,4688.0,documented functionslast functionscount,independent,0.0,
392.0,318.0,13201.0,issue tracking gem release dbm,13248.0,issue tracking gem release gdbm,relates,1.0,
1285.0,558.0,10552.0,counting many time value appears som,7793.0,would nice following method,relates,1.0,
1231.0,1167.0,5658.0,beginrncurrently method mkmf,11318.0,delay hash lookup hit,independent,0.0,
414.0,622.0,9108.0,hirnrni seem regularly requir,8499.0,according experience following two,relates,1.0,
588.0,7625.0,4233.0,beginrn intentional used vi,6521.0,ive added patch cover kernel module docu,independent,0.0,
876.0,235.0,11105.0,support hash literal,14579.0,allow value omission hash lite,relates,1.0,
693.0,695.0,6671.0,beginrnis method already,14951.0,propose adding new operator truthyfal,independent,0.0,
58.0,6523.0,7418.0,id like propose method return,17326.0,abstractrnrnwe add method kern,independent,0.0,
837.0,157.0,15743.0,understanding rubyvm supposed,15752.0,believe introduce module exp,relates,1.0,
785.0,490.0,11670.0,warn without compile timernrnsee,11665.0,wisdom using local variable,relates,1.0,
1357.0,915.0,5054.0,though matz said ruby,16746.0,ruby syntax full end im paranoid,relates,1.0,
1075.0,232.0,14609.0,abstractrnrnkernelpobj print obj,15112.0,sometimes write stderrputs objinspect,relates,1.0,
86.0,223.0,13618.0,rnauto fiber schedule rb wait sin,14736.0,ruby concurrency greatly enhanced co,relates,1.0,
797.0,608.0,11049.0,sometime want grep like operation,9602.0,enumerablegrep useful filter thing,relates,1.0,
938.0,2344.0,15010.0,currently multiple array allocated,4452.0,beginnthis pretty much duplicate,independent,0.0,
291.0,401.0,12512.0,think value transformation fundamental,6669.0,given hash hmap return arrayali,relates,1.0,
614.0,2383.0,6530.0,ive added patch improve documentation fo,8586.0,hirnrnfrequently need run simple f,independent,0.0,
882.0,6379.0,10064.0,put proc object clause,14684.0,summaryrnrnirb swallow exception,independent,0.0,
360.0,6675.0,16833.0,surprising enumerator somet,10083.0,hirnrntheres issuernrnrubyr,independent,0.0,
36.0,104.0,16289.0,problemrnrncurrently interpreter e,16345.0,propose ruby doesnt emit deprecation,relates,1.0,
261.0,1102.0,4264.0,beginrn justification ruby object various,6583.0,beginrnif user try bind port tha,independent,0.0,
484.0,780.0,6739.0,hi therernrnwhen wrapping single lin,10042.0,postfix rescue notation convenientbu,relates,1.0,
335.0,575.0,13335.0,mathn deprecated feature ye,10169.0,englishrnrnas mentioned,relates,1.0,
165.0,7046.0,9400.0,raising error without defining exce,13551.0,doesnt seem intuitive way,independent,0.0,
